file,column,key_col,new,old
carbon_bombs_data.csv,GEM_url_source_GEM,Candeias Shale - Brazil,No informations available on GEM,https://www.gem.wiki/Candeias_Oil_and_Gas_Field_(Brazil)|https://www.gem.wiki/Água_Grande_Oil_and_Gas_Field_(Brazil)|https://www.gem.wiki/Araçás_Oil_and_Gas_Field_(Brazil)|https://www.gem.wiki/Araças_Leste_Oil_and_Gas_Field_(Brazil)|https://www.gem.wiki/Brejinho_(Petrobras)_Oil_and_Gas_Field_(Brazil)|https://www.gem.wiki/Buracica_Oil_and_Gas_Field_(Brazil)|https://www.gem.wiki/Manati_Oil_and_Gas_Field_(Brazil)
carbon_bombs_data.csv,GEM_url_source_GEM,Carboniferous Shale - Kazakhstan,No informations available on GEM,https://www.gem.wiki/Kalamkas_Oil_Field_(Kazakhstan)|https://www.gem.wiki/Karachaganak_Oil_and_Gas_Field_(Kazakhstan)|https://www.gem.wiki/Karakuduk_Oil_and_Gas_Field_(Kazakhstan)|https://www.gem.wiki/Karazhanbas_Oil_and_Gas_Field_(Kazakhstan)|https://www.gem.wiki/Kashagan_Oil_and_Gas_Field_(Kazakhstan)|https://www.gem.wiki/Kenbai_Oil_Field_(Kazakhstan)|https://www.gem.wiki/Kenkiyak_Oil_and_Gas_Field_(Kazakhstan)|https://www.gem.wiki/Khvalynskoye_Oil_and_Gas_Field_(Kazakhstan)|https://www.gem.wiki/North_Caspian_Oil_and_Gas_Project_(Kazakhstan)|https://www.gem.wiki/Tengiz_Oil_and_Gas_Field_(Kazakhstan)|https://www.gem.wiki/Tolkyn_Oil_and_Gas_Field_(Kazakhstan)|https://www.gem.wiki/Uzen_Oil_and_Gas_Field_(Kazakhstan)|https://www.gem.wiki/Zhanazhol_Oil_and_Gas_Field_(Kazakhstan)|https://www.gem.wiki/Zhetybay_Oil_Field_(Kazakhstan)
carbon_bombs_data.csv,GEM_url_source_GEM,DJ Basin Tight Oil - United States,"https://www.gem.wiki/DJ_Horizontal_Niobrara_-_Bison_Oil_and_Gas_Asset_(Colorado,_United_States)|https://www.gem.wiki/DJ_Horizontal_Niobrara_-_Confluence_Oil_and_Gas_Asset_(Colorado,_United_States)|https://www.gem.wiki/DJ_Horizontal_Niobrara_-_Noble_Oil_and_Gas_Asset_(Colorado,_United_States)|https://www.gem.wiki/DJ_Horizontal_Niobrara_-_Verdad_Oil_and_Gas_Asset_(Colorado,_United_States)|https://www.gem.wiki/Silo_-_Kaiser_Francis_Oil_and_Gas_Asset_(Wyoming,_United_States)|https://www.gem.wiki/Wattenberg_-_Bayswater_Oil_and_Gas_Asset_(Colorado,_United_States)|https://www.gem.wiki/Wattenberg_-_Noble_Oil_and_Gas_Asset_(Colorado,_United_States)|https://www.gem.wiki/Wattenberg_-_Verdad_Oil_and_Gas_Asset_(Colorado,_United_States)|https://www.gem.wiki/Wildcat_-_Laramie_County_-_EOG_Oil_and_Gas_Asset_(Wyoming,_United_States)|https://www.gem.wiki/Wildcat_-_Laramie_County_-_North_Silo_Oil_and_Gas_Asset_(Wyoming,_United_States)|https://www.gem.wiki/Wildcat_-_Laramie_County_-_Samson_Oil_and_Gas_Asset_(Wyoming,_United_States)","https://www.gem.wiki/DJ_Horizontal_Codell_-_PDC_Oil_and_Gas_Asset_(Colorado,_United_States)|https://www.gem.wiki/DJ_Horizontal_Niobrara_-_Bison_Oil_and_Gas_Asset_(Colorado,_United_States)|https://www.gem.wiki/DJ_Horizontal_Niobrara_-_Confluence_Oil_and_Gas_Asset_(Colorado,_United_States)|https://www.gem.wiki/DJ_Horizontal_Niobrara_-_Crestone_Peak_Oil_and_Gas_Asset_(Colorado,_United_States)|https://www.gem.wiki/DJ_Horizontal_Niobrara_-_Extraction_Oil_and_Gas_Asset_(Colorado,_United_States)|https://www.gem.wiki/DJ_Horizontal_Niobrara_-_Highpoint_Oil_and_Gas_Asset_(Colorado,_United_States)|https://www.gem.wiki/DJ_Horizontal_Niobrara_-_Noble_Oil_and_Gas_Asset_(Colorado,_United_States)|https://www.gem.wiki/DJ_Horizontal_Niobrara_-_PDC_Oil_and_Gas_Asset_(Colorado,_United_States)|https://www.gem.wiki/DJ_Horizontal_Niobrara_-_Verdad_Oil_and_Gas_Asset_(Colorado,_United_States)|https://www.gem.wiki/DJ_Horizontal_Niobrara_-_Whiting_Oil_and_Gas_Asset_(Colorado,_United_States)|https://www.gem.wiki/Hereford_-_Highpoint_Oil_and_Gas_Asset_(Colorado,_United_States)|https://www.gem.wiki/Silo_-_Kaiser_Francis_Oil_and_Gas_Asset_(Wyoming,_United_States)|https://www.gem.wiki/Wattenberg_-_Bayswater_Oil_and_Gas_Asset_(Colorado,_United_States)|https://www.gem.wiki/Wattenberg_-_Bonanza_Creek_Oil_and_Gas_Asset_(Colorado,_United_States)|https://www.gem.wiki/Wattenberg_-_Confluence_Oil_and_Gas_Asset_(Colorado,_United_States)|https://www.gem.wiki/Wattenberg_-_Crestone_Peak_Oil_and_Gas_Asset_(Colorado,_United_States)|https://www.gem.wiki/Wattenberg_-_Extraction_Oil_and_Gas_Asset_(Colorado,_United_States)|https://www.gem.wiki/Wattenberg_-_Great_Western_Oil_and_Gas_Asset_(Colorado,_United_States)|https://www.gem.wiki/Wattenberg_-_Highpoint_Oil_and_Gas_Asset_(Colorado,_United_States)|https://www.gem.wiki/Wattenberg_-_Kerr_Mcgee_Oil_and_Gas_Asset_(Colorado,_United_States)|https://www.gem.wiki/Wattenberg_-_Noble_Oil_and_Gas_Asset_(Colorado,_United_States)|https://www.gem.wiki/Wattenberg_-_PDC_Oil_and_Gas_Asset_(Colorado,_United_States)|https://www.gem.wiki/Wattenberg_-_Petro_Oil_and_Gas_Asset_(Colorado,_United_States)|https://www.gem.wiki/Wattenberg_-_Verdad_Oil_and_Gas_Asset_(Colorado,_United_States)|https://www.gem.wiki/Wildcat_-_Laramie_County_-_EOG_Oil_and_Gas_Asset_(Wyoming,_United_States)|https://www.gem.wiki/Wildcat_-_Laramie_County_-_Helis_Oil_and_Gas_Asset_(Wyoming,_United_States)|https://www.gem.wiki/Wildcat_-_Laramie_County_-_North_Silo_Oil_and_Gas_Asset_(Wyoming,_United_States)|https://www.gem.wiki/Wildcat_-_Laramie_County_-_Samson_Oil_and_Gas_Asset_(Wyoming,_United_States)"
carbon_bombs_data.csv,GEM_url_source_GEM,Haynesville/Bossier Shale - United States,"https://www.gem.wiki/Carthage_(Haynesville_Shale)_-_Shelby_Boswell_Operator_Gas_Asset_(Texas,_United_States)|https://www.gem.wiki/Brachfield,_SE_(Cotton_Valley)_-_KJ_Oil_and_Gas_Asset_(Texas,_United_States)|https://www.gem.wiki/Carthage_(Cotton_Valley)_-_Petroquest_Oil_and_Gas_Asset_(Texas,_United_States)|https://www.gem.wiki/Carthage_(Cotton_Valley)_-_R._Lacy_Services_Oil_and_Gas_Asset_(Texas,_United_States)|https://www.gem.wiki/Carthage_(Haynesville_Shale)_-_BP_Oil_and_Gas_Asset_(Texas,_United_States)|https://www.gem.wiki/Carthage_(Haynesville_Shale)_-_CCI_Oil_and_Gas_Asset_(Texas,_United_States)|https://www.gem.wiki/Carthage_(Haynesville_Shale)_-_Chevron_Oil_and_Gas_Asset_(Texas,_United_States)|https://www.gem.wiki/Carthage_(Haynesville_Shale)_-_Comstock_Oil_and_Gas_Asset_(Texas,_United_States)|https://www.gem.wiki/Carthage_(Haynesville_Shale)_-_Comstock_LP_Gas_Asset_(Texas,_United_States)|https://www.gem.wiki/Carthage_(Haynesville_Shale)_-_R._Lacy_Services_Oil_and_Gas_Asset_(Texas,_United_States)|https://www.gem.wiki/Carthage_(Haynesville_Shale)_-_Sheridan_Oil_and_Gas_Asset_(Texas,_United_States)|https://www.gem.wiki/Carthage_(Haynesville_Shale)_-_XTO_Oil_and_Gas_Asset_(Texas,_United_States)|https://www.gem.wiki/Carthage_(Pettit,_Lower_Gas)_-_Chevron_Oil_and_Gas_Asset_(Texas,_United_States)|https://www.gem.wiki/Caspiana_-_BPX_(KCS_Resources)_Gas_Asset_(Louisiana,_United_States)|https://www.gem.wiki/Elm_Grove_-_BPX_(KCS_Resources)_Gas_Asset_(Louisiana,_United_States)|https://www.gem.wiki/Elm_Grove_-_BPX_(WSF_Operating)_Gas_Asset_(Louisiana,_United_States)|https://www.gem.wiki/Greenwood-Waskom_-_Blue_Dome_Gas_Asset_(Louisiana,_United_States)|https://www.gem.wiki/Greenwood-Waskom_-_BPX_Gas_Asset_(Louisiana,_United_States)|https://www.gem.wiki/Greenwood-Waskom_-_Chesapeake_Gas_Asset_(Louisiana,_United_States)|https://www.gem.wiki/Johnson_Branch_-_Exco_Gas_Asset_(Louisiana,_United_States)|https://www.gem.wiki/Lansing,_N._(Cotton_Valley,_Lo.)_-_Amplify_Oil_and_Gas_Asset_(Texas,_United_States)|https://www.gem.wiki/Longwood_-_Trinity_Gas_Asset_(Louisiana,_United_States)|https://www.gem.wiki/Red_River-Bull_Bayou_-_Tellurian_Gas_Asset_(Louisiana,_United_States)|https://www.gem.wiki/Sligo_-_Aethon_Oil_and_Gas_Asset_(Louisiana,_United_States)|https://www.gem.wiki/Waskom_(Cotton_Valley)_-_Rockcliff_Oil_and_Gas_Asset_(Texas,_United_States)|https://www.gem.wiki/Woodlawn_(Cotton_Valley)_-_BP_Oil_and_Gas_Asset_(Texas,_United_States)","https://www.gem.wiki/Carthage_(Haynesville_Shale)_-_Covey_Park_Oil_and_Gas_Asset_(Texas,_United_States)|https://www.gem.wiki/Carthage_(Haynesville_Shale)_-_Shelby_Boswell_Operator_Gas_Asset_(Texas,_United_States)|https://www.gem.wiki/Carthage_(Haynesville_Shale)_-_Weatherly_Gas_Asset_(Texas,_United_States)|https://www.gem.wiki/Angie_(James_Lime)_-_Lime_Rock_Oil_and_Gas_Asset_(Texas,_United_States)|https://www.gem.wiki/Beckville_(Cotton_Valley)_-_CRD_Oil_and_Gas_Asset_(Texas,_United_States)|https://www.gem.wiki/Benton_-_Empresa_Oil_and_Gas_Asset_(Louisiana,_United_States)|https://www.gem.wiki/Brachfield,_SE_(Cotton_Valley)_-_KJ_Oil_and_Gas_Asset_(Texas,_United_States)|https://www.gem.wiki/Caddo_Pine_Island_-_Aethon_Oil_and_Gas_Asset_(Louisiana,_United_States)|https://www.gem.wiki/Caddo_Pine_Island_-_Three_Sisters_Petroleum_Oil_Asset_(Louisiana,_United_States)|https://www.gem.wiki/Carthage_(Cotton_Valley)_-_Petroquest_Oil_and_Gas_Asset_(Texas,_United_States)|https://www.gem.wiki/Carthage_(Cotton_Valley)_-_R._Lacy_Services_Oil_and_Gas_Asset_(Texas,_United_States)|https://www.gem.wiki/Carthage_(Haynesville_Shale)_-_Amplify_Oil_and_Gas_Asset_(Texas,_United_States)|https://www.gem.wiki/Carthage_(Haynesville_Shale)_-_BP_Oil_and_Gas_Asset_(Texas,_United_States)|https://www.gem.wiki/Carthage_(Haynesville_Shale)_-_CCI_Oil_and_Gas_Asset_(Texas,_United_States)|https://www.gem.wiki/Carthage_(Haynesville_Shale)_-_Chevron_Oil_and_Gas_Asset_(Texas,_United_States)|https://www.gem.wiki/Carthage_(Haynesville_Shale)_-_Comstock_Oil_and_Gas_Asset_(Texas,_United_States)|https://www.gem.wiki/Carthage_(Haynesville_Shale)_-_Comstock_LP_Gas_Asset_(Texas,_United_States)|https://www.gem.wiki/Carthage_(Haynesville_Shale)_-_Exco_Gas_Asset_(Texas,_United_States)|https://www.gem.wiki/Carthage_(Haynesville_Shale)_-_R._Lacy_Services_Oil_and_Gas_Asset_(Texas,_United_States)|https://www.gem.wiki/Carthage_(Haynesville_Shale)_-_Rockcliff_Oil_and_Gas_Asset_(Texas,_United_States)|https://www.gem.wiki/Carthage_(Haynesville_Shale)_-_Sabine_Oil_and_Gas_Asset_(Texas,_United_States)|https://www.gem.wiki/Carthage_(Haynesville_Shale)_-_Sheridan_Oil_and_Gas_Asset_(Texas,_United_States)|https://www.gem.wiki/Carthage_(Haynesville_Shale)_-_Tanos_Oil_and_Gas_Asset_(Texas,_United_States)|https://www.gem.wiki/Carthage_(Haynesville_Shale)_-_Valence_Oil_and_Gas_Asset_(Texas,_United_States)|https://www.gem.wiki/Carthage_(Haynesville_Shale)_-_XTO_Oil_and_Gas_Asset_(Texas,_United_States)|https://www.gem.wiki/Carthage_(Pettit,_Lower_Gas)_-_Chevron_Oil_and_Gas_Asset_(Texas,_United_States)|https://www.gem.wiki/Carthage_(Pettit,_Lower_Gas)_-_Harleton_Oil_and_Gas_Asset_(Texas,_United_States)|https://www.gem.wiki/Carthage,_North_(Cotton_Valley)_-_Covey_Park_Oil_and_Gas_Asset_(Texas,_United_States)|https://www.gem.wiki/Carthage,_North_(Cotton_Valley)_-_East_Texas_Oil_and_Gas_Asset_(Texas,_United_States)|https://www.gem.wiki/Caspiana_-_BPX_(KCS_Resources)_Gas_Asset_(Louisiana,_United_States)|https://www.gem.wiki/Caspiana_-_GEP_Haynesville_Gas_Asset_(Louisiana,_United_States)|https://www.gem.wiki/Caspiana_-_Indigo_Minerals_Oil_and_Gas_Asset_(Louisiana,_United_States)|https://www.gem.wiki/Castor_-_Sklar_Gas_Asset_(Louisiana,_United_States)|https://www.gem.wiki/Danville_(TP-CV_Cons.)_-_Titan_Rock_Oil_and_Gas_Asset_(Texas,_United_States)|https://www.gem.wiki/Elm_Grove_-_BPX_(KCS_Resources)_Gas_Asset_(Louisiana,_United_States)|https://www.gem.wiki/Elm_Grove_-_BPX_(WSF_Operating)_Gas_Asset_(Louisiana,_United_States)|https://www.gem.wiki/Elm_Grove_-_EGH_Oil_and_Gas_Asset_(Louisiana,_United_States)|https://www.gem.wiki/Gahagan_-_Brix_Gas_Asset_(Louisiana,_United_States)|https://www.gem.wiki/Gladewater_(Haynesville)_-_Fortune_Oil_and_Gas_Asset_(Texas,_United_States)|https://www.gem.wiki/Greenwood-Waskom_-_Blue_Dome_Gas_Asset_(Louisiana,_United_States)|https://www.gem.wiki/Greenwood-Waskom_-_BPX_Gas_Asset_(Louisiana,_United_States)|https://www.gem.wiki/Greenwood-Waskom_-_Chesapeake_Gas_Asset_(Louisiana,_United_States)|https://www.gem.wiki/Greenwood-Waskom_-_Comstock_Oil_and_Gas_Asset_(Louisiana,_United_States)|https://www.gem.wiki/Greenwood-Waskom_-_Pine_Wave_Gas_Asset_(Louisiana,_United_States)|https://www.gem.wiki/Haynesville_-_Urban_Oil_and_Gas_Asset_(Louisiana,_United_States)|https://www.gem.wiki/Huxley_(6100)_-_Ellora_Oil_and_Gas_Asset_(Texas,_United_States)|https://www.gem.wiki/Johnson_Branch_-_Exco_Gas_Asset_(Louisiana,_United_States)|https://www.gem.wiki/Kendrick_(James)_-_Sonerra_Oil_and_Gas_Asset_(Texas,_United_States)|https://www.gem.wiki/King_Hill_-_TMR_Gas_Asset_(Louisiana,_United_States)|https://www.gem.wiki/Lake_Ferrell_(Pettit,_Upper)_-_Brooks_Oil_Asset_(Texas,_United_States)|https://www.gem.wiki/Lansing,_N._(Cotton_Valley,_Lo.)_-_Amplify_Oil_and_Gas_Asset_(Texas,_United_States)|https://www.gem.wiki/Logansport_-_Brookston_Gas_Asset_(Louisiana,_United_States)|https://www.gem.wiki/Longwood_-_Trinity_Gas_Asset_(Louisiana,_United_States)|https://www.gem.wiki/Oak_Hill_(Cotton_Valley)_-_Breitburn_Oil_and_Gas_Asset_(Texas,_United_States)|https://www.gem.wiki/Oak_Hill_(Cotton_Valley)_-_CCI_Oil_and_Gas_Asset_(Texas,_United_States)|https://www.gem.wiki/Oak_Hill_(Cotton_Valley)_-_Highmark_Oil_and_Gas_Asset_(Texas,_United_States)|https://www.gem.wiki/Oak_Hill_(Cotton_Valley)_-_Palmer_Petroleum_Oil_and_Gas_Asset_(Texas,_United_States)|https://www.gem.wiki/Oak_Hill_(Cotton_Valley)_-_Trivium_Oil_and_Gas_Asset_(Texas,_United_States)|https://www.gem.wiki/Oak_Hill_(Cotton_Valley)_-_Verado_Oil_and_Gas_Asset_(Texas,_United_States)|https://www.gem.wiki/Raintree_(Travis_Peak_Cons.)_-_BRG_Lone_Star_Oil_and_Gas_Asset_(Texas,_United_States)|https://www.gem.wiki/Red_River-Bull_Bayou_-_Tellurian_Gas_Asset_(Louisiana,_United_States)|https://www.gem.wiki/Red_River-Bull_Bayou_-_Vine_Gas_Asset_(Louisiana,_United_States)|https://www.gem.wiki/Sibley_-_Brix_Gas_Asset_(Louisiana,_United_States)|https://www.gem.wiki/Sligo_-_Aethon_Oil_and_Gas_Asset_(Louisiana,_United_States)|https://www.gem.wiki/Sligo_-_Ensight_IV_Oil_and_Gas_Asset_(Louisiana,_United_States)|https://www.gem.wiki/Sligo_-_GEP_Haynesville_Gas_Asset_(Louisiana,_United_States)|https://www.gem.wiki/Thorn_Lake_-_Goodrich_Petroleum_Gas_Asset_(Louisiana,_United_States)|https://www.gem.wiki/Waskom_(Cotton_Valley)_-_Brookston_Oil_and_Gas_Asset_(Texas,_United_States)|https://www.gem.wiki/Waskom_(Cotton_Valley)_-_Rockcliff_Oil_and_Gas_Asset_(Texas,_United_States)|https://www.gem.wiki/Waskom_(Cotton_Valley)_-_Sheridan_Oil_and_Gas_Asset_(Texas,_United_States)|https://www.gem.wiki/Whelan_(Travis_Peak_Prorated)_-_XTO_Gas_Asset_(Texas,_United_States)|https://www.gem.wiki/Willow_Springs_(Cotton_Valley)_-_Tanos_Oil_and_Gas_Asset_(Texas,_United_States)|https://www.gem.wiki/Willow_Springs_(T.Peak_Trans.)_-_Dallas_Production_Oil_and_Gas_Asset_(Texas,_United_States)|https://www.gem.wiki/Woodardville_-_Vine_Gas_Asset_(Louisiana,_United_States)|https://www.gem.wiki/Woodlawn_(Cotton_Valley)_-_BP_Oil_and_Gas_Asset_(Texas,_United_States)|https://www.gem.wiki/Woodlawn_(Cotton_Valley)_-_Merit_Oil_and_Gas_Asset_(Texas,_United_States)|https://www.gem.wiki/Woodlawn_(Cotton_Valley)_-_New_Century_Oil_and_Gas_Asset_(Texas,_United_States)|https://www.gem.wiki/Woodlawn_(Cotton_Valley)_-_RFE_Oil_and_Gas_Asset_(Texas,_United_States)|https://www.gem.wiki/Woodlawn_(Cotton_Valley)_-_Sabine_Oil_and_Gas_Asset_(Texas,_United_States)|https://www.gem.wiki/Woodlawn_(Cotton_Valley)_-_Sheridan_Oil_and_Gas_Asset_(Texas,_United_States)|https://www.gem.wiki/Woodlawn_(Cotton_Valley)_-_Valence_Oil_and_Gas_Asset_(Texas,_United_States)"
carbon_bombs_data.csv,GEM_url_source_GEM,La Luna Shale - Colombia,No informations available on GEM,https://www.gem.wiki/Abarco_Oil_and_Gas_Field_(Colombia)|https://www.gem.wiki/Acordionero_Oil_and_Gas_Field_(Colombia)|https://www.gem.wiki/Area_Teca-Cocorna_(Puerto_Nare)_Oil_and_Gas_Field_(Colombia)|https://www.gem.wiki/Bonanza_Oil_and_Gas_Field_(Colombia)|https://www.gem.wiki/Casabe_Oil_and_Gas_Field_(Colombia)|https://www.gem.wiki/Casabe_Sur_Oil_and_Gas_Field_(Colombia)|https://www.gem.wiki/Cupiagua_Sur_Oil_and_Gas_Field_(Colombia)|https://www.gem.wiki/Cusiana_Norte_(Aguazul)_Gas_Field_(Colombia)|https://www.gem.wiki/Cusiana_Norte_(Tauramena)_Oil_Field_(Colombia)|https://www.gem.wiki/Girasol_Oil_and_Gas_Field_(Colombia)|https://www.gem.wiki/Infantas_Oil_and_Gas_Field_(Colombia)|https://www.gem.wiki/Jazmin_Oil_and_Gas_Field_(Colombia)|https://www.gem.wiki/La_Cira_Oil_and_Gas_Field_(Colombia)|https://www.gem.wiki/Lisama_Oil_and_Gas_Field_(Colombia)|https://www.gem.wiki/Llanito_Unificado_Oil_and_Gas_Field_(Colombia)|https://www.gem.wiki/Maná_Oil_and_Gas_Field_(Colombia)|https://www.gem.wiki/Moriche_Oil_and_Gas_Field_(Colombia)|https://www.gem.wiki/Nutria_Oil_and_Gas_Field_(Colombia)|https://www.gem.wiki/Palagua_Oil_and_Gas_Field_(Colombia)|https://www.gem.wiki/Payoa_Oil_and_Gas_Field_(Colombia)|https://www.gem.wiki/Peñas_Blancas_Oil_and_Gas_Field_(Colombia)|https://www.gem.wiki/Provincia_Oil_and_Gas_Field_(Colombia)|https://www.gem.wiki/Salina_Oil_and_Gas_Field_(Colombia)|https://www.gem.wiki/San_Roque_Oil_and_Gas_Field_(Colombia)|https://www.gem.wiki/Tibú_Oil_and_Gas_Field_(Colombia)|https://www.gem.wiki/Tisquirama_Oil_and_Gas_Field_(Colombia)|https://www.gem.wiki/Underriver_(Boyaca)_Oil_and_Gas_Field_(Colombia)|https://www.gem.wiki/Velasquez_Oil_and_Gas_Field_(Colombia)|https://www.gem.wiki/Yariguí-Cantagallo_(Bolivar)_Oil_and_Gas_Field_(Colombia)|https://www.gem.wiki/Yariguí-Cantagallo_(Santander)_Oil_and_Gas_Field_(Colombia)
carbon_bombs_data.csv,GEM_url_source_GEM,La Luna Shale - Venezuela,No informations available on GEM,https://www.gem.wiki/Bachaquero_Oil_Field_(Venezuela)|https://www.gem.wiki/Bloque_VII_Ceuta_Oil_Field_(Venezuela)|https://www.gem.wiki/Boscán_Oil_and_Gas_Field_(Venezuela)|https://www.gem.wiki/Ceuta_Oil_Field_(Venezuela)|https://www.gem.wiki/Lagunillas_Oil_Field_(Venezuela)|https://www.gem.wiki/Tía_Juana_Oil_Field_(Venezuela)|https://www.gem.wiki/Tomoporo_Oil_and_Gas_Field_(Venezuela)|https://www.gem.wiki/Urdaneta_Oeste_Oil_Field_(Venezuela)
carbon_bombs_data.csv,GEM_url_source_GEM,Lensky Basin CBM - Russia,No informations available on GEM,https://www.gem.wiki/75_Years_of_Victory_Gas_Field_(Russia)|https://www.gem.wiki/Dinkov_Gas_Field_(Russia)|https://www.gem.wiki/Igrovskoye_Oil_Field_(Russia)|https://www.gem.wiki/Imilorskoye_Oil_Field_(Russia)|https://www.gem.wiki/Kuyumbinskoye_Oil_and_Gas_Field_(Russia)|https://www.gem.wiki/Labaganskoye_Oil_and_Gas_Field_(Russia)|https://www.gem.wiki/Novoognennoye_Oil_and_Gas_Field_(Russia)|https://www.gem.wiki/Nyarmeyskoye_Gas_Field_(Russia)|https://www.gem.wiki/Severo-Talakanskoye_Oil_Field_(Russia)|https://www.gem.wiki/Srednebotuobinskoye_Oil_and_Gas_Field_(Russia)|https://www.gem.wiki/Tuymazinskoye_Oil_Field_(Russia)|https://www.gem.wiki/Yelnikovskoye_Oil_Field_(Russia)|https://www.gem.wiki/Yugomashevskoye_Oil_Field_(Russia)|https://www.gem.wiki/Yuzhno-Lunskoye_Gas_Field_(Russia)
carbon_bombs_data.csv,GEM_url_source_GEM,Longmaxi Shale - China,https://www.gem.wiki/Weiyuan_Shale_Gas_Field_(China)|https://www.gem.wiki/Wubaiti_Gas_Field_(China),https://www.gem.wiki/Anyue_Gas_Field_(China)|https://www.gem.wiki/Chongqing_Gas_Field_(China)|https://www.gem.wiki/Luojiazhai_Gas_Field_(China)|https://www.gem.wiki/Puguang_Gas_Field_(China)|https://www.gem.wiki/Weirong_Gas_Field_(China)|https://www.gem.wiki/Weiyuan_Shale_Gas_Field_(China)|https://www.gem.wiki/Wubaiti_Gas_Field_(China)|https://www.gem.wiki/Xinchang_Gas_Field_(China)|https://www.gem.wiki/Yuanba_Gas_Field_(China)
carbon_bombs_data.csv,GEM_url_source_GEM,Lublin Basin Silurian Shale - Poland,No informations available on GEM,https://www.gem.wiki/Lubliniec-Cieszanów_Gas_Field_(Poland)|https://www.gem.wiki/Aleksandrówka_Gas_Field_(Poland)|https://www.gem.wiki/B_8_Oil_and_Gas_Field_(Poland)|https://www.gem.wiki/Białogard_Gas_Field_(Poland)|https://www.gem.wiki/BMB_(Barnówko-Mostno-Buszewo)_Oil_and_Gas_Field_(Poland)|https://www.gem.wiki/Borzęcin_Gas_Field_(Poland)|https://www.gem.wiki/Ciecierzyn_Gas_Field_(Poland)|https://www.gem.wiki/Dzieduszyce_Oil_and_Gas_Field_(Poland)|https://www.gem.wiki/Dzików_Gas_Field_(Poland)|https://www.gem.wiki/Elżbieciny_Gas_Field_(Poland)|https://www.gem.wiki/Gajewo_Oil_and_Gas_Field_(Poland)|https://www.gem.wiki/Góra_Gas_Field_(Poland)|https://www.gem.wiki/Górzyca_Oil_and_Gas_Field_(Poland)|https://www.gem.wiki/Grochowice_Gas_Field_(Poland)|https://www.gem.wiki/Grotów_Oil_and_Gas_Field_(Poland)|https://www.gem.wiki/Jabłonna_Gas_Field_(Poland)|https://www.gem.wiki/Jabłonna_S_Gas_Field_(Poland)|https://www.gem.wiki/Jabłonna_W_Gas_Field_(Poland)|https://www.gem.wiki/Jasionka_Gas_Field_(Poland)|https://www.gem.wiki/Karmin_Gas_Field_(Poland)|https://www.gem.wiki/Kielanówka-Rzeszów_Gas_Field_(Poland)|https://www.gem.wiki/Kuryłówka_Gas_Field_(Poland)|https://www.gem.wiki/Lisewo_Gas_Field_(Poland)|https://www.gem.wiki/Lubaczów_Gas_Field_(Poland)|https://www.gem.wiki/Łukowa_Gas_Field_(Poland)|https://www.gem.wiki/Mełgiew_A_i_Mełgiew_B_Gas_Field_(Poland)|https://www.gem.wiki/Międzychód_Gas_Field_(Poland)|https://www.gem.wiki/Mirocin_Gas_Field_(Poland)|https://www.gem.wiki/Młodasko_Gas_Field_(Poland)|https://www.gem.wiki/Naratów_Gas_Field_(Poland)|https://www.gem.wiki/Niechlów_Gas_Field_(Poland)|https://www.gem.wiki/Nowy_Tomyśl_Gas_Field_(Poland)|https://www.gem.wiki/Pruchnik-Pantalowice_Gas_Field_(Poland)|https://www.gem.wiki/Przemyśl_Gas_Field_(Poland)|https://www.gem.wiki/Przeworsk_Gas_Field_(Poland)|https://www.gem.wiki/Ruchocice_Gas_Field_(Poland)|https://www.gem.wiki/Rylowa_Gas_Field_(Poland)|https://www.gem.wiki/Środa_Wielkopolska_Gas_Field_(Poland)|https://www.gem.wiki/Szlichtyngowa_Gas_Field_(Poland)|https://www.gem.wiki/Tarnogród-Wola_Różaniecka_Gas_Field_(Poland)|https://www.gem.wiki/Tarnów_(miocen)_Gas_Field_(Poland)|https://www.gem.wiki/Winna_Góra_Gas_Field_(Poland)|https://www.gem.wiki/Wola_Obszańska_Gas_Field_(Poland)|https://www.gem.wiki/Wola_Rokietnicka_Gas_Field_(Poland)|https://www.gem.wiki/Zagorzyce_Gas_Field_(Poland)|https://www.gem.wiki/Zalesie_Gas_Field_(Poland)|https://www.gem.wiki/Żołynia-Leżajsk_Gas_Field_(Poland)
carbon_bombs_data.csv,GEM_url_source_GEM,Montney Play - Canada,No informations available on GEM,"https://www.gem.wiki/Northern_Montney_Oil_and_Gas_Field_(British_Columbia,_Canada)|https://www.gem.wiki/Aitken_Creek_Oil_and_Gas_Field_(British_Columbia,_Canada)|https://www.gem.wiki/Boundary_Lake_Oil_and_Gas_Field_(British_Columbia,_Canada)|https://www.gem.wiki/Brazion_Gas_Field_(British_Columbia,_Canada)|https://www.gem.wiki/Bullmoose_Gas_Field_(British_Columbia,_Canada)|https://www.gem.wiki/Heritage_Oil_and_Gas_Field_(British_Columbia,_Canada)|https://www.gem.wiki/Kelly_Oil_and_Gas_Field_(British_Columbia,_Canada)|https://www.gem.wiki/Laprise_Creek_Oil_and_Gas_Field_(British_Columbia,_Canada)|https://www.gem.wiki/Murray_Gas_Field_(British_Columbia,_Canada)|https://www.gem.wiki/Noel_Gas_Field_(British_Columbia,_Canada)|https://www.gem.wiki/Ojay_Gas_Field_(British_Columbia,_Canada)|https://www.gem.wiki/Sukunka_Gas_Field_(British_Columbia,_Canada)"
