,New_project_source_CB,Carbon_bomb_name,Company,Percentage,Potential_GtCO2_source_CB,GtCO2_by_Company,Company_name,Company_Country
241,False,Hongliulin Coal Mine,Shenmu City State-Owned Assets Operation Co,24.0,3.08990088,0.7415762112000001,Shenmu City State-Owned Assets Operation Co,China
242,False,Hongliulin Coal Mine,Shaanxi Coal and Chemical Industry Group Co Ltd,32.0,3.08990088,0.9887682816000001,Shaanxi Coal and Chemical Industry Group Co Ltd,China
243,False,Hongqinghe Coal Mine,Inner Mongolia Coal Field Geological Bureau,5.0,5.707042044,0.28535210219999996,Inner Mongolia Coal Field Geological Bureau,China
244,False,Hongqinghe Coal Mine,Inner Mongolia Guanglian Minzu Economic Development Company,5.0,5.707042044,0.28535210219999996,Inner Mongolia Guanglian Minzu Economic Development Company,China
245,False,Hongqinghe Coal Mine,Inner Mongolia Yitai Investment Co Ltd,90.0,5.707042044,5.1363378395999995,Inner Mongolia Yitai Investment Co Ltd,China
246,False,Hongqingliang Coal Mine,Beijing Energy Holding Co Ltd,37.0,1.97763419,0.7317246503,Beijing Energy Holding Co Ltd,China
247,False,Hongqingliang Coal Mine,China Coal Xinji Energy Co Ltd,1.0,1.97763419,0.0197763419,China Coal Xinji Energy Co Ltd,China
248,False,Hongqingliang Coal Mine,Shougang Group Co Ltd,1.0,1.97763419,0.0197763419,Shougang Group Co Ltd,China
249,False,Hongqingliang Coal Mine,Others,21.0,1.97763419,0.4153031799,,
250,False,Hongqingliang Coal Mine,Shanxi Zhongbo Real Estate Development Company,40.0,1.97763419,0.7910536760000001,Shanxi Zhongbo Real Estate Development Company,China
251,False,Hongshaquan No.1 Coal Mine,Beijing Lirui Investment Company,40.0,8.97193968,3.588775872,Beijing Lirui Investment Company,China
252,False,Hongshaquan No.1 Coal Mine,Yima Coal Industry Group,60.0,8.97193968,5.383163808000001,Yima Coal Industry Group,China
253,True,Hongshuliang Coal Mine,Erdos Chunhui Forest Company,12.0,1.013931692,0.12167180304000003,Erdos Chunhui Forest Company,China
254,True,Hongshuliang Coal Mine,Inner Mongolia Shengli Resource Group,16.0,1.013931692,0.16222907072,Inner Mongolia Shengli Resource Group,China
255,True,Hongshuliang Coal Mine,Junggar Juli Cultivation Company,12.0,1.013931692,0.12167180304000003,Junggar Juli Cultivation Company,China
256,True,Hongshuliang Coal Mine,Kailuan Group Ltd Liability Corp,60.0,1.013931692,0.6083590152,Kailuan Group Ltd Liability Corp,China
257,False,Horizon Oil Sands Project,No informations on company,100.0,1.989790706,1.989790706,,
258,False,Huangling No.2 Coal Mine,Industrial and Commercial Bank of China,21.0,1.36189944,0.2859988824,Industrial and Commercial Bank of China,China
259,False,Huangling No.2 Coal Mine,Jiangsu Yueda Group,45.0,1.36189944,0.612854748,Jiangsu Yueda Group,China
260,False,Huangling No.2 Coal Mine,Shaanxi Coal and Chemical Industry Group Co Ltd,34.0,1.36189944,0.46304580959999997,Shaanxi Coal and Chemical Industry Group Co Ltd,China
261,False,Huangyuchuan Coal Mine,Elion Resources Group Ltd,49.0,2.261021545,1.1079005570500002,Elion Resources Group Ltd,China
262,False,Huangyuchuan Coal Mine,Others,14.0,2.261021545,0.31654301630000004,,
263,False,Huangyuchuan Coal Mine,China Energy Investment Corp Ltd,37.0,2.261021545,0.83657797165,China Energy Investment Corp Ltd,China
264,False,Hulusu Coal Mine,Manshi Group,10.0,3.963176184,0.39631761839999996,Manshi Group,China
265,False,Hulusu Coal Mine,Others,1.0,3.963176184,0.03963176184,,
266,False,Hulusu Coal Mine,Shenergy Group Co Ltd,13.0,3.963176184,0.51521290392,Shenergy Group Co Ltd,China
267,False,Hulusu Coal Mine,Sinopec,38.0,3.963176184,1.50600694992,Sinopec,China
268,False,Hulusu Coal Mine,China Coal Xinji Energy Co Ltd,38.0,3.963176184,1.50600694992,China Coal Xinji Energy Co Ltd,China
269,False,Hunter Valley North Coal Mine,Glencore PLC,50.0,1.734018,0.867009,Glencore PLC,Switzerland
270,False,Hunter Valley North Coal Mine,Yankuang Energy,50.0,1.734018,0.867009,Yankuang Energy,China
271,False,Hunter Valley South Coal Mine,Glencore PLC,50.0,1.1737968,0.5868984,Glencore PLC,Switzerland
272,False,Hunter Valley South Coal Mine,Yankuang Energy,50.0,1.1737968,0.5868984,Yankuang Energy,China
273,False,Huojitu Well Of Daliuta Coal Mine,HKSCC Nominees Limited,17.0,1.13336496,0.1926720432,HKSCC Nominees Limited,Hong Kong
274,False,Huojitu Well Of Daliuta Coal Mine,Others,14.0,1.13336496,0.1586710944,,
275,False,Huojitu Well Of Daliuta Coal Mine,China Energy Investment Corp Ltd,69.0,1.13336496,0.7820218224,China Energy Investment Corp Ltd,China
276,True,Hutton Coal Mine,Valiant Resources,100.0,1.68599904,1.68599904,Valiant Resources,Australia
277,True,Inaglinskaya-2 Mine,Kolmar,100.0,1.2966,1.2966,Kolmar,Russian Federation
278,False,Indexim Coalindo Coal Mine,Indexim Coalindo,100.0,1.11338577,1.11338577,Indexim Coalindo,Indonesia
279,True,Inner Mongolia Erlintu Coal Mine,Erdos Jiuyuan Investment Company,2.0,2.228926603,0.04457853206,Erdos Jiuyuan Investment Company,China
280,True,Inner Mongolia Erlintu Coal Mine,Inner Mongolia Kaiyuan Shiye Group,10.0,2.228926603,0.2228926603,Inner Mongolia Kaiyuan Shiye Group,China
281,True,Inner Mongolia Erlintu Coal Mine,Others,7.0,2.228926603,0.15602486221,,
282,True,Inner Mongolia Erlintu Coal Mine,Shendong Tianlong Group,9.0,2.228926603,0.20060339427,Shendong Tianlong Group,China
283,True,Inner Mongolia Erlintu Coal Mine,Shenmu Taide Energy Investment Company,17.0,2.228926603,0.37891752251,Shenmu Taide Energy Investment Company,China
284,True,Inner Mongolia Erlintu Coal Mine,Inner Mongolia Huineng Coal and Electricity Group,55.0,2.228926603,1.22590963165,Inner Mongolia Huineng Coal and Electricity Group,China
285,True,"Integrated Belpahar, Lakhanpur, Lilari Coal Mine",Coal India Ltd,100.0,1.5167978,1.5167978,Coal India Ltd,India
286,True,Irati Shale,New project,100.0,2.695278585,2.6952785849999996,,
287,True,Jiangjun Gebi No.2 Coal Mine,Xinjiang Joinworld Company,14.0,7.83946416,1.0975249824000002,Xinjiang Joinworld Company,China
288,True,Jiangjun Gebi No.2 Coal Mine,Tebian Electric Apparatus,86.0,7.83946416,6.7419391776,Tebian Electric Apparatus,China
289,False,Jinjie Coal Mine,Others,21.0,3.85139304,0.8087925384000001,,
290,False,Jinjie Coal Mine,State Grid Corp of China,30.0,3.85139304,1.155417912,State Grid Corp of China,China
291,False,Jinjie Coal Mine,China Energy Investment Corp Ltd,49.0,3.85139304,1.8871825896,China Energy Investment Corp Ltd,China
292,True,Jinjitan Coal Mine,Jiaxing Dejian Investment Partnership,5.0,2.192462844,0.1096231422,Jiaxing Dejian Investment Partnership,China
293,True,Jinjitan Coal Mine,Others,14.0,2.192462844,0.30694479816000003,,
294,True,Jinjitan Coal Mine,Shaanxi Yanchang Petroleum Group Co Ltd,19.0,2.192462844,0.41656794036,Shaanxi Yanchang Petroleum Group Co Ltd,China
295,True,Jinjitan Coal Mine,Shandong Energy Co Ltd,62.0,2.192462844,1.35932696328,Shandong Energy Co Ltd,China
296,False,Johan Sverdrup,Aker,4.6,1.073871982,0.049398111172,Aker,Norway
297,False,Johan Sverdrup,BP,3.5,1.073871982,0.03758551937,BP,United Kingdom
298,False,Johan Sverdrup,Equinor ASA,42.6,1.073871982,0.45746946433200003,Equinor ASA,Norway
299,False,Johan Sverdrup,Lundin Energy AB,20.0,1.073871982,0.2147743964,Lundin Energy AB,Sweden
300,False,Johan Sverdrup,Other,3.5,1.073871982,0.03758551937,,
301,False,Johan Sverdrup,Petoro AS,17.4,1.073871982,0.18685372486799998,Petoro AS,Norway
302,False,Johan Sverdrup,TotalEnergies SE,8.4,1.073871982,0.090205246488,TotalEnergies SE,France
303,False,KPC Operation Coal Mine,Bumi Resources,100.0,3.0945552,3.0945552,Bumi Resources,Indonesia
304,False,Kaniha Coal Mine,Coal India Ltd,100.0,1.19693511,1.19693511,Coal India Ltd,India
305,False,Karachaganak,Chevron Corp,13.5,1.207734375,0.163044140625,Chevron Corp,United States
306,False,Karachaganak,Eni S.P.A.,18.0,1.207734375,0.2173921875,Eni S.P.A.,Italy
307,False,Karachaganak,National Bank of the Republic of Kazakhstan,1.0,1.207734375,0.01207734375,National Bank of the Republic of Kazakhstan,Kazakhstan
308,False,Karachaganak,Others,29.3,1.207734375,0.353866171875,,
309,False,Karachaganak,PJSC LUKOIL,9.0,1.207734375,0.10869609375,PJSC LUKOIL,Russian Federation
310,False,Karachaganak,Shell PLC,29.2,1.207734375,0.35265843750000003,Shell PLC,United Kingdom
311,False,Kashagan,Cooperative KazMunayGaz,8.4,5.086161261,0.427237545924,Cooperative KazMunayGaz,Kazakhstan
312,False,Kashagan,Eni S.P.A.,16.8,5.086161261,0.854475091848,Eni S.P.A.,Italy
313,False,Kashagan,Exxon Mobil Corp,16.8,5.086161261,0.854475091848,Exxon Mobil Corp,United States
314,False,Kashagan,JSC Samruk-Kazyna,8.4,5.086161261,0.427237545924,JSC Samruk-Kazyna,Kazakhstan
315,False,Kashagan,Other,32.7,5.086161261,1.663174732347,,
316,False,Kashagan,Others,0.0999999999999943,5.086161261,0.00508616126099971,,
317,False,Kashagan,Shell PLC,16.8,5.086161261,0.854475091848,Shell PLC,United Kingdom
318,False,Kearl,No informations on company,100.0,1.901181774,1.901181774,,
319,True,Kerandari BC,Government of India,100.0,1.83304,1.83304,Government of India,India
320,True,Khafji,Kuwait Petroleum Corp,50.0,1.439897189,0.7199485945,Kuwait Petroleum Corp,Kuwait
321,True,Khafji,Saudi Aramco,50.0,1.439897189,0.7199485945,Saudi Aramco,Saudi Arabia
322,False,Khurais project,No informations on company,100.0,7.634938272,7.634938272,,
323,False,Khursaniyah,No informations on company,100.0,2.413255558,2.413255558,,
324,True,Kish Gas Project,National Iranian Oil Company,100.0,1.193632598,1.193632598,National Iranian Oil Company,"Iran, Islamic Republic of"
325,False,Kolubara Mine Complex,Elektroprivreda Srbije,100.0,2.52399,2.52399,Elektroprivreda Srbije,Serbia
326,False,Kouzi East Coal Mine,Anhui Xinji Coal and Electricity Group,7.0,1.01906904,0.0713348328,Anhui Xinji Coal and Electricity Group,China
327,False,Kouzi East Coal Mine,China COSCO Shipping Corp Ltd,56.0,1.01906904,0.5706786624,China COSCO Shipping Corp Ltd,China
328,False,Kouzi East Coal Mine,China Energy Investment Corp Ltd,7.0,1.01906904,0.0713348328,China Energy Investment Corp Ltd,China
329,False,Kouzi East Coal Mine,China Coal Xinji Energy Co Ltd,30.0,1.01906904,0.305720712,China Coal Xinji Energy Co Ltd,China
330,True,Kronprins Christian Offshore,New project,100.0,2.23244534,2.23244534,,
331,False,Ku-Maloob-Zaap Project,No informations on company,100.0,1.960224743,1.960224743,,
332,False,Kusmunda Coal Mine,Coal India Ltd,100.0,1.1502183,1.1502183,Coal India Ltd,India
333,True,Kuznetsk Depression (Kuzbass) CBM,New project,100.0,4.90609548,4.90609548,,
334,False,Lakhanpur Coal Mine,Coal India Ltd,100.0,1.5179997,1.5179997,Coal India Ltd,India
335,True,Leningradskoye (Kara Sea),Gazprom PJSC,100.0,1.800619883,1.800619883,Gazprom PJSC,Russia
336,True,Lensky Basin CBM,New project,100.0,2.73771576,2.73771576,,
337,False,Leviathan,Chevron Corp,39.7,1.060241772,0.420915983484,Chevron Corp,United States
338,False,Leviathan,Delek Group Ltd,45.4,1.060241772,0.481349764488,Delek Group Ltd,Israel
339,False,Leviathan,Ratio Petroleum,14.9,1.060241772,0.15797602402799998,Ratio Petroleum,Israel
340,False,Liard Shale,No informations on company,100.0,1.201818384,1.201818384,,
341,True,Libra,CNOOC Limited,7.1,1.891731555,0.134312940405,CNOOC Limited,China
342,True,Libra,China National Petroleum Corporation (CNPC),7.1,1.891731555,0.134312940405,China National Petroleum Corporation (CNPC),China
343,True,Libra,Petróleo Brasileiro SA – Petrobras,28.6,1.891731555,0.5410352247300001,Petróleo Brasileiro SA – Petrobras,Brazil
344,True,Libra,Petróleo Brasileiro S.A.,28.6,1.891731555,0.5410352247300001,Petróleo Brasileiro S.A.,Brazil
345,True,Libra,Shell PLC,14.3,1.891731555,0.27051761236500005,Shell PLC,United Kingdom
346,True,Libra,TotalEnergies SE,14.3,1.891731555,0.27051761236500005,TotalEnergies SE,France
347,False,Lijiahao Coal Mine,HKSCC Nominees Limited,17.0,1.47905208,0.2514388536,HKSCC Nominees Limited,Hong Kong
348,False,Lijiahao Coal Mine,Others,14.0,1.47905208,0.20706729119999998,,
349,False,Lijiahao Coal Mine,China Energy Investment Corp Ltd,69.0,1.47905208,1.0205459352,China Energy Investment Corp Ltd,China
350,False,Listvianskaya Coal Mine,Siberian Business Union-Coal,100.0,2.3876094,2.3876094,Siberian Business Union-Coal,Russian Federation
351,False,Liuzhuang Coal Mine,Anhui Xinji Coal and Electricity Group,7.0,1.52054364,0.10643805480000001,Anhui Xinji Coal and Electricity Group,China
352,False,Liuzhuang Coal Mine,China Energy Investment Corp Ltd,7.0,1.52054364,0.10643805480000001,China Energy Investment Corp Ltd,China
353,False,Liuzhuang Coal Mine,Others,55.0,1.52054364,0.8362990020000001,,
354,False,Liuzhuang Coal Mine,China Coal Xinji Energy Co Ltd,30.0,1.52054364,0.45616309200000005,China Coal Xinji Energy Co Ltd,China
355,False,Liuzhuang Coal Mine,Others,1.0,1.52054364,0.015205436400000001,,
356,True,Llandovery Shale,New project,100.0,4.273465065,4.273465065,,
357,False,Longmaxi Shale (Sichuan/Changyu),No informations on company,100.0,2.20989992,2.20989992,,
358,False,Longmaxi Shale,No informations on company,100.0,5.691701535,5.691701535,,
359,True,Longwan Coal Mine,Huayang New Material Technology Group Co Ltd,18.0,1.035854829,0.18645386922,Huayang New Material Technology Group Co Ltd,China
360,True,Longwan Coal Mine,Others,2.0,1.035854829,0.02071709658,,
361,True,Longwan Coal Mine,Shanxi Juhuang Century Investment Company,6.0,1.035854829,0.062151289740000004,Shanxi Juhuang Century Investment Company,China
362,True,Longwan Coal Mine,Shanxi Yujin Trading Company,9.0,1.035854829,0.09322693461,Shanxi Yujin Trading Company,China
363,True,Longwan Coal Mine,Yangcheng County Yangtai Group Industrial Co Ltd,21.0,1.035854829,0.21752951409000001,Yangcheng County Yangtai Group Industrial Co Ltd,China
364,True,Longwan Coal Mine,Jinneng Holding Group Co Ltd,44.0,1.035854829,0.45577612476,Jinneng Holding Group Co Ltd,China
365,False,Longwanggou Coal Mine,Luen Mei Group,49.0,1.922670077,0.94210833773,Luen Mei Group,China
366,False,Longwanggou Coal Mine,China Datang Corp,51.0,1.922670077,0.98056173927,China Datang Corp,China
367,False,Lower Zakum,Abu Dhabi National Oil Company,60.0,2.434419542,1.4606517252,Abu Dhabi National Oil Company,United Arab Emirates
368,False,Lower Zakum,China National Petroleum Corporation (CNPC),6.0,2.434419542,0.14606517252,China National Petroleum Corporation (CNPC),China
369,False,Lower Zakum,Inpex Corp,10.0,2.434419542,0.24344195420000003,Inpex Corp,Japan
370,False,Lower Zakum,Oil and Natural Gas Corporation,10.0,2.434419542,0.24344195420000003,Oil and Natural Gas Corporation,India
371,False,Lower Zakum,Other,14.0,2.434419542,0.34081873588,,
372,False,Loy Yang Coal Mine,AGL Energy Ltd,100.0,3.0513672,3.0513672,AGL Energy Ltd,Australia
373,True,Lublin Basin Silurian Shale,No informations on company,100.0,5.647084841,5.647084841,,
374,False,Lula (X-Tupi),S.A.,5.5,2.545775174,0.14001763457000002,,
375,False,Lula (X-Tupi),Petróleo Brasileiro SA – Petrobras,40.2,2.545775174,1.023401619948,Petróleo Brasileiro SA – Petrobras,Brazil
376,False,Lula (X-Tupi),Petróleo Brasileiro S.A.,40.2,2.545775174,1.023401619948,Petróleo Brasileiro S.A.,Brazil
377,False,Lula (X-Tupi),Pré-Sal Petróleo S.A.,0.3,2.545775174,0.007637325522,Pré-Sal Petróleo S.A.,Brazil
378,False,Lula (X-Tupi),Shell PLC,13.8,2.545775174,0.351316974012,Shell PLC,United Kingdom
379,False,MC #1 Coal Mine,Foresight Energy,100.0,2.87756172,2.87756172,Foresight Energy,United States
380,False,MHU Coal Mine,Private Resources Limited,100.0,1.07524368,1.07524368,,
381,True,MZLNG Joint Development (T1-T2),New project,100.0,1.310175723,1.3101757229999997,,
382,True,Madaotou Coal Mine,Jinneng Holding Group Co Ltd,100.0,1.8353013,1.8353013000000002,Jinneng Holding Group Co Ltd,China
383,False,Majialiang Coal Mine,Others,12.0,3.17044332,0.38045319839999997,,
384,False,Majialiang Coal Mine,Jinneng Holding Group Co Ltd,88.0,3.17044332,2.7899901216000003,Jinneng Holding Group Co Ltd,China
385,False,Majnoon,Basra Oil Company,100.0,2.468342318,2.468342318,Basra Oil Company,Iraq
386,True,Mandakini B,National Thermal Power Corporation,100.0,1.31316,1.31316,National Thermal Power Corporation,India
387,False,Manifa (redevelop),No informations on company,100.0,5.000284718,5.000284718,,
388,False,Mansouri Bangestan,National Iranian Oil Company,100.0,1.045838888,1.045838888,National Iranian Oil Company,"Iran, Islamic Republic of"
389,False,Marcellus Shale,No informations on company,100.0,26.71441286,26.714412859999996,,
390,False,Maritsa Coal Mines,Bulgarian Energy Holding EAD,100.0,2.5191824,2.5191824,Bulgarian Energy Holding EAD,Bulgaria
391,False,Marjan,No informations on company,100.0,1.889926075,1.889926075,,
392,False,Marun,National Iranian Oil Company,100.0,2.408543885,2.408543885,National Iranian Oil Company,"Iran, Islamic Republic of"
393,False,Meihuajing Coal Mine,Ningxia State-Owned Capital Operation Group,49.0,3.49749444,1.7137722756,Ningxia State-Owned Capital Operation Group,China
394,False,Meihuajing Coal Mine,China Energy Investment Corp Ltd,51.0,3.49749444,1.7837221644,China Energy Investment Corp Ltd,China
395,True,Mengcun Coal Mine,China Development Bank,6.0,1.363070966,0.08178425796,China Development Bank,China
396,True,Mengcun Coal Mine,Others,49.0,1.363070966,0.66790477334,,
397,True,Mengcun Coal Mine,Shaanxi Coal and Chemical Industry Group Co Ltd,45.0,1.363070966,0.6133819347,Shaanxi Coal and Chemical Industry Group Co Ltd,China
398,True,Menilite Shale,New project,100.0,1.666673391,1.666673391,,
399,False,Menkeqing Coal Mine,Manshi Group,10.0,3.685914936,0.36859149360000004,Manshi Group,China
400,False,Menkeqing Coal Mine,Others,1.0,3.685914936,0.03685914936,,
401,False,Menkeqing Coal Mine,Shenergy Group Co Ltd,13.0,3.685914936,0.47916894168,Shenergy Group Co Ltd,China
402,False,Menkeqing Coal Mine,Sinopec,38.0,3.685914936,1.4006476756800001,Sinopec,China
403,False,Menkeqing Coal Mine,China Coal Xinji Energy Co Ltd,38.0,3.685914936,1.4006476756800001,China Coal Xinji Energy Co Ltd,China
404,False,Meramec Shale,No informations on company,100.0,2.439577611,2.439577611,,
405,False,Mero (Libra NW),CNOOC Limited,7.1,1.287024055,0.091378707905,CNOOC Limited,China
406,False,Mero (Libra NW),China National Petroleum Corporation (CNPC),7.1,1.287024055,0.091378707905,China National Petroleum Corporation (CNPC),China
407,False,Mero (Libra NW),Petróleo Brasileiro SA – Petrobras,28.6,1.287024055,0.36808887973000004,Petróleo Brasileiro SA – Petrobras,Brazil
408,False,Mero (Libra NW),Petróleo Brasileiro S.A.,28.6,1.287024055,0.36808887973000004,Petróleo Brasileiro S.A.,Brazil
409,False,Mero (Libra NW),Shell PLC,14.3,1.287024055,0.18404443986500002,Shell PLC,United Kingdom
410,False,Mero (Libra NW),TotalEnergies SE,14.3,1.287024055,0.18404443986500002,TotalEnergies SE,France
411,False,Moher Amlohri Coal Mine,Reliance Power Ltd,100.0,1.04436675,1.04436675,Reliance Power Ltd,India
412,False,Montney Play,No informations on company,100.0,13.6884891,13.6884891,,
413,False,Mount Pleasant Coal Mine,Integrated Energy Services Corporation,100.0,1.12027212,1.12027212,Integrated Energy Services Corporation,United States
414,True,Muduchaideng Coal Mine,Inner Mongolia Boyuan Holdings Group,11.0,1.719483467,0.18914318137000002,Inner Mongolia Boyuan Holdings Group,China
415,True,Muduchaideng Coal Mine,Others,23.0,1.719483467,0.39548119741,,
416,True,Muduchaideng Coal Mine,China Coal Xinji Energy Co Ltd,66.0,1.719483467,1.13485908822,China Coal Xinji Energy Co Ltd,China
417,True,Murray River Coal Mine,HD Mining International,100.0,8.4833496,8.4833496,HD Mining International,Canada
418,False,NLNG Base Project,No informations on company,100.0,1.033411352,1.033411352,,
419,False,Nahr bin Umar,Basra Oil Company,100.0,1.277643431,1.277643431,Basra Oil Company,Iraq
420,True,Nalin River No.2 Coal Mine,Inner Mongolia Boyuan Holdings Group,11.0,1.674721396,0.18421935356,Inner Mongolia Boyuan Holdings Group,China
421,True,Nalin River No.2 Coal Mine,Others,23.0,1.674721396,0.38518592108,,
422,True,Nalin River No.2 Coal Mine,China Coal Xinji Energy Co Ltd,66.0,1.674721396,1.10531612136,China Coal Xinji Energy Co Ltd,China
423,True,New Largo Coal Mine,Community Trusts,10.0,1.4277978,0.14277978000000002,Community Trusts,South Africa
424,True,New Largo Coal Mine,Industrial Development Corporation,22.5,1.4277978,0.32125450499999997,Industrial Development Corporation,South Africa
425,True,New Largo Coal Mine,Seriti,67.5,1.4277978,0.963763515,Seriti,South Africa
426,False,Ningtiaota Coal Mine,Others,19.0,4.0149186,0.762834534,,
427,False,Ningtiaota Coal Mine,Shenmu City State-Owned Assets Operation Co,24.0,4.0149186,0.963580464,Shenmu City State-Owned Assets Operation Co,China
428,False,Ningtiaota Coal Mine,Yulin State-Owned Capital Operation and Management Company,25.0,4.0149186,1.00372965,Yulin State-Owned Capital Operation and Management Company,China
429,False,Ningtiaota Coal Mine,Shaanxi Coal and Chemical Industry Group Co Ltd,32.0,4.0149186,1.2847739519999999,Shaanxi Coal and Chemical Industry Group Co Ltd,China
430,False,Ningxia Hongliu Coal Mine,Ningxia State-Owned Capital Operation Group,49.0,2.899771908,1.4208882349199998,Ningxia State-Owned Capital Operation Group,China
431,False,Ningxia Hongliu Coal Mine,China Energy Investment Corp Ltd,51.0,2.899771908,1.47888367308,China Energy Investment Corp Ltd,China
432,False,North Antelope Rochelle Coal Mine,Peabody Energy Corp,100.0,2.9242269,2.9242269,Peabody Energy Corp,United States
433,True,North Field C LNG,No informations on company,100.0,7.768105079,7.768105079,,
434,True,North Field E,QatarEnergy,100.0,4.594474423,4.594474423,QatarEnergy,Qatar
435,True,North Field,No informations on company,100.0,11.61275076,11.61275076,,
436,True,North Kara Sea Offshore,New project,100.0,1.176960094,1.176960094,,
437,True,North Slope Onshore,New project,100.0,2.035951159,2.035951159,,
438,False,Oil shale China,No informations on company,100.0,1.385461449,1.3854614490000001,,
439,True,Olive Downs Coal Mine,Pembroke Resources,100.0,1.37120808,1.3712080799999997,Pembroke Resources,Australia
440,False,Orinoco Joint Ventures,Indian Oil Corp Ltd,3.5,6.703396162,0.23461886567,Indian Oil Corp Ltd,India
441,False,Orinoco Joint Ventures,Oil and Natural Gas Corporation of India,5.5,6.703396162,0.36868678891,Oil and Natural Gas Corporation of India,India
442,False,Orinoco Joint Ventures,PC Venezuela LTD,5.5,6.703396162,0.36868678891,PC Venezuela LTD,Venezuela
443,False,Orinoco Joint Ventures,PDVSA,60.0,6.703396162,4.0220376972,PDVSA,Venezuela
444,False,Orinoco Joint Ventures,Repsol Exploración S.A.,5.5,6.703396162,0.36868678891,Repsol Exploración S.A.,Spain
445,False,Orinoco Joint Ventures,other,20.0,6.703396162,1.3406792324,,
446,False,PRB Tight Oil,No informations on company,100.0,2.770946453,2.770946453,,
447,False,PTBA Coal Mines,Indonesia Asahan Aluminium Persero PT,100.0,8.89417848,8.89417848,Indonesia Asahan Aluminium Persero PT,Indonesia
448,True,Paardekop Coal Mine,Glencore PLC,100.0,1.6962726,1.6962725999999997,Glencore PLC,Switzerland
449,True,Pakar North Coal Mine,Bayan Resources Tbk PT,100.0,1.0949309,1.0949309,Bayan Resources Tbk PT,Indonesia
450,True,Pangpangta Coal Mine,China Cinda Asset Management Company,36.0,2.180771987,0.78507791532,China Cinda Asset Management Company,China
451,True,Pangpangta Coal Mine,China Construction Bank,4.0,2.180771987,0.08723087948,China Construction Bank,China
452,True,Pangpangta Coal Mine,Others,2.0,2.180771987,0.04361543974,,
453,True,Pangpangta Coal Mine,Shanxi Coking Coal Group Co Ltd,58.0,2.180771987,1.26484775246,Shanxi Coking Coal Group Co Ltd,China
454,True,Parnaiba Onshore,New project,100.0,1.998572969,1.998572969,,
455,True,Pars Southwest,New project,100.0,1.1092643,1.1092643,,
456,False,Pasir Coal Mine,Indika Energy Tbk PT,100.0,0.97534773,0.97534773,Indika Energy Tbk PT,Indonesia
457,False,Pazanan,National Iranian Oil Company,100.0,1.358409167,1.358409167,National Iranian Oil Company,"Iran, Islamic Republic of"
458,False,Peak Downs Coal Mine,Mitsubishi Corp,50.0,2.31824868,1.15912434,Mitsubishi Corp,Japan
459,False,Peak Downs Coal Mine,BHP Group Ltd,50.0,2.31824868,1.15912434,BHP Group Ltd,Australia
460,False,Pereyaslovskiy Coal Mine,Russian Coal,100.0,1.634661,1.634661,Russian Coal,Russian Federation
461,False,Permian Conventional_Texas,No informations on company,100.0,2.061829878,2.061829878,,
462,False,Permian Delaware Tight,No informations on company,100.0,27.80443109,27.80443109,,
463,False,Permian Midland Tight,No informations on company,100.0,16.62881821,16.62881821,,
464,True,Pervomaisky Coal Mine,Siberian Business Union-Coal,100.0,1.53518772,1.53518772,Siberian Business Union-Coal,Russian Federation
465,True,Phulbari Coal Mine,GCM Resources,100.0,1.39606896,1.39606896,GCM Resources,United Kingdom
466,False,Pingshuo East Coal Mine,HKSCC Nominees Limited,30.0,2.64996711,0.794990133,HKSCC Nominees Limited,Hong Kong
467,False,Pingshuo East Coal Mine,Others,13.0,2.64996711,0.3444957243,,
468,False,Pingshuo East Coal Mine,China Coal Xinji Energy Co Ltd,57.0,2.64996711,1.5104812526999998,China Coal Xinji Energy Co Ltd,China
469,False,Pribbenow Coal Mine,Drummond Company,100.0,1.36922148,1.36922148,Drummond Company,United States
470,False,Project Kuwait,No informations on company,100.0,4.409493298,4.409493298,,
471,True,Project Motheo,Minerals Development Company Botswana,100.0,2.179548,2.179548,Minerals Development Company Botswana,Botswana
472,False,QatarGas 1 LNG T1-T3,Ltd.,1.5,1.283272558,0.019249088369999997,,
473,False,QatarGas 1 LNG T1-T3,ConocoPhillips,30.0,1.283272558,0.3849817674,ConocoPhillips,United States
474,False,QatarGas 1 LNG T1-T3,QatarEnergy,68.5,1.283272558,0.8790417022299999,QatarEnergy,Qatar
475,True,QatarGas LNG T12-T13 (NFE-South),Ltd.,1.5,1.785210581,0.026778158715,,
476,True,QatarGas LNG T12-T13 (NFE-South),ConocoPhillips,30.0,1.785210581,0.5355631743,ConocoPhillips,United States
477,True,QatarGas LNG T12-T13 (NFE-South),QatarEnergy,68.5,1.785210581,1.222869247985,QatarEnergy,Qatar
478,True,QatarGas LNG T8-T11 (NFE-East),Others,30.0,3.39497532,1.018492596,,
479,True,QatarGas LNG T8-T11 (NFE-East),QatarEnergy,70.0,3.39497532,2.376482724,QatarEnergy,Qatar
480,False,Qatargas 2 LNG T4-T5,Exxon Mobil Corp,33.33333333333334,1.828035431,0.6093451436666668,Exxon Mobil Corp,United States
481,False,Qatargas 2 LNG T4-T5,QatarEnergy,33.33333333333334,1.828035431,0.6093451436666668,QatarEnergy,Qatar
482,False,Qatargas 2 LNG T4-T5,TotalEnergies SE,33.33333333333334,1.828035431,0.6093451436666668,TotalEnergies SE,France
483,False,Qatif project,No informations on company,100.0,5.066814884,5.066814884,,
