name,country,potential_gtco2,fuel_type,id,gem_source,latitude,longitude,source_for_lat_long,operators,parent_company,companies,start_year,multiple_unit,world_region,status_cb,status_gem,status_lvl_1,status_lvl_2
Indexim Coalindo Coal Mine,Indonesia,1.11338577,Coal,M0672,https://www.gem.wiki/Indexim_Coalindo_coal_mine,0.894663,117.80553,GEM,Indexim Coalindo,Indexim Coalindo (100.0%),Indexim Coalindo (100.0%),2012,Indexim Coalindo Coal Mine,Asia,operating,operating,operating,operating
Inner Mongolia Erlintu Coal Mine,China,2.228926603,Coal,M0258,https://www.gem.wiki/Inner_Mongolia_Erlintu_mine,39.217439,110.006028,GEM,Inner Mongolia Huineng Group Er Lin Tu Coal Company,Inner Mongolia Huineng Coal and Electricity Group (55.0%);Shenmu Taide Energy Investment Company (17.0%);Inner Mongolia Kaiyuan Shiye Group (10.0%);Shendong Tianlong Group (9.0%);Erdos Jiuyuan Investment Company (2.0%);Others (7.0%),Inner Mongolia Huineng Coal and Electricity Group (55.0%);Shenmu Taide Energy Investment Company (17.0%);Inner Mongolia Kaiyuan Shiye Group (10.0%);Shendong Tianlong Group (9.0%);Erdos Jiuyuan Investment Company (2.0%);Others (7.0%),2021,Inner Mongolia Erlintu Coal Mine,Asia,not started,operating,operating,operating
"Integrated Belpahar, Lakhanpur, Lilari Coal Mine",India,1.5167978,Coal,M0535,https://www.gem.wiki/Integrated_Belpahar-Lakhanpur-Lilari_Project,21.771004,83.854397,GEM,Mahanadi Coalfields Limited (MCL),Coal India (100.0%),Coal India Ltd (100.0%),1983,"Integrated Belpahar, Lakhanpur, Lilari Coal Mine",Asia,not started,operating,operating,operating
Irati Shale,Brazil,2.695278585,Oil&Gas,No informations available on GEM,No informations available on GEM,-25.1,-50.2,Manual,None,No informations on company (100.0%),No informations on company (100.0%),No start year available,None,South America,not started,None,not started,not started
Jiangjun Gebi No.2 Coal Mine,China,7.83946416,Coal,M0259,https://www.gem.wiki/Jiangjun_Gebi_No.2_Surface_Mine,44.650514,90.12045,GEM,Xinjiang Tianchi Energy,Tebian Electric Apparatus (TBEA) (86.0%);Xinjiang Joinworld Company (14.0%),Tebian Electric Apparatus (TBEA) (86.0%);Xinjiang Joinworld Company (14.0%),No start year available,Jiangjun Gebi No. 2 Coal Mine,Asia,not started,operating,operating,operating
Jinjie Coal Mine,China,3.85139304,Coal,M0267,https://www.gem.wiki/Jinjie_coal_mine,38.742365,110.171171,GEM,China Energy Jinjie Energy Company,China Energy (49.0%);State Grid Corporation of China (30.0%);Others (21.0%),China Energy Investment Corp Ltd (49.0%);State Grid Corp of China (30.0%);Others (21.0%),2010,Jinjie Coal Mine,Asia,operating,operating,operating,operating
Jinjitan Coal Mine,China,2.192462844,Coal,M0268,https://www.gem.wiki/Jinjitan_Coal_Mine,38.506707,109.819371,GEM,Shaanxi Future Energy Chemical Company,Shandong Energy (62.0%);Shaanxi Yanchang Petroleum Group (19.0%);Jiaxing Dejian Investment Partnership (5.0%);Others (14.0%),Shandong Energy Co Ltd (62.0%);Shaanxi Yanchang Petroleum Group Co Ltd (19.0%);Jiaxing Dejian Investment Partnership (5.0%);Others (14.0%),2018,Jinjitan Coal Mine,Asia,not started,operating,operating,operating
Johan Sverdrup,Norway,1.073871982,Oil&Gas,OG0001427,https://www.gem.wiki/Johan_Sverdrup_oil_field,58.8013,2.603,GEM,Equinor Energy AS,Equinor ASA (42.6%);Lundin Energy AB (20.0%);Petoro AS (17.4%);Aker (4.6%);BP (3.5%);Other (3.5%);TotalEnergies (8.4%),Equinor ASA (42.6%);Lundin Energy AB (20.0%);Petoro AS (17.4%);Aker BP ASA (4.6%);BP PLC (3.5%);Other (3.5%);TotalEnergies SE (8.4%),2019,Johan Sverdrup,Europe,operating,operating,operating,operating
KPC Operation Coal Mine,Indonesia,3.0945552,Coal,M0678,https://www.gem.wiki/KPC_Operation,0.823979,117.599032,GEM,Kaltim Prima Coal,Bumi Resources (100.0%),Bumi Resources (100.0%),1982,KPC Operation Coal Mine,Asia,operating,operating,operating,operating
Kaniha Coal Mine,India,1.19693511,Coal,M0552,https://www.gem.wiki/Talcher_coal_mines,21.095844,85.079292,GEM,Mahanadi Coalfields Limited (MCL),Coal India (100.0%),Coal India Ltd (100.0%),2007,Gopalji Kaniha Coal Mine,Asia,operating,operating,operating,operating
Karachaganak,Kazakhstan,1.207734375,Oil&Gas,OG0012594,https://www.gem.wiki/Karachaganak_Oil_and_Gas_Field_(Kazakhstan),50.8372,52.9707,GEM,Karachaganak Petroleum Operating B.V,Shell plc (29.2%);Eni S.P.A. (18.0%);Chevron Corporation (13.5%);PJSC LUKOIL (9.0%);Joint-Stock Company “Sovereign Wealth Fund “Samruk Kazyna” (1.0%);Others (29.299999999999997%),Shell PLC (29.2%);Eni SpA (18.0%);Chevron Corp (13.5%);LUKOIL PJSC (9.0%);Joint-Stock Company “Sovereign Wealth Fund “Samruk Kazyna” (1.0%);Others (29.299999999999997%),1984,Karachaganak,Asia,operating,operating,operating,operating
Kashagan,Kazakhstan,5.086161261,Oil&Gas,OG0012592,https://www.gem.wiki/Kashagan_Oil_and_Gas_Field_(Kazakhstan),46.486,50.1374,GEM,North Caspian Operating Company N.V,JSC Samruk-Kazyna (8.4%);Cooperative KazMunayGaz (8.4%);Eni S.P.A. (16.8%);ExxonMobil Corporation (16.8%);Shell plc (16.8%);Other (32.7%);Others (0.09999999999999432%),JSC Samruk-Kazyna (8.4%);Cooperative KazMunayGaz (8.4%);Eni SpA (16.8%);Exxon Mobil Corp (16.8%);Shell PLC (16.8%);Other (32.7%);Others (0.09999999999999432%),2016,Kashagan,Asia,operating,operating,operating,operating
Kearl,Canada,1.901181774,Oil&Gas,No informations available on GEM,No informations available on GEM,53.8,-115.5,Manual,None,No informations on company (100.0%),No informations on company (100.0%),No start year available,None,North America,operating,None,operating,operating
Kerandari BC,India,1.83304,Coal,M3877,https://www.gem.wiki/Kerendari_coal_mine,23.9125,85.0875,GEM,NTPC Mining Limited,Government of India (100.0%),Government of India (100.0%),2022,Kerendari Coal Mine,Asia,not started,proposed,proposed,not started
Khafji,Kuwait,1.439897189,Oil&Gas,OG0012404,https://www.gem.wiki/Khafji_Oil_Field_(Kuwait-Saudi_Arabia),28.2744,48.8864,GEM,Khafji Joint Operations,Kuwait Petroleum Corporation (50.0%);Saudi Aramco (50.0%),Kuwait Petroleum Corp (50.0%);Saudi Arabian Oil Company (Saudi Aramco) (50.0%),1961,Khafji,Asia,not started,operating,operating,operating
Khurais project,Saudi Arabia,7.634938272,Oil&Gas,OG0014117,https://www.gem.wiki/Khurais_Oil_and_Gas_Field_(Saudi_Arabia),25.2028,48.0153,GEM,Saudi Aramco,No informations on company (100.0%),Saudi Arabian Oil Company (Saudi Aramco) (100.0%),1963,Khurais,Asia,operating,operating,operating,operating
Khursaniyah,Saudi Arabia,2.413255558,Oil&Gas,OG0014122,https://www.gem.wiki/Khursaniyah_Oil_Field_(Saudi_Arabia),27.0287,48.5437,GEM,Saudi Aramco,No informations on company (100.0%),Saudi Arabian Oil Company (Saudi Aramco) (100.0%),1960,Khursaniyah,Asia,operating,operating,operating,operating
Kish Gas Project,Iran,1.193632598,Oil&Gas,OG0012181,https://www.gem.wiki/Kish_Oil_and_Gas_Field_(Iran),26.5293,53.9434,GEM,Iranian Offshore Oil Company,National Iranian Oil Company (100.0%),National Iranian Oil Company (100.0%),No start year available,Kish,Asia,not started,in development,in development,not started
Kolubara Mine Complex,Serbia,2.52399,Coal,M3325,https://www.gem.wiki/Kolubara_Mine_Complex,44.407304,20.36354,GEM,RB Kolubara,Elektroprivreda Srbije (EPS) (100.0%),Elektroprivreda Srbije (EPS) (100.0%),No start year available,Kolubara B Coal Mine,Europe,operating,operating,operating,operating
Kouzi East Coal Mine,China,1.01906904,Coal,M0271,https://www.gem.wiki/Kouzi_East_Coal_Mine,32.833342,116.162687,GEM,China Coal Xinji Energy,China Coal (30.0%);China Energy (7.0%);Anhui Xinji Coal and Electricity Group (7.0%);China COSCO Shipping (56.0%),China Coal Xinji Energy Co Ltd (30.0%);China Energy Investment Corp Ltd (7.0%);Anhui Province Wanbei Coal-Electricity Group Co Ltd (7.0%);China COSCO Shipping Corp Ltd (56.0%),2014,Kouzi East Coal Mine,Asia,operating,operating,operating,operating
Kronprins Christian Offshore,Denmark,2.23244534,Oil&Gas,No informations available on GEM,No informations available on GEM,55.9,8.1,Manual,None,No informations on company (100.0%),No informations on company (100.0%),No start year available,None,Europe,not started,None,not started,not started
Ku-Maloob-Zaap Project,Mexico,1.960224743,Oil&Gas,OG0002257|OG0002369|OG0002370,https://www.gem.wiki/Ku_Oil_and_Gas_Field_(Mexico)|https://www.gem.wiki/Maloob_Oil_and_Gas_Field_(Mexico)|https://www.gem.wiki/Zaap_Oil_and_Gas_Field_(Mexico),25.2,-99.0,Manual,PEMEX|PEMEX|PEMEX,Petroleos Mexicanos (100.0%)|Petroleos Mexicanos (100.0%)|Petroleos Mexicanos (100.0%),Petróleos Mexicanos (PEMEX) (100.0%)|Petróleos Mexicanos (PEMEX) (100.0%)|Petróleos Mexicanos (PEMEX) (100.0%),1981,Ku|Maloob|Zaap,North America,operating,operating,operating,operating
Kusmunda Coal Mine,India,1.1502183,Coal,M0564,https://www.gem.wiki/Kusmunda_coal_mine,22.332635,82.666666,GEM,South Eastern Coalfields Limited (SECL),Coal India (100.0%),Coal India Ltd (100.0%),1986,Kusmunda Coal Mine,Asia,operating,operating,operating,operating
Kuznetsk Depression (Kuzbass) CBM,Russia,4.90609548,Oil&Gas,No informations available on GEM,No informations available on GEM,54.6,86.7,Manual,None,No informations on company (100.0%),No informations on company (100.0%),No start year available,None,Europe,not started,None,not started,not started
La Luna Shale,Colombia,1.616788836,Oil&Gas,OG0002763|OG0002769|OG0002795|OG0002818|OG0002864|OG0002865|OG0002934|OG0002941|OG0002942|OG0002971|OG0002993|OG0002996|OG0003010|OG0003035|OG0003036|OG0003047|OG0003071|OG0003078|OG0003093|OG0003106|OG0003114|OG0003132|OG0003160|OG0003164|OG0003188|OG0003194|OG0003217|OG0003220|OG0003231|OG0003232,https://www.gem.wiki/Abarco_Oil_and_Gas_Field_(Colombia)|https://www.gem.wiki/Acordionero_Oil_and_Gas_Field_(Colombia)|https://www.gem.wiki/Area_Teca-Cocorna_(Puerto_Nare)_Oil_and_Gas_Field_(Colombia)|https://www.gem.wiki/Bonanza_Oil_and_Gas_Field_(Colombia)|https://www.gem.wiki/Casabe_Oil_and_Gas_Field_(Colombia)|https://www.gem.wiki/Casabe_Sur_Oil_and_Gas_Field_(Colombia)|https://www.gem.wiki/Cupiagua_Sur_Oil_and_Gas_Field_(Colombia)|https://www.gem.wiki/Cusiana_Norte_(Aguazul)_Gas_Field_(Colombia)|https://www.gem.wiki/Cusiana_Norte_(Tauramena)_Oil_Field_(Colombia)|https://www.gem.wiki/Girasol_Oil_and_Gas_Field_(Colombia)|https://www.gem.wiki/Infantas_Oil_and_Gas_Field_(Colombia)|https://www.gem.wiki/Jazmin_Oil_and_Gas_Field_(Colombia)|https://www.gem.wiki/La_Cira_Oil_and_Gas_Field_(Colombia)|https://www.gem.wiki/Lisama_Oil_and_Gas_Field_(Colombia)|https://www.gem.wiki/Llanito_Unificado_Oil_and_Gas_Field_(Colombia)|https://www.gem.wiki/Maná_Oil_and_Gas_Field_(Colombia)|https://www.gem.wiki/Moriche_Oil_and_Gas_Field_(Colombia)|https://www.gem.wiki/Nutria_Oil_and_Gas_Field_(Colombia)|https://www.gem.wiki/Palagua_Oil_and_Gas_Field_(Colombia)|https://www.gem.wiki/Payoa_Oil_and_Gas_Field_(Colombia)|https://www.gem.wiki/Peñas_Blancas_Oil_and_Gas_Field_(Colombia)|https://www.gem.wiki/Provincia_Oil_and_Gas_Field_(Colombia)|https://www.gem.wiki/Salina_Oil_and_Gas_Field_(Colombia)|https://www.gem.wiki/San_Roque_Oil_and_Gas_Field_(Colombia)|https://www.gem.wiki/Tibú_Oil_and_Gas_Field_(Colombia)|https://www.gem.wiki/Tisquirama_Oil_and_Gas_Field_(Colombia)|https://www.gem.wiki/Underriver_(Boyaca)_Oil_and_Gas_Field_(Colombia)|https://www.gem.wiki/Velasquez_Oil_and_Gas_Field_(Colombia)|https://www.gem.wiki/Yariguí-Cantagallo_(Bolivar)_Oil_and_Gas_Field_(Colombia)|https://www.gem.wiki/Yariguí-Cantagallo_(Santander)_Oil_and_Gas_Field_(Colombia),4.5,-75.5,Manual,Mansarovar Energy Colombia Ltd|Gran Tierra Energy Colombia Ltd|Ecopetrol S.A.|Ecopetrol S.A.|Ecopetrol S.A.|Ecopetrol S.A.|Ecopetrol S.A.|Ecopetrol S.A.|Ecopetrol S.A.|Mansarovar Energy Colombia Ltd|Ecopetrol S.A.|Mansarovar Energy Colombia Ltd|Ecopetrol S.A.|Ecopetrol S.A.|Ecopetrol S.A.|Interoil Colombia Exploration And Production|Mansarovar Energy Colombia Ltd|Ecopetrol S.A.|Ecopetrol S.A.|Petrosantander (Colombia) Inc.|Ecopetrol S.A.|Ecopetrol S.A.|Petrosantander (Colombia) Inc.|Ecopetrol S.A.|Ecopetrol S.A.|Ecopetrol S.A.|Mansarovar Energy Colombia Ltd|Mansarovar Energy Colombia Ltd|Ecopetrol S.A.|Ecopetrol S.A.,None (100.0%)|Gran Tierra Energy Inc. (100.0%)|None (100.0%)|None (100.0%)|Ecopetrol S.A. (50.0%);Schlumberger B.V. (50.0%)|Ecopetrol S.A. (50.0%);Schlumberger B.V. (50.0%)|Ecopetrol S.A. (50.0%);BP P.L.C. (50.0%)|Ecopetrol S.A. (50.0%);BP P.L.C. (50.0%)|Ecopetrol S.A. (50.0%);BP P.L.C. (50.0%)|None (100.0%)|Ecopetrol S.A. (50.0%);Occidental Petroleum Corporation (50.0%)|None (100.0%)|Ecopetrol S.A. (50.0%);Occidental Petroleum Corporation (50.0%)|None (100.0%)|None (100.0%)|None (100.0%)|ONGC-Videsh (50.0%);Others (50.0%)|None (100.0%)|Ecopetrol S.A. (25.0%);UNIÓN TEMPORAL ISMOCOL-JOSHI-PARKO (25.0%);Joshi Technologies International Inc. (25.0%);Parko Services (25.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|Ecopetrol S.A. (100.0%)|Ecopetrol S.A. (100.0%),None (100.0%)|Gran Tierra Energy Inc. (100.0%)|None (100.0%)|None (100.0%)|Ecopetrol S.A. (50.0%);Schlumberger B.V. (50.0%)|Ecopetrol S.A. (50.0%);Schlumberger B.V. (50.0%)|Ecopetrol S.A. (50.0%);BP PLC (50.0%)|Ecopetrol S.A. (50.0%);BP PLC (50.0%)|Ecopetrol S.A. (50.0%);BP PLC (50.0%)|None (100.0%)|Ecopetrol S.A. (50.0%);Occidental Petroleum Corp (50.0%)|None (100.0%)|Ecopetrol S.A. (50.0%);Occidental Petroleum Corp (50.0%)|None (100.0%)|None (100.0%)|None (100.0%)|ONGC-Videsh (50.0%);Others (50.0%)|None (100.0%)|Ecopetrol S.A. (25.0%);UNIÓN TEMPORAL ISMOCOL-JOSHI-PARKO (25.0%);Joshi Technologies International Inc. (25.0%);Parko Services (25.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|Ecopetrol S.A. (100.0%)|Ecopetrol S.A. (100.0%),No start year available,Abarco|Acordionero|Area Teca-Cocorna (Puerto Nare)|Bonanza|Casabe|Casabe Sur|Cupiagua Sur|Cusiana Norte (Aguazul)|Cusiana Norte (Tauramena)|Girasol|Infantas|Jazmin|La Cira|Lisama|Llanito Unificado|Maná|Moriche|Nutria|Palagua|Payoa|Peñas Blancas|Provincia|Salina|San Roque|Tibú|Tisquirama|Underriver (Boyaca)|Velasquez|Yariguí-Cantagallo (Bolivar)|Yariguí-Cantagallo (Santander),South America,not started,operating,operating,operating
La Luna Shale,Venezuela,1.090522015,Oil&Gas,OG0005052|OG0005056|OG0005169|OG0005171|OG0005053|OG0005185|OG0010804|OG0005058,https://www.gem.wiki/Bachaquero_Oil_Field_(Venezuela)|https://www.gem.wiki/Bloque_VII_Ceuta_Oil_Field_(Venezuela)|https://www.gem.wiki/Boscán_Oil_and_Gas_Field_(Venezuela)|https://www.gem.wiki/Ceuta_Oil_Field_(Venezuela)|https://www.gem.wiki/Lagunillas_Oil_Field_(Venezuela)|https://www.gem.wiki/Tía_Juana_Oil_Field_(Venezuela)|https://www.gem.wiki/Tomoporo_Oil_and_Gas_Field_(Venezuela)|https://www.gem.wiki/Urdaneta_Oeste_Oil_Field_(Venezuela),8.4,-71.2,Manual,"PDVSA|PDVSA|Petroboscán, S.A.|PDVSA|PDVSA|PDVSA|PDVSA|Petroregional del Lago, S.A.",None (100.0%)|None (100.0%)|PDVSA (60.0%);Chevron Corporation (39.2%);NEMAKA (0.8%)|None (100.0%)|None (100.0%)|None (100.0%)|PDVSA (100.0%)|PDVSA (60.0%);Shell plc (40.0%),None (100.0%)|None (100.0%)|PDVSA (60.0%);Chevron Corp (39.2%);NEMAKA (0.8%)|None (100.0%)|None (100.0%)|None (100.0%)|PDVSA (100.0%)|PDVSA (60.0%);Shell PLC (40.0%),No start year available,Bachaquero|Bloque VII Ceuta|Boscán|Ceuta|Lagunillas|Tía Juana|Tomoporo|Urdaneta Oeste,South America,not started,operating,operating,operating
Lakhanpur Coal Mine,India,1.5179997,Coal,M0566,https://www.gem.wiki/Lakhanpur_coal_mine,21.7451,83.8401,GEM,Mahanadi Coalfields Limited (MCL),Coal India (100.0%),Coal India Ltd (100.0%),2022,Lakhanpur Coal Mine,Asia,operating,operating,operating,operating
Leningradskoye (Kara Sea),Russia,1.800619883,Oil&Gas,OG0012357,https://www.gem.wiki/Leningradskoye_Gas_Field_(Russia),72.718933,65.722145,GEM,Gazprom,Gazprom (100.0%),Gazprom PJSC (100.0%),1972,Leningradskoye,Europe,not started,operating,operating,operating
Lensky Basin CBM,Russia,2.73771576,Oil&Gas,OG0012588|OG0012589|OG0012377|OG0012328|OG0012117|OG0012484|OG0013932|OG0012590|OG0012373|OG0012434|OG0012375|OG0012441|OG0012376|OG0012076,https://www.gem.wiki/75_Years_of_Victory_Gas_Field_(Russia)|https://www.gem.wiki/Dinkov_Gas_Field_(Russia)|https://www.gem.wiki/Igrovskoye_Oil_Field_(Russia)|https://www.gem.wiki/Imilorskoye_Oil_Field_(Russia)|https://www.gem.wiki/Kuyumbinskoye_Oil_and_Gas_Field_(Russia)|https://www.gem.wiki/Labaganskoye_Oil_and_Gas_Field_(Russia)|https://www.gem.wiki/Novoognennoye_Oil_and_Gas_Field_(Russia)|https://www.gem.wiki/Nyarmeyskoye_Gas_Field_(Russia)|https://www.gem.wiki/Severo-Talakanskoye_Oil_Field_(Russia)|https://www.gem.wiki/Srednebotuobinskoye_Oil_and_Gas_Field_(Russia)|https://www.gem.wiki/Tuymazinskoye_Oil_Field_(Russia)|https://www.gem.wiki/Yelnikovskoye_Oil_Field_(Russia)|https://www.gem.wiki/Yugomashevskoye_Oil_Field_(Russia)|https://www.gem.wiki/Yuzhno-Lunskoye_Gas_Field_(Russia),56.8,85.0,Manual,Gazprom|Gazprom|Bashneft|Lukoil|OOO Slavneft-Krasnoyarskneftegaz|Severnaya Neft|RN-Vankor|Gazprom|Surgutneftegas|Taas-Yuryakh Neftegazodobycha|Bashneft|Udmurtneft|Bashneft|PJSC Gazprom,None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|Gazprom (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|ROSNEFTEGAZ JSC (20.2%);BP (9.9%);QH Oil Investments LLC (9.3%);other (10.2%);Russian Federation Agency for State Property Management (0.5%);BP P.L.C. (20.0%);Oil India Limited (10.0%);Indian Oil Corporation Limited (10.0%);Bharat Petroleum Corporation Limited (9.9%)|None (100.0%)|None (100.0%)|None (100.0%)|Gazprom (100.0%),None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|Gazprom PJSC (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|Rosneftegaz AO (20.2%);BP PLC (9.9%);QH Oil Investments LLC (9.3%);other (10.2%);Russian Federation Agency for State Property Management (0.5%);BP PLC (20.0%);Oil India Ltd (10.0%);Indian Oil Corp Ltd (10.0%);Bharat Petroleum Corp Ltd (9.9%)|None (100.0%)|None (100.0%)|None (100.0%)|Gazprom PJSC (100.0%),No start year available,75 Years of Victory|Dinkov|Igrovskoye|Imilorskoye|Kuyumbinskoye|Labaganskoye|Novoognennoye|Nyarmeyskoye|Severo-Talakanskoye|Srednebotuobinskoye|Tuymazinskoye|Yelnikovskoye|Yugomashevskoye|Yuzhno-Lunskoye,Europe,not started,operating,operating,operating
Leviathan,Israel,1.060241772,Oil&Gas,OG0000649,https://www.gem.wiki/Leviathan_Gas_Field,33.0014,33.649,GEM,Noble Energy,Chevron Corporation (39.7%);Delek Group (45.4%);Ratio Petroleum (14.9%),Chevron Corp (39.7%);Delek Group Ltd (45.4%);Ratio Petroleum (14.9%),2019,Leviathan,Asia,operating,operating,operating,operating
Liard Shale,Canada,1.201818384,Oil&Gas,No informations available on GEM,No informations available on GEM,56.3,-110.8,Manual,None,No informations on company (100.0%),No informations on company (100.0%),No start year available,None,North America,operating,None,operating,operating
Libra,Brazil,1.891731555,Oil&Gas,OG0000253,https://www.gem.wiki/Libra_Oil_Field_(Brazil),-10.427188570901574,-53.19254493563203,Country CB,None,Petrobras (28.6%);Petróleo Brasileiro S.A. (28.6%);Shell plc (14.3%);TotalEnergies (14.3%);CNOOC Limited (7.1%);China National Petroleum Corporation (7.1%),Petróleo Brasileiro SA – Petrobras (28.6%);Petróleo Brasileiro SA – Petrobras (28.6%);Shell PLC (14.3%);TotalEnergies SE (14.3%);China National Offshore Oil Corp (CNOOC) (7.1%);China National Petroleum Corporation (CNPC) (7.1%),2017,Libra,South America,not started,operating,operating,operating
Lijiahao Coal Mine,China,1.47905208,Coal,M0276,https://www.gem.wiki/Lijiahao_Coal_Mine,39.738114,110.024669,GEM,China Energy Baotou Energy Company,China Energy (69.0%);HKSCC Nominees Limited (17.0%);Others (14.0%),China Energy Investment Corp Ltd (69.0%);HKSCC Nominees Limited (17.0%);Others (14.0%),2016,Lijiahao Coal Mine,Asia,operating,operating,operating,operating
Listvianskaya Coal Mine,Russia,2.3876094,Coal,M0818,https://www.gem.wiki/Listvyazhnaya_coal_mine,54.521779,86.405582,GEM,SDS UGOL,Siberian Business Union-Coal (SBU) (100.0%),Siberian Business Union-Coal (SBU) (100.0%),1956,Listvyazhnaya Coal Mine,Europe,operating,mothballed,mothballed,stopped
Liuzhuang Coal Mine,China,1.52054364,Coal,M0280,https://www.gem.wiki/Liuzhuang_Coal_Mine,32.805365,116.285412,GEM,China Coal Xinji Energy,China Coal (30.0%);China Energy (7.0%);Anhui Xinji Coal and Electricity Group (7.0%);Others (1.0%),China Coal Xinji Energy Co Ltd (30.0%);China Energy Investment Corp Ltd (7.0%);Anhui Province Wanbei Coal-Electricity Group Co Ltd (7.0%);Others (1.0%),2007,Liuzhuang Coal Mine,Asia,operating,operating,operating,operating
Llandovery Shale,Brazil,4.273465065,Oil&Gas,No informations available on GEM,No informations available on GEM,-23.7,-45.0,Manual,None,No informations on company (100.0%),No informations on company (100.0%),No start year available,None,South America,not started,None,not started,not started
Longmaxi Shale,China,5.691701535,Oil&Gas,OG0010836|OG0010843|OG0010876|OG0010877|OG0013946|OG0010937|OG0010935|OG0010934|OG0010847,https://www.gem.wiki/Anyue_Gas_Field_(China)|https://www.gem.wiki/Chongqing_Gas_Field_(China)|https://www.gem.wiki/Luojiazhai_Gas_Field_(China)|https://www.gem.wiki/Puguang_Gas_Field_(China)|https://www.gem.wiki/Weirong_Gas_Field_(China)|https://www.gem.wiki/Weiyuan_Shale_Gas_Field_(China)|https://www.gem.wiki/Wubaiti_Gas_Field_(China)|https://www.gem.wiki/Xinchang_Gas_Field_(China)|https://www.gem.wiki/Yuanba_Gas_Field_(China),36.1,108.5,Manual,CNPC|Sinopec|Chevron|Sinopec|Sinopec|PetroChina|PetroChina|Sinopec|Sinopec,None (100.0%)|None (100.0%)|Chevron Corporation (49.0%);China National Petroleum Corporation (51.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%),None (100.0%)|None (100.0%)|Chevron Corp (49.0%);China National Petroleum Corporation (CNPC) (51.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%),2014,Anyue|Chongqing|Luojiazhai|Puguang|Weirong|Weiyuan shale gas|Wubaiti|Xinchang|Yuanba,Asia,operating,operating,operating,operating
Longmaxi Shale (Sichuan/Changyu),China,2.20989992,Oil&Gas,OG0013965,https://www.gem.wiki/West_Sichuan_Oil_and_Gas_Field_(China),35.000074,104.999927,Country CB,Sinopec,No informations on company (100.0%),China Petrochemical Corporation (Sinopec Group) (100.0%),No start year available,West Sichuan,Asia,operating,discovered,discovered,not started
Longwan Coal Mine,China,1.035854829,Coal,M0281,https://www.gem.wiki/Longwan_coal_mine,35.581287,112.222324,GEM,Shanxi Jinmei Qinxiulong Bay Energy Company,Jinneng Group (44.0%);Huayang New Material Technology Group (18.0%);Yangcheng County Yangtai Group (21.0%);Shanxi Yujin Trading Company (9.0%);Shanxi Juhuang Century Investment Company (6.0%);Others (2.0%),Jinneng Holding Group Co Ltd (44.0%);Huayang New Material Technology Group Co Ltd (18.0%);Yangcheng County Yangtai Group Industrial Co Ltd (21.0%);Shanxi Yujin Trading Company (9.0%);Shanxi Juhuang Century Investment Company (6.0%);Others (2.0%),No start year available,Longwan Coal Mine,Asia,not started,proposed,proposed,not started
Longwanggou Coal Mine,China,1.922670077,Coal,M0282,https://www.gem.wiki/Longwanggou_mine,39.810538,111.214212,GEM,Ordos Guoyuan Mining Development Company,China Datang (51.0%);Luen Mei Group (49.0%),China Datang Corp (51.0%);Luen Mei Group (49.0%),No start year available,Longwanggou Coal Mine,Asia,operating,operating,operating,operating
Lower Zakum,United Arab Emirates,2.434419542,Oil&Gas,OG0012287,https://www.gem.wiki/Lower_Zakum_Oil_Field_(United_Arab_Emirates),24.78791115270512,53.60773039168417,GEM,ADNOC Offshore,Abu Dhabi National Oil Company (60.0%);Oil and Natural Gas Corporation (ONGC) (10.0%);INPEX Corporation (10.0%);China National Petroleum Corporation (6.0%);Other (14.0%),Abu Dhabi National Oil Company (60.0%);Oil and Natural Gas Corporation Ltd (ONGC) (10.0%);Inpex Corp (10.0%);China National Petroleum Corporation (CNPC) (6.0%);Other (14.0%),1967,Lower Zakum,Asia,operating,operating,operating,operating
Loy Yang Coal Mine,Australia,3.0513672,Coal,M0062,https://www.gem.wiki/Loy_Yang_mine,-38.2347,146.564,GEM,Loy Yang,AGL Energy (100.0%),AGL Energy Ltd (100.0%),1982,Loy Yang Coal Mine,Oceania,operating,operating,operating,operating
