name,country,potential_gtco2,fuel_type,id,gem_source,latitude,longitude,source_for_lat_long,operators,parent_company,companies,start_year,multiple_unit,world_region,status_cb,status_gem,status_lvl_1,status_lvl_2
Buertai Coal Mine,China,4.515258,Coal,M0186,https://www.gem.wiki/Buertai_Coal_Mine,39.495115,109.973302,GEM,China Shenhua Energy Company,China Energy (69.0%);HKSCC Nominees Limited (17.0%);Others (14.0%),China Energy (69.0%);HKSCC Nominees Limited (17.0%);Others (14.0%),No start year available,None,Asia,operating,operating,operating,operating
Buliangou Coal Mine,China,1.820015076,Coal,M0187,https://www.gem.wiki/Buliangou_Coal_Mine,40.012229,111.336127,GEM,Inner Mongolia Mengtai Buliangou Coal Industry Company,Inner Mongolia Mengtai Group (49.0%);China Huadian (35.0%);Others (16.0%),Inner Mongolia Mengtai Group (49.0%);China Huadian (35.0%);Others (16.0%),No start year available,None,Asia,operating,operating,operating,operating
Buzios (x-Franco),Brazil,3.638233141,Oil&Gas,OG0000072,https://www.gem.wiki/Búzios_Oil_and_Gas_Field_(Brazil),-24.657,-42.498,GEM,Petrobras,Petrobras (50.0%);Petróleo Brasileiro S.A. (50.0%),Petrobras (50.0%);Petróleo Brasileiro S.A. (50.0%),2015,None,South America,operating,operating,operating,operating
Byerwen Coal Mine,Australia,1.8407268,Coal,M0018,https://www.gem.wiki/Byerwen_Coal_Project,-21.242828,147.835392,GEM,Macmahon,QCoal (85.0%);JFE Steel (15.0%),QCoal (85.0%);JFE Steel (15.0%),2017,None,Oceania,operating,operating,operating,operating
Cambrian/Silurian Marine Shale,China,2.367530441,Oil&Gas,No informations available on GEM,No informations available on GEM,34.92453785896824,105.09349049942207,Country CB,None,No informations on company (100.0%),No informations on company (100.0%),No start year available,None,Asia,not started,None,not started,not started
Campos Offshore,Brazil,1.560951299,Oil&Gas,No informations available on GEM,No informations available on GEM,-10.26530254614122,-53.29821683433295,Country CB,None,No informations on company (100.0%),No informations on company (100.0%),No start year available,None,South America,not started,None,not started,not started
Candeias Shale,Brazil,1.641797865,Oil&Gas,OG0000092,https://www.gem.wiki/Candeias_Oil_and_Gas_Field_(Brazil),-12.715,-38.542,GEM,Petrobras,Petrobras (50.0%);Petróleo Brasileiro S.A. (50.0%),Petrobras (50.0%);Petróleo Brasileiro S.A. (50.0%),1941,None,South America,not started,operating,operating,operating
Carboniferous Shale,Kazakhstan,1.287218515,Oil&Gas,No informations available on GEM,No informations available on GEM,48.1012954,66.7780818,Country CB,None,No informations on company (100.0%),No informations on company (100.0%),No start year available,None,Asia,not started,None,not started,not started
Carmichael Coal Project,Australia,2.1068964,Coal,M0023,https://www.gem.wiki/Carmichael_Coal_Project,-22.073611,146.329722,GEM,Adani Mining,Adani Group (100.0%),Adani Group (100.0%),2021,None,Oceania,not started,operating,operating,operating
Central Arabian Offshore,Bahrain,1.411444785,Oil&Gas,No informations available on GEM,No informations available on GEM,26.1551249,50.5344606,Country CB,None,No informations on company (100.0%),No informations on company (100.0%),No start year available,None,Asia,not started,None,not started,not started
Central Arabian Offshore,Iran,2.122142874,Oil&Gas,No informations available on GEM,No informations available on GEM,32.55100586927358,54.63644559242522,Country CB,None,No informations on company (100.0%),No informations on company (100.0%),No start year available,None,Asia,not started,None,not started,not started
Central Arabian Offshore,Saudi Arabia,6.860051661,Oil&Gas,No informations available on GEM,No informations available on GEM,25.58261080521296,42.360992218040025,Country CB,None,No informations on company (100.0%),No informations on company (100.0%),No start year available,None,Asia,not started,None,not started,not started
Central Arabian Onshore,Iraq,2.607423632,Oil&Gas,No informations available on GEM,No informations available on GEM,33.0955793,44.1749775,Country CB,None,No informations on company (100.0%),No informations on company (100.0%),No start year available,None,Asia,not started,None,not started,not started
Central Arabian Onshore,Kuwait,3.597522951,Oil&Gas,No informations available on GEM,No informations available on GEM,29.280800865173408,47.54719936938189,Country CB,None,No informations on company (100.0%),No informations on company (100.0%),No start year available,None,Asia,not started,None,not started,not started
Central Arabian Onshore,Qatar,2.217231619,Oil&Gas,No informations available on GEM,No informations available on GEM,25.3809198925162,51.32236135625877,Country CB,None,No informations on company (100.0%),No informations on company (100.0%),No start year available,None,Asia,not started,None,not started,not started
Central Arabian Onshore,Saudi Arabia,4.359973713,Oil&Gas,No informations available on GEM,No informations available on GEM,25.656062147497185,42.28263611227423,Country CB,None,No informations on company (100.0%),No informations on company (100.0%),No start year available,None,Asia,not started,None,not started,not started
Central Uplift Onshore Xinjiang Uygur Autonomous Region,China,1.04432647,Oil&Gas,No informations available on GEM,No informations available on GEM,34.91059126495723,104.98384619485824,Country CB,None,No informations on company (100.0%),No informations on company (100.0%),No start year available,None,Asia,not started,None,not started,not started
Cerrejón Coal Mine,Colombia,2.40895116,Coal,M0440,https://www.gem.wiki/Cerrejon_coal_mine,11.033968,-72.662926,GEM,Cerrejón Coal Company,Glencore (100.0%),Glencore (100.0%),1985,None,South America,operating,operating,operating,operating
Chagannur No.1 Coal Mine,China,1.73650512,Coal,M0189,https://www.gem.wiki/Chagannur_No.1_coal_mine,43.553884,115.167883,GEM,Xilingol Fengfeng Energy Company,Jizhong Energy Group (48.0%);China Huarong Asset Management Company (2.0%);China Energy Investment Corporation (49.0%);Others (1.0%),Jizhong Energy Group (48.0%);China Huarong Asset Management Company (2.0%);China Energy Investment Corporation (49.0%);Others (1.0%),No start year available,None,Asia,not started,proposed,proposed,not started
Chahasu Coal Mine,China,4.208464524,Coal,M0190,https://www.gem.wiki/Chahasu_mine,39.302564,109.965281,GEM,Guodian & Jiantou Inner Mongolia Energy Investment Company,China Energy (50.0%);Hebei Construction & Investment Group (50.0%),China Energy (50.0%);Hebei Construction & Investment Group (50.0%),No start year available,None,Asia,operating,operating,operating,operating
Changcheng No.3 Coal Mine,China,1.12311012,Coal,M0192,https://www.gem.wiki/Changcheng_No.3_coal_mine,38.369137,106.57545,GEM,Otog Front Banner Changcheng No.3 Mining Company,Shandong Energy (43.0%);State Grid Company (10.0%);China Huadian Group (16.0%);Others (1.0%),Shandong Energy (43.0%);State Grid Company (10.0%);China Huadian Group (16.0%);Others (1.0%),No start year available,None,Asia,not started,proposed,proposed,not started
Changqing,China,4.939920283,Oil&Gas,OG0010879,https://www.gem.wiki/Changqing_Oil_Field_(China),37.4467,106.6668,GEM,CNPC,No informations on company (100.0%),CNPC (100.0%),1975,None,Asia,operating,operating,operating,operating
Chirodzi Coal Mine,Mozambique,2.928816,Coal,M0739,https://www.gem.wiki/Chirodzi_coal_mine,-15.914093,33.013188,GEM,JSPL Mozambique Minerals Limitada,Jindal Group (100.0%),Jindal Group (100.0%),2013,None,Africa,not started,operating,operating,operating
Christina Lake,Canada,1.232128944,Oil&Gas,No informations available on GEM,No informations available on GEM,61.13501855188255,-107.92167121700273,Country CB,None,No informations on company (100.0%),No informations on company (100.0%),No start year available,None,North America,operating,None,operating,operating
Chukchi Sea Offshore,United States,2.539277487,Oil&Gas,No informations available on GEM,No informations available on GEM,39.883504448504894,-100.42644399660053,Country CB,None,No informations on company (100.0%),No informations on company (100.0%),No start year available,None,North America,not started,None,not started,not started
Collingham Shale,South Africa,1.849888206,Oil&Gas,OG0013107|OG0013108|OG0017522,https://www.gem.wiki/Luiperd_Oil_and_Gas_Field_(South_Africa)|https://www.gem.wiki/Brulpadda_Oil_and_Gas_Field_(South_Africa)|https://www.gem.wiki/Paddavissie_Fairway_Oil_and_Gas_Complex_(South_Africa),-35.7985,23.1777,GEM,TotalEnergies|TotalEnergies|TotalEnergies,TotalEnergies (45.0%);QatarEnergy (25.0%);Canadian Natural Resources Limited (20.0%);Africa Energy Corp. (4.9%);Others (5.099999999999994%)|TotalEnergies (45.0%);QatarEnergy (25.0%);Canadian Natural Resources Limited (20.0%);Africa Energy Corp. (4.9%);Others (5.099999999999994%)|None (100.0%),TotalEnergies (45.0%);QatarEnergy (25.0%);Canadian Natural Resources Limited (20.0%);Africa Energy Corp. (4.9%);Others (5.099999999999994%)|TotalEnergies (45.0%);QatarEnergy (25.0%);Canadian Natural Resources Limited (20.0%);Africa Energy Corp. (4.9%);Others (5.099999999999994%)|None (100.0%),No start year available,Luiperd|Brulpadda|Paddavissie Fairway,Africa,not started,in development,in development,not started
Cumberland Coal Mine,United States,1.89396768,Coal,M1012,https://www.gem.wiki/Cumberland_Mine,39.81,-80.17,GEM,Cumberland Coal Resources,Contura Energy (100.0%),Contura Energy (100.0%),No start year available,None,North America,operating,operating,operating,operating
DJ Basin Tight Oil,United States,5.852116216,Oil&Gas,No informations available on GEM,No informations available on GEM,39.687485670505794,-100.52288135530986,Country CB,None,No informations on company (100.0%),No informations on company (100.0%),No start year available,None,North America,operating,None,operating,operating
Dafosi Coal Mine,China,1.360020116,Coal,M0199,https://www.gem.wiki/Dafosi_Coal_Mine,35.062428,107.960069,GEM,Shaanxi Bingchang Dafosi Mining Company,Shaanxi Coal and Chemical Industry Group (56.8%);Binxian Coal Company (5.0%);Shaanxi Investment Group (5.0%);Others (0.20000000000000284%),Shaanxi Coal and Chemical Industry Group (56.8%);Binxian Coal Company (5.0%);Shaanxi Investment Group (5.0%);Others (0.20000000000000284%),No start year available,None,Asia,operating,operating,operating,operating
Dahaize Coal Mine,China,7.993471068,Coal,M0200,https://www.gem.wiki/Dahaize_coal_mine,38.422179,109.277001,GEM,China Coal Shaanxi Yulin Energy Chemical Company,China Coal (100.0%),China Coal (100.0%),No start year available,None,Asia,not started,operating,operating,operating
Dalaihushuo Coal Mine,China,2.875609176,Coal,M0201,https://www.gem.wiki/Dalaihushuo_coal_mine,45.382698,119.486564,GEM,Inner Mongolia Jimei Mining Industry Company,Jilin Province Coal Industry Group (41.0%);Tibet Hengyisheng Investment Company (39.0%);Fude Life Insurance Company (20.0%),Jilin Province Coal Industry Group (41.0%);Tibet Hengyisheng Investment Company (39.0%);Fude Life Insurance Company (20.0%),No start year available,None,Asia,not started,proposed,proposed,not started
Daliuta Coal Mine,China,1.207160328,Coal,M0202,https://www.gem.wiki/Shenhua_Daliuta_coal_mine,39.263103,110.234325,GEM,China Shenhua Energy,China Energy (69.0%);HKSCC Nominees Limited (17.0%);Others (14.0%),China Energy (69.0%);HKSCC Nominees Limited (17.0%);Others (14.0%),No start year available,None,Asia,operating,operating,operating,operating
Dananhu No. 7 Coal Mine,China,3.63173184,Coal,M1112,https://www.gem.wiki/Dananhu_No._7_Mine,42.383,93.0205,GEM,Guotou Hami Eenergy Development Company,China Reform Holdings Company (36.0%);China Chengtong Holdings Group (20.0%);China Coal (29.0%);China Energy (15.0%),China Reform Holdings Company (36.0%);China Chengtong Holdings Group (20.0%);China Coal (29.0%);China Energy (15.0%),No start year available,None,Asia,not started,operating,operating,operating
Dananhu No.1 Coal Mine,China,7.16583648,Coal,M0204,https://www.gem.wiki/Dananhu_No.1_Coal_Mine,42.382334,93.018391,GEM,State Grid Corporation of China Hami Coal & Energy Company,China Energy (100.0%),China Energy (100.0%),No start year available,None,Asia,operating,operating,operating,operating
Dananhu West No.2 Coal Mine,China,2.74804677,Coal,M0206,https://www.gem.wiki/Dananhu_West_No.2_open-pit_mine,42.380815,92.96712,GEM,State Grid Corporation of China Hami Coal & Energy Company,China Energy (100.0%),China Energy (100.0%),No start year available,None,Asia,not started,operating,operating,operating
Daqing,China,2.601815792,Oil&Gas,No informations available on GEM,No informations available on GEM,35.02595199816,105.06413016461543,Country CB,None,No informations on company (100.0%),No informations on company (100.0%),No start year available,None,Asia,operating,None,operating,operating
Dingji Coal Mine,China,1.667325,Coal,M0208,https://www.gem.wiki/Dingji_Coal_Mine,32.871396,116.631428,GEM,Huaihu Coal and Electricity Company,Huaihe Energy (50.0%);China Cinda Asset Management (49.0%);Others (1.0%),Huaihe Energy (50.0%);China Cinda Asset Management (49.0%);Others (1.0%),No start year available,None,Asia,operating,operating,operating,operating
Dipka Coal Mine,India,1.1718525,Coal,M0513,https://www.gem.wiki/Dipka_coal_mine,22.345077,82.544192,GEM,South Eastern Coalfields Limited (SECL),Coal India (100.0%),Coal India (100.0%),No start year available,None,Asia,operating,operating,operating,operating
Dolphin,Qatar,1.550235876,Oil&Gas,OG0012467,https://www.gem.wiki/Dolphin_Oil_and_Gas_Field_(Qatar),26.1938,52.0041,GEM,Dolphin Energy Limited,Mubadala Investment Company (51.0%);TotalEnergies (24.5%);Occidental Petroleum Corporation (24.5%),Mubadala Investment Company (51.0%);TotalEnergies (24.5%);Occidental Petroleum Corporation (24.5%),No start year available,None,Asia,operating,operating,operating,operating
Dongzhouyao Coal Mine,China,2.152948235,Coal,M0210,https://www.gem.wiki/Dongzhouyao_mine,40.020636,112.863555,GEM,Jinneng Holding Coal Industry Group Dongzhouyao Datong Company,Jinneng Group (100.0%),Jinneng Group (100.0%),No start year available,None,Asia,operating,operating,operating,operating
Dovletabad-Donmez,Turkmenistan,1.578094288,Oil&Gas,No informations available on GEM,No informations available on GEM,39.30607880411048,59.42847996414113,Country CB,None,No informations on company (100.0%),No informations on company (100.0%),No start year available,None,Asia,operating,None,operating,operating
Duvernay,Canada,1.871369296,Oil&Gas,No informations available on GEM,No informations available on GEM,60.99826889734878,-107.95780402089514,Country CB,None,No informations on company (100.0%),No informations on company (100.0%),No start year available,None,North America,operating,None,operating,operating
Eagle Ford Shale,Mexico,5.0680294,Oil&Gas,No informations available on GEM,No informations available on GEM,23.7236193025502,-101.98469117317585,Country CB,None,No informations on company (100.0%),No informations on company (100.0%),No start year available,None,North America,not started,None,not started,not started
Eagle Ford Shale,United States,5.924247947,Oil&Gas,OG0014489|OG0014919|OG0015040|OG0015994|OG0016112|OG0016385|OG0016792,"https://www.gem.wiki/De_Witt_(Eagle_Ford_Shale)_-_Burlington_Oil_and_Gas_Asset_(Texas,_United_States)|https://www.gem.wiki/De_Witt_(Eagle_Ford_Shale)_-_Devon_Oil_and_Gas_Asset_(Texas,_United_States)|https://www.gem.wiki/De_Witt_(Eagle_Ford_Shale)_-_Ensign_Oil_and_Gas_Asset_(Texas,_United_States)|https://www.gem.wiki/De_Witt_(Eagle_Ford_Shale)_-_Pioneer_Oil_and_Gas_Asset_(Texas,_United_States)|https://www.gem.wiki/Gates_Ranch_(Eagle_Ford_Shale)_-_Rosetta_Oil_and_Gas_Asset_(Texas,_United_States)|https://www.gem.wiki/De_Witt_(Eagle_Ford_Shale)_-_Teal_Oil_and_Gas_Asset_(Texas,_United_States)|https://www.gem.wiki/Gates_Ranch_(Eagle_Ford_Shale)_-_XTO_Oil_and_Gas_Asset_(Texas,_United_States)",29.0941729,-97.53081645,GEM,Burlington Resources|Devon Energy|Ensign Operating|Pioneer Natural Resources|Rosetta Resources|Teal Operating|XTO Energy,None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%),Burlington Resources (100.0%)|Devon Energy (100.0%)|Ensign Operating (100.0%)|Pioneer Natural Resources (100.0%)|Rosetta Resources (100.0%)|Teal Operating (100.0%)|XTO Energy (100.0%),No start year available,De Witt (Eagle Ford Shale) - Burlington|De Witt (Eagle Ford Shale) - Devon|De Witt (Eagle Ford Shale) - Ensign|De Witt (Eagle Ford Shale) - Pioneer|Gates Ranch (Eagle Ford Shale) - Rosetta|De Witt (Eagle Ford Shale) - Teal|Gates Ranch (Eagle Ford Shale) - XTO,North America,operating,operating,operating,operating
East Natuna (x-Natuna D-Alpha),Indonesia,2.158541118,Oil&Gas,OG0012818,https://www.gem.wiki/Anoa_Oil_and_Gas_Field_(Indonesia),-2.4833826,117.8902853,Country CB,Premier Oil PLC,Harbour Energy plc (20.0%);Kuwait Petroleum Corporation (20.0%);Petroliam Nasional Berhad (Petronas) (20.0%);PTT PLC (20.0%);PT Pertamina (20.0%),Harbour Energy plc (20.0%);Kuwait Petroleum Corporation (20.0%);Petroliam Nasional Berhad (Petronas) (20.0%);PTT PLC (20.0%);PT Pertamina (20.0%),1990,None,Asia,not started,operating,operating,operating
Eastern Gas Program,Russia,4.274058366,Oil&Gas,OG0012384,https://www.gem.wiki/East_Tazovskoye_Oil_and_Gas_Field_(Russia),67.39,79.405,GEM,Novatek,No informations on company (100.0%),Novatek (100.0%),No start year available,None,Europe,operating,operating,operating,operating
El Descanso Coal Mine,Colombia,4.149156,Coal,M0441,https://www.gem.wiki/El_Descanso_mine,9.7050912,-73.5231884,GEM,Drummond Limited,Drummond Company (100.0%),Drummond Company (100.0%),2009,None,South America,operating,operating,operating,operating
El Sharara,Libya,1.00784607,Oil&Gas,OG0012725,https://www.gem.wiki/El_Sharara_Oil_Field_(Libya),26.394,11.936,GEM,Akakus Oil Operations,National Oil Corporation (Libya) (66.7%);Repsol SA (13.3%);TotalEnergies (10.0%);OMV Aktiengesellschaft (10.0%),National Oil Corporation (Libya) (66.7%);Repsol SA (13.3%);TotalEnergies (10.0%);OMV Aktiengesellschaft (10.0%),1996,None,Africa,operating,shut in,shut in,stopped
Elegest Coal Mine,Russia,2.281434144,Coal,M0792,https://www.gem.wiki/Elegest_coal_mine,51.565237,94.112646,GEM,Tuva Energy Industrial Company,Tuva Energy Industrial Company (100.0%),Tuva Energy Industrial Company (100.0%),No start year available,None,Europe,operating,shelved,shelved,not started
Elga Coal Mine,Russia,4.528609428,Coal,M0794,https://www.gem.wiki/Elginskiy_Coal_Mine,56.192426,130.635752,GEM,Elga-Sibanthracite,A-Property (100.0%),A-Property (100.0%),2023,None,Europe,not started,operating,operating,operating
Ensham Coal Mine,Australia,1.31499396,Coal,M0038,https://www.gem.wiki/Ensham_mine,-23.454464,148.497455,GEM,Sungela,Thungela Resources Australia (85.0%);LX International (15.0%),Thungela Resources Australia (85.0%);LX International (15.0%),1993,None,Oceania,operating,operating,operating,operating
Erkovetskiy Coal Mine,Russia,1.03891788,Coal,M0795,https://www.gem.wiki/Erkovetskiy_coal_mine,50.316,128.447,GEM,Amurugol JSC,Russian Coal (100.0%),Russian Coal (100.0%),1991,None,Europe,operating,operating,operating,operating
Fengjiata Coal Mine,China,1.18617048,Coal,M0213,https://www.gem.wiki/Fengjiata_Coal_Mine,39.196394,111.13213,GEM,Shaanxi Qingshuichuan Energy Company,Shaanxi Investment Group (66.0%);Shaanxi Coal and Chemical Industry Group (34.0%),Shaanxi Investment Group (66.0%);Shaanxi Coal and Chemical Industry Group (34.0%),No start year available,None,Asia,operating,operating,operating,operating
Fording River,Canada,1.034808588,Coal,M0142,https://www.gem.wiki/Fording_River_Operations,50.19284,-114.86473,GEM,Teck Coal,Teck Resources (100.0%),Teck Resources (100.0%),1971,None,North America,operating,operating,operating,operating
GAM Coal Mine,Indonesia,1.31552652,Coal,M0670,https://www.gem.wiki/Ganda_Alam_Makmur_(GAM)_coal_mine,1.142666,117.873624,GEM,Ganda Alam Makmur,LG International (50.0%);Titan Infra Energy (50.0%),LG International (50.0%);Titan Infra Energy (50.0%),No start year available,None,Asia,not started,operating,operating,operating
Gachsaran,Iran,1.739296877,Oil&Gas,OG0012180,https://www.gem.wiki/Gachsaran_Oil_and_Gas_Field_(Iran),30.2865,50.7415,GEM,National Iranian South Oil Company,National Iranian Oil Company (100.0%),National Iranian Oil Company (100.0%),1959,None,Asia,operating,operating,operating,operating
Galilee Coal Mine,Australia,1.81629,Coal,M0041,https://www.gem.wiki/Galilee_Coal_Project,-23.498536,145.94229,GEM,Waratah Coal,Mineralogy (100.0%),Mineralogy (100.0%),2024,None,Oceania,not started,shelved,shelved,not started
Gaohe Coal Mine,China,1.533939,Coal,M0218,https://www.gem.wiki/Gaohe_Coal_Mine,36.152253,112.990815,GEM,Shanxi Gaohe Energy Company,Lu'an Chemical Group (55.0%);Asian American Continental Coal Company (45.0%),Lu'an Chemical Group (55.0%);Asian American Continental Coal Company (45.0%),No start year available,None,Asia,operating,operating,operating,operating
Gaojiabao Coal Mine,China,1.1471196,Coal,M0219,https://www.gem.wiki/Gaojiabao_Coal_Mine,35.268672,107.818112,GEM,Shaanxi Zhengtong Coal Industry,Shandong Energy (100.0%),Shandong Energy (100.0%),No start year available,None,Asia,operating,operating,operating,operating
Gaojialiang No.1 Coal Mine,China,2.012584728,Coal,M0220,https://www.gem.wiki/Gaojialiang_No.1_coal_mine,39.724671,110.065041,GEM,Ordos Haohua Fine Coal Company,Beijing Energy (50.0%);Ordos Energy Investment and Development Company (20.0%);Shougang Group (1.0%);Others (29.0%),Beijing Energy (50.0%);Ordos Energy Investment and Development Company (20.0%);Shougang Group (1.0%);Others (29.0%),No start year available,None,Asia,operating,operating,operating,operating
Gaotouyao Coal Mine,China,1.870537152,Coal,M0222,https://www.gem.wiki/Gaotouyao_Coal_Mine,40.019808,109.639961,GEM,Inner Mongolia Beilian Power and Energy Development Company,China Huaneng (77.0%);Guangdong Hengjian Investment Holding Company (7.0%);China Energy (4.0%);Others (12.0%),China Huaneng (77.0%);Guangdong Hengjian Investment Holding Company (7.0%);China Energy (4.0%);Others (12.0%),No start year available,None,Asia,operating,operating,operating,operating
Gare Pelma Sector II,India,1.3103,Coal,M0519,https://www.gem.wiki/Gare_Palma_I_coal_mine,22.11866,83.53358,GEM,Gujarat State Electricity Corporation,Gujarat State Electricity Corporation (100.0%),Gujarat State Electricity Corporation (100.0%),No start year available,None,Asia,not started,proposed,proposed,not started
Garzweiler Coal Mine,Germany,1.32209,Coal,M0452,https://www.gem.wiki/Garzweiler_mine,51.0839989,6.4529844,GEM,RWE Power,RWE Power (100.0%),RWE Power (100.0%),1940,None,Europe,operating,operating,operating,operating
Gazprom dobycha Nadym,Russia,1.286567712,Oil&Gas,OG0012046|OG0012037|OG0012048,https://www.gem.wiki/Medvezhye_Gas_Field_(Russia)|https://www.gem.wiki/Bovanenkovskoye_Oil_and_Gas_Field_(Russia)|https://www.gem.wiki/Yamsoveiskoye_Gas_Field_(Russia),67.25,74.666667,GEM,OOO Gazprom DobychaNadym|OOO Gazprom Dobycha Nadym|OOO Gazprom Dobycha Nadym,Gazprom (100.0%)|Gazprom (100.0%)|Gazprom (100.0%),Gazprom (100.0%)|Gazprom (100.0%)|Gazprom (100.0%),No start year available,Medvezhye|Bovanenkovskoye|Yamsoveiskoye,Europe,operating,operating,operating,operating
Gazprom dobycha Orenburg,Russia,1.593313222,Oil&Gas,OG0012043,https://www.gem.wiki/Orenburgskoye_Gas_Field_(Russia),51.029,55.065,GEM,OOO Gazprom Dobycha Orenburg,Gazprom (100.0%),Gazprom (100.0%),1974,None,Europe,operating,operating,operating,operating
Gazprom dobycha Yamburg,Russia,8.863793695,Oil&Gas,OG0012039,https://www.gem.wiki/Yamburgskoye_Gas_Field_(Russia),68.000833,75.998611,GEM,OOO Gazprom Dobycha Yamburg,Gazprom (100.0%),Gazprom (100.0%),1991,None,Europe,operating,operating,operating,operating
Gething Coal Mine,Canada,2.0808216,Coal,M0144,https://www.gem.wiki/Gething_coal_mine,56.038803,-122.305087,GEM,CKD Mines,CKD Mines (100.0%),CKD Mines (100.0%),No start year available,None,North America,not started,shelved,shelved,not started
Gevra Coal Mine,India,2.43019602,Coal,M0527,https://www.gem.wiki/Gevra_coal_mine,22.336312,82.545748,GEM,South Eastern Coalfields Limited (SECL),Coal India (100.0%),Coal India (100.0%),No start year available,None,Asia,operating,operating,operating,operating
Ghawar Ain Dar N,Saudi Arabia,2.088574939,Oil&Gas,OG0014112,https://www.gem.wiki/Ghawar_Oil_and_Gas_Field_(Saudi_Arabia),25.25571077886263,49.289599515685154,GEM,Saudi Aramco,No informations on company (100.0%),Saudi Aramco (100.0%),1951,None,Asia,operating,operating,operating,operating
Ghawar Ain Dar S,Saudi Arabia,1.43464453,Oil&Gas,OG0014112,https://www.gem.wiki/Ghawar_Oil_and_Gas_Field_(Saudi_Arabia),25.159591058062457,49.22298473325253,GEM,Saudi Aramco,No informations on company (100.0%),Saudi Aramco (100.0%),1951,None,Asia,operating,operating,operating,operating
Ghawar Haradh,Saudi Arabia,6.966827829,Oil&Gas,OG0014112,https://www.gem.wiki/Ghawar_Oil_and_Gas_Field_(Saudi_Arabia),25.13263279231009,49.169092768142,GEM,Saudi Aramco,No informations on company (100.0%),Saudi Aramco (100.0%),1951,None,Asia,operating,operating,operating,operating
Ghawar Hawiyah,Saudi Arabia,4.649714459,Oil&Gas,OG0014112,https://www.gem.wiki/Ghawar_Oil_and_Gas_Field_(Saudi_Arabia),25.20079120452993,49.2752273953512,GEM,Saudi Aramco,No informations on company (100.0%),Saudi Aramco (100.0%),1951,None,Asia,operating,operating,operating,operating
Ghawar Shedgum,Saudi Arabia,5.695002943,Oil&Gas,OG0014112,https://www.gem.wiki/Ghawar_Oil_and_Gas_Field_(Saudi_Arabia),25.15906577580844,49.30595162946872,GEM,Saudi Aramco,No informations on company (100.0%),Saudi Aramco (100.0%),1951,None,Asia,operating,operating,operating,operating
Ghawar Uthmaniyah,Saudi Arabia,19.22190525,Oil&Gas,OG0014112,https://www.gem.wiki/Ghawar_Oil_and_Gas_Field_(Saudi_Arabia),25.13218796204356,49.28515918442645,GEM,Saudi Aramco,No informations on company (100.0%),Saudi Aramco (100.0%),1951,None,Asia,operating,operating,operating,operating
Goldwyer Shale,Australia,4.468806417,Oil&Gas,No informations available on GEM,No informations available on GEM,-24.77841484250414,134.74538234489086,Country CB,None,No informations on company (100.0%),No informations on company (100.0%),No start year available,None,Oceania,not started,None,not started,not started
Goonyella-Riverside Coal Mine,Australia,2.18219496,Coal,M0043,https://www.gem.wiki/Goonyella_Riverside_mine,-21.792321,147.962045,GEM,"Queensland Coal, BHP Mitsubishi Alliance (BMA)",BHP (50.0%);Mitsubishi Corporation (50.0%),BHP (50.0%);Mitsubishi Corporation (50.0%),1989,None,Oceania,operating,operating,operating,operating
Gorgon LNG T1-T3,Australia,1.931000175,Oil&Gas,No informations available on GEM,No informations available on GEM,-24.71492331052776,134.82409377381023,Country CB,None,No informations on company (100.0%),No informations on company (100.0%),No start year available,None,Oceania,operating,None,operating,operating
Greater Burgan,Kuwait,8.341919008,Oil&Gas,OG0012421,https://www.gem.wiki/Greater_Burgan_Oil_and_Gas_Complex_(Kuwait),29.07838,47.98141,GEM,None,No informations on company (100.0%),No informations on company (100.0%),No start year available,None,Asia,operating,operating,operating,operating
Greater Liza (Liza),Guyana,1.002783934,Oil&Gas,No informations available on GEM,No informations available on GEM,4.8417097,-58.6416891,Country CB,None,No informations on company (100.0%),No informations on company (100.0%),No start year available,None,South America,operating,None,operating,operating
Greater Soutpansberg Coal Project,South Africa,2.80377372,Coal,M0898,https://www.gem.wiki/Greater_Soutpansberg_Project,-22.881211,29.661589,GEM,MC Mining,MC Mining (74.0%);Rothe Investments (26.0%),MC Mining (74.0%);Rothe Investments (26.0%),No start year available,None,Africa,not started,proposed,proposed,not started
Greater Turbot (Stabroek),Guyana,1.114423675,Oil&Gas,OG0013080,https://www.gem.wiki/Stabroek_Oil_and_Gas_Block_(Guyana),7.9904,-57.0997,GEM,ExxonMobil,ExxonMobil Corporation (45.0%);Hess Corporation (30.0%);CNOOC International (25.0%),ExxonMobil Corporation (45.0%);Hess Corporation (30.0%);CNOOC International (25.0%),No start year available,None,South America,not started,operating,operating,operating
Grootegeluk Coal Mine,South Africa,6.87204672,Coal,M0900,https://www.gem.wiki/Grootegeluk_coal_mine,-23.657141,27.566687,GEM,Exxaro Coal,Exxaro (100.0%),Exxaro (100.0%),2022,None,Africa,operating,operating,operating,operating
Gulf Coast Centre Offshore,United States,1.106200913,Oil&Gas,No informations available on GEM,No informations available on GEM,39.73895208354269,-100.40252992624193,Country CB,None,No informations on company (100.0%),No informations on company (100.0%),No start year available,None,North America,not started,None,not started,not started
Gulf Deepwater Offshore,Mexico,2.204840846,Oil&Gas,No informations available on GEM,No informations available on GEM,23.57220125741244,-102.0357869362441,Country CB,None,No informations on company (100.0%),No informations on company (100.0%),No start year available,None,North America,not started,None,not started,not started
