name,headquarters_address,latitude,longitude,carbon_bomb_connected,url_logo,country,world_region
Shenmu Taide Energy Investment Company,"Beijing, China",39.904211,116.407395,Inner Mongolia Erlintu Coal Mine,None,China,Asia
Sheridan Production Company,None,0.0,0.0,"Austin Chalk Tight,Haynesville/Bossier Shale",None,None,None
Shougang Group Co Ltd,"1 Wenxing Street, Qian'an, Hebei, China",39.9983599,118.70073,"Gaojialiang No.1 Coal Mine,Hongqingliang Coal Mine",None,China,Asia
Siberian Business Union-Coal (SBU),None,0.0,0.0,"Listvianskaya Coal Mine,Pervomaisky Coal Mine,Shurapskaya Coal Mine",None,None,None
Sindh Engro Coal Mining Company,"16th Floor, The Harbor Front Building, Marine Drive, Block 4, Clifton, Karachi, Pakistan",24.8024608,67.0294947,Thar Coal Mine,None,Pakistan,Asia
Sinopec,"22 Chaoyangmen North Street, Chaoyang District, Beijing, China",39.925921,116.434638,"Hulusu Coal Mine,Longmaxi Shale (Sichuan/Changyu),Menkeqing Coal Mine",https://fr.wikipedia.org/wiki/Sinopec#/media/Fichier:Sinopec_-_Logo.svg,China,Asia
Sinopec Group,"No. 22 Chaoyangmen North Street, Chaoyang District, Beijing, China",39.925921,116.434638,Shengli,https://fr.wikipedia.org/wiki/Sinopec#/media/Fichier:Sinopec_-_Logo.svg,China,Asia
Sinopec Oil Sands Partnership,"Astana, Kazakhstan",51.1655126,71.4272222,"Athabasca Oil Sands Project,Syncrude Mildred Lake/Aurora",None,Kazakhstan,Asia
Sojitz Corp,"1-20, Akasaka 6-chome, Minato-ku, Tokyo 107-8655, Japan",35.6689583,139.7414072,Wilton and Fairhill Coal Projects,None,Japan,Asia
Sonatrach SPA,"Djenane El Malik, Hydra, Algiers, Algeria",36.7407532,3.0475889,"Hassi Messaoud,Hassi R'Mel (Domestic)",https://sonatrach.com/img/header/sonatrach.png,Algeria,Africa
Stanmore Resources,"Level 7, 333 Adelaide Street, Brisbane QLD 4000, Australia",-27.4654671,153.0292085,Wards Well Coal Mine,None,Australia,Oceania
State Grid Corp of China,"No. 86, West Chang'an Street, Xicheng District, Beijing, China",39.9073644,116.3857362,"Changcheng No.3 Coal Mine,Jinjie Coal Mine",None,China,Asia
State Power Investment Corp (SPIC),None,0.0,0.0,Baiyinhua No.3 Surface Mine,None,None,None
Steel Authority of India (SAIL),None,0.0,0.0,Zambezi Coal Mine,None,None,None
Suncor,None,0.0,0.0,"Athabasca Oil Sands Project,Syncrude Mildred Lake/Aurora",None,None,None
Suncor Energy Inc,"150 6 Ave SW, Calgary, AB T2P 3E3, Canada",51.047918,-114.0644613,Athabasca Oil Sands Project,None,Canada,North America
Surgutneftegas,None,0.0,0.0,West Siberia Offshore,None,None,None
TEP Barnett USA,None,0.0,0.0,Barnett Shale,None,None,None
Talbot Group,"Washingthon, USA",47.7510741,-120.7401386,Revuboe Coal Mine,None,United States,North America
Tanos Exploration,None,0.0,0.0,Haynesville/Bossier Shale,None,None,None
Tatneft,None,0.0,0.0,Romashkino,None,None,None
Teal Operating,None,0.0,0.0,Eagle Ford Shale,None,None,None
Tebian Electric Apparatus (TBEA),None,0.0,0.0,Jiangjun Gebi No.2 Coal Mine,None,None,None
Teck Resources Ltd,"Suite 3300, 550 Burrard Street, Vancouver, BC V6C 0B3, Canada",49.28582340000001,-123.118371,"Athabasca Oil Sands Project,Fording River",https://www.teck.com/media/pride_RGB_Teck_web-marker_white.svg,Canada,North America
TerraCom Resources,"Level 3, 133 Mary Street, Brisbane, QLD 4000, Australia",-27.4712333,153.0288827,Bernice-Cygnus Coal Mine,None,Australia,Oceania
Texxol Operating Company,None,0.0,0.0,Barnett Shale,None,None,None
Thungela Resources Ltd,"Canberra, Australia",-35.2809368,149.1300092,Ensham Coal Mine,None,Australia,Oceania
Tianjin Energy Investment Co Ltd,"Tianjin, China",39.0850999,117.19937,Shengli East No.2 Coal Mine,None,China,Asia
Tibet Hengyisheng Investment Company,"Beijing, China",39.904211,116.407395,Dalaihushuo Coal Mine,None,China,Asia
Titan Infra Energy PT,"Sona Topas Tower, Level 25, Jl. Jend. Sudirman Kav. 26, Jakarta, Indonesia",-6.2070754,106.8222951,GAM Coal Mine,None,Indonesia,Asia
TotalEnergies SE,"2 Place Jean Millier, 92400 Courbevoie, France",48.9214838,2.2720435,"Al Khaleej Gas project,Area-1 Future Phases,Athabasca Oil Sands Project,Collingham Shale,Dolphin,El Sharara,Halfayah,Johan Sverdrup,Libra,Mero (Libra NW),North Field C LNG,Qatargas 2 LNG T4-T5,Shtokman,South Pars (Phases 2-3) dry gas,Tambey Zone (Yamal Megaproject),Troll",https://totalenergies.com/themes/custom/totalenergies_com/dist/img/logo_totalenergies.png,France,Europe
Treadstone Energy,None,0.0,0.0,Austin Chalk Tight,None,None,None
Trinity Operating (USG),None,0.0,0.0,Austin Chalk Tight,None,None,None
Tuva Energy Industrial Company,"Moscow, Russia",55.755826,37.6173,Elegest Coal Mine,None,Russia,Europe
U. S. Operating,None,0.0,0.0,Austin Chalk Tight,None,None,None
UPP Operating,None,0.0,0.0,Barnett Shale,None,None,None
United Company RUSAL,"44 Beregovaya Street, Krasnoyarsk, Russia",55.99538099999999,92.824648,Bogatyr Coal Mine,None,Russia,Europe
Ural Mining Metallurgical Company,"Verkhnyaya Pyshma, Sverdlovsk Oblast, Russia",56.974633,60.5675988,Taldinsky Coal Mine,None,Russia,Europe
Urban Oil & Gas Group,None,0.0,0.0,Haynesville/Bossier Shale,None,None,None
Uttar Pradesh Rajya Vidyut,"Shakti Bhawan, 14 Ashok Marg, Lucknow, Uttar Pradesh, India",26.8507088,80.9490742,Saharpur Jamarpani,None,India,Asia
Valence Operating Company,None,0.0,0.0,Haynesville/Bossier Shale,None,None,None
Valiant Resources,"Canberra, Australia",-35.2809368,149.1300092,Hutton Coal Mine,None,Australia,Oceania
Verdun Oil & Gas,None,0.0,0.0,Austin Chalk Tight,None,None,None
WCS Oil & Gas Corporation,None,0.0,0.0,Austin Chalk Tight,None,None,None
Weatherly Oil & Gas,None,0.0,0.0,Haynesville/Bossier Shale,None,None,None
Wildhorse Resources,None,0.0,0.0,Austin Chalk Tight,None,None,None
Wutongshu Investment Platform Co.,"Beijing, China",39.904211,116.407395,Tambey Zone (Yamal Megaproject),None,China,Asia
XTO Energy,None,0.0,0.0,"Barnett Shale,Eagle Ford Shale,Haynesville/Bossier Shale",None,None,None
Xin Jiang Guang Hui Industry Investment Group Co Ltd,"Beijing, China",39.904211,116.407395,Baishihu Surface Mine,None,China,Asia
Xinjiang Changyuan Water Group,"Beijing, China",39.904211,116.407395,Wucaiwan No.1 Coal Mine,None,China,Asia
Xinjiang Energy Group,"Beijing, China",39.904211,116.407395,"Shitoumei No.1 Coal Mine,Wucaiwan No.1 Coal Mine,Wucaiwan No.1 Surface Mine",http://www.xjnyjt.cn/images/logo.png,China,Asia
Xinjiang Joinworld Company,"Beijing, China",39.904211,116.407395,Jiangjun Gebi No.2 Coal Mine,None,China,Asia
Xinjiang Production and Construction Corps,"Beijing, China",39.904211,116.407395,Baishihu Surface Mine,None,China,Asia
Xinjiang Xinhua Hydropower Investment Company,"Beijing, China",39.904211,116.407395,Wucaiwan No.1 Coal Mine,None,China,Asia
Xin’ao Holding Investment Company,None,0.0,0.0,Wangjiata Coal Mine,None,None,None
Xuzhou Coal Mining Group,"Xuzhou, Jiangsu, China",34.2043999,117.28577,Xinjiang Hongshan Coal Mine,None,China,Asia
Yanchang Oil and Minerals Administration Hengshan Oil Drilling and Production Company,"Beijing, China",39.904211,116.407395,Yushuwan Coal Mine,None,China,Asia
Yang Quan Coal Industry Group,"Yangquan, Shanxi, China",37.8566799,113.58047,Wenjiazhuang Coal Mine,None,China,Asia
Yangcheng County Yangtai Group Industrial Co Ltd,"Beijing, China",39.904211,116.407395,Longwan Coal Mine,None,China,Asia
Yankuang Energy,"No. 298, Fushan South Road, Zoucheng, Shandong, China",35.39561,116.95089,"Hunter Valley North Coal Mine,Hunter Valley South Coal Mine",None,China,Asia
Yichang Caiyuan Investment and Management Company,"Beijing, China",39.904211,116.407395,Wucaiwan No.1 Surface Mine,None,China,Asia
Yichang Xinfa Industry Investment Company,"Beijing, China",39.904211,116.407395,Wucaiwan No.1 Surface Mine,None,China,Asia
Yildirim Holding AS,"Barbaros Mah. Halk Caddesi, Yıldırım Tower, No: 17, Istanbul, Turkey",40.991,29.10179,San Juan Coal Mine,None,Turkey,Asia
Yima Coal Industry Group,"Beijing, China",39.904211,116.407395,Hongshaquan No.1 Coal Mine,None,China,Asia
Yulin City Finance Investment Management Company,"Beijing, China",39.904211,116.407395,Zhaoshipan Coal Mine,None,China,Asia
Yulin City Yuyang District Energy Investment Company,"Beijing, China",39.904211,116.407395,Shaanxi Caojiatan Coal Mine,None,China,Asia
Yulin State-Owned Asset Operation and Management Company,"Beijing, China",39.904211,116.407395,Shaanxi Caojiatan Coal Mine,None,China,Asia
Yulin State-Owned Capital Operation and Management Company,"Beijing, China",39.904211,116.407395,Ningtiaota Coal Mine,None,China,Asia
Yulin Yuyang Coal Company,"Beijing, China",39.904211,116.407395,Yushuwan Coal Mine,None,China,Asia
Yulin Yuyang District Energy Investment Company,"Beijing, China",39.904211,116.407395,Xiaojihan Coal Mine,None,China,Asia
Yuling Mining Group,"Beijing, China",39.904211,116.407395,Xiaojihan Coal Mine,None,China,Asia
Zarvona Energy,None,0.0,0.0,"Austin Chalk Tight,Barnett Shale",None,None,None
Zhejiang Provincial Energy Group Co Ltd,"No. 1, Xiaoying Road, Hangzhou, Zhejiang, China",30.08971,120.06194,Yili No.4 Coal Mine,None,China,Asia
Zhejiang Shenglong Industrial Company,"Beijing, China",39.904211,116.407395,Wucaiwan No.1 Surface Mine,None,China,Asia
Zhejiang Xinhu Group Holding Company,"Beijing, China",39.904211,116.407395,Wucaiwan No.1 Surface Mine,None,China,Asia
