Bank,Company,2016,2017,2018,2019,2020,2021,2022,Grand Total
Morgan Stanley,Mitsui & Co Ltd,0,0,0,17186008,286666667,0,0,303852675.0
Morgan Stanley,Mitsubishi Corp,121158302,20000000,28368416,0,0,85972237,0,255498956.0
Morgan Stanley,Marathon Oil Corp,368910000,690500000,678600000,750000000,0,449857143,412500000,3350367143.0
Morgan Stanley,Pioneer Natural Resources Co,385228643,308008333,0,0,322222222,371527777,0,1386986975.0
Morgan Stanley,Nippon Steel Corp,0,12856480,31726957,258183148,72782350,0,0,375548936.0
Morgan Stanley,RWE AG,0,0,0,165629642,0,0,0,165629642.0
Morgan Stanley,Southwestern Energy Co,32812500,0,0,0,0,0,0,32812500.0
Morgan Stanley,Saudi Arabian Oil Company (Saudi Aramco),0,214285714,0,3177632384,533333333,214285714,329445247,4468982392.0
Morgan Stanley,Shandong Energy Co Ltd,0,355828728,21278867,0,0,0,0,377107595.0
Morgan Stanley,Shell PLC,2310856250,0,1416400000,2218085000,1354590001,0,0,7299931251.0
Morgan Stanley,SilverBow Resources Inc,0,0,250000000,0,0,50000000,0,300000000.0
Morgan Stanley,Sojitz Corp,8090073,13813657,8422814,8188065,8395103,8159252,0,55068964.0
Morgan Stanley,State Grid Corp of China,145148914,141032512,78708624,71286461,86431043,38201956,0,560809510.0
Morgan Stanley,Suncor Energy Inc,0,0,0,0,333333333,125000000,0,458333333.0
Morgan Stanley,Teck Resources Ltd,53822917,0,0,0,0,0,0,53822917.0
Morgan Stanley,Thungela Resources Ltd,0,0,0,0,0,0,51923907,51923907.0
Morgan Stanley,TotalEnergies SE,1063779993,0,0,962380023,169866917,0,0,2196026933.0
Morgan Stanley,Repsol SA,556850000,54479000,0,92681667,123600262,476599609,0,1304210539.0
Morgan Stanley,Kinder Morgan Inc,0,0,0,0,125000000,83333333,150000000,358333333.0
Morgan Stanley,Magnolia Oil & Gas Corp,0,0,0,0,0,0,203600000,203600000.0
Morgan Stanley,Hess Corporation,673750000,740000000,0,700000000,0,700000000,464285714,3278035714.0
Morgan Stanley,Abu Dhabi National Oil Company (ADNOC),0,26535150,0,0,0,0,0,26535150.0
Morgan Stanley,Aker BP ASA,0,0,0,0,166755204,128710554,0,295465758.0
Morgan Stanley,Arch Resources Inc,0,85607143,42571429,0,0,0,0,128178572.0
Morgan Stanley,BP PLC,312245397,596524774,316666984,316666667,2280625001,865614411,0,4688343234.0
Morgan Stanley,Bayan Resources Tbk PT,0,0,0,0,200000000,0,0,200000000.0
Morgan Stanley,CNX Resources Corp,0,0,0,0,0,0,45454545,45454545.0
Morgan Stanley,Callon Petroleum Co,123149667,0,149270000,0,0,0,0,272419667.0
Morgan Stanley,Chesapeake Energy Corp,0,318500000,54285700,375000000,293775244,163247226,0,1204808170.0
Morgan Stanley,Chevron Corp,618181803,0,0,0,0,0,0,618181803.0
Morgan Stanley,China Datang Corp,190489567,0,0,0,0,0,0,190489567.0
Morgan Stanley,Inpex Corp,0,0,0,0,0,46071500,0,46071500.0
Morgan Stanley,China Energy Investment Corp Ltd,0,0,228422233,38735677,0,0,0,267157910.0
Morgan Stanley,China Petrochemical Corporation (Sinopec Group),0,226666660,133333400,142857143,0,200000000,0,702857203.0
Morgan Stanley,Comstock Resources Inc,0,0,0,0,0,64333333,0,64333333.0
Morgan Stanley,ConocoPhillips,0,0,228571429,0,0,0,0,228571429.0
Morgan Stanley,Continental Resources Inc/OK,0,0,0,0,0,145454540,0,145454540.0
Morgan Stanley,Delek Group Ltd,0,0,0,0,0,78066208,59741850,137808058.0
Morgan Stanley,Diamondback Energy Inc,0,0,0,0,0,314285715,200000000,514285715.0
Morgan Stanley,Eni SpA,152194663,0,282857002,140000000,0,163007957,174859623,912919245.0
Morgan Stanley,Equinor ASA,0,0,0,250000000,0,298899359,0,548899359.0
Morgan Stanley,Exxon Mobil Corp,2400000000,0,0,1400000000,4533333332,1111111111,0,9444444443.0
Morgan Stanley,Glencore PLC,39741920,45843750,66119985,144015677,154693338,63830711,46412903,560658284.0
Morgan Stanley,Gulfport Energy Corp,204864280,0,0,0,0,0,0,204864280.0
Morgan Stanley,China Huadian Corp Ltd,0,0,142348776,77947620,77113733,0,0,297410129.0
NAB,State Grid Corp of China,38999123,30464103,53157767,0,0,0,0,122620993.0
NAB,Glencore PLC,65313126,45843750,66119985,111677419,154693338,0,46412903,490060521.0
NAB,ITOCHU Corp,0,44166668,0,0,0,0,0,44166668.0
NAB,BHP Group Ltd,0,0,0,57500000,2857143,0,0,60357143.0
NAB,CLP Holdings Ltd,0,0,120892427,0,0,95505443,117515970,333913840.0
NatWest,BP PLC,264021904,489412395,316666984,156903900,222500000,314768876,0,1764274059.0
NatWest,Delek Group Ltd,0,0,0,0,0,78066208,0,78066208.0
NatWest,Eni SpA,0,0,0,0,182884655,281114172,0,463998828.0
NatWest,Glencore PLC,45885328,45843750,33059992,197221383,184835160,0,46412903,553258517.0
NatWest,Marathon Oil Corp,50000000,565500000,0,0,0,0,0,615500000.0
NatWest,Mitsubishi Corp,0,0,0,0,0,22675740,0,22675740.0
NatWest,PPL Corp,94500270,0,0,0,0,0,0,94500270.0
NatWest,PennEnergy Resources LLC,0,0,360000000,0,0,0,0,360000000.0
NatWest,RWE AG,0,0,0,82814822,0,0,0,82814822.0
NatWest,Repsol SA,0,0,0,0,299934624,88661016,0,388595640.0
NatWest,TotalEnergies SE,0,0,170296303,0,0,0,0,170296303.0
Nordea Bank,OMV AG,0,0,0,79440987,0,0,0,79440987.0
Nordea Bank,Equinor ASA,0,0,0,0,0,298899359,0,298899359.0
Nordea Bank,EN+ Group International PJSC,0,8968092,0,0,0,0,0,8968092.0
Nordea Bank,Aker BP ASA,705454700,1066339430,50000000,613636364,454545454,430887393,0,3320863341.0
PNC,HG Energy II Production Holdings LLC,0,368980980,0,0,0,40997887,0,409978867.0
PNC,Range Resources Corp,0,0,0,0,0,0,269841270,269841270.0
PNC,Pioneer Natural Resources Co,0,0,0,0,54166667,0,0,54166667.0
PNC,PennEnergy Resources LLC,0,0,360000000,0,0,0,0,360000000.0
PNC,PPL Corp,0,0,0,40000000,0,131625000,0,171625000.0
PNC,National Fuel Gas Co,0,0,0,0,100000000,0,83333333,183333333.0
PNC,Matador Resources Co,0,0,0,0,0,0,112000000,112000000.0
PNC,Marathon Oil Corp,0,0,0,0,0,0,100000000,100000000.0
PNC,Kinder Morgan Inc,0,0,0,0,125000000,455000000,291666667,871666667.0
PNC,Southwestern Energy Co,0,0,0,0,0,224090909,231818182,455909091.0
PNC,Hilcorp Energy Co,0,0,0,0,0,160903590,134086325,294989915.0
PNC,Gulfport Energy Corp,585714286,575000000,333333333,0,0,300000000,0,1794047619.0
PNC,Diamondback Energy Inc,0,0,0,0,0,0,200000000,200000000.0
PNC,Earthstone Energy Inc,0,0,0,0,0,0,419444444,419444444.0
PNC,Endeavor Energy Resources LP,0,125000000,250000000,196428571,85714286,0,150000000,807142857.0
PNC,Arch Resources Inc,0,85607143,42571429,0,0,0,0,128178572.0
PNC,Ascent Resources LLC,0,0,0,0,0,0,250000000,250000000.0
PNC,CNX Resources Corp,0,0,732142857,675000000,0,244444444,45454545,1697041846.0
PNC,Alliance Resource Partners LP,0,0,0,0,91900000,0,0,91900000.0
PNC,Chesapeake Energy Corp,0,0,0,0,0,0,222222222,222222222.0
PNC,Chevron Corp,0,0,0,300000000,0,0,0,300000000.0
PNC,Devon Energy Corp,0,0,0,0,0,135714285,7142857,142857142.0
PNC,EQT Corp,0,611123067,0,200000000,245673077,76923076,761111111,1894830331.0
PNC,Callon Petroleum Co,0,0,0,0,0,81250000,417857143,499107143.0
Ping An Insurance Group,Kailuan Group Ltd Liability Corp,0,0,0,0,45334499,0,32680575,78015074.0
Ping An Insurance Group,State Power Investment Corp (SPIC),1151368335,1998136728,3523233139,1787697852,2218430157,1698768120,1061651550,13439285881.0
Ping An Insurance Group,State Grid Corp of China,0,0,219763500,550016250,214858500,899128250,0,1883766500.0
Ping An Insurance Group,Shenmu City State-Owned Assets Operation Co,0,0,0,0,0,0,349771,349771.0
Ping An Insurance Group,Shandong Energy Co Ltd,0,182857392,376548728,101199509,365029346,551919664,80052919,1657607557.0
Ping An Insurance Group,Shaanxi Yanchang Petroleum Group Co Ltd,0,0,0,0,393574857,765257724,592276160,1751108741.0
Ping An Insurance Group,Shaanxi Coal and Chemical Industry Group Co Ltd,0,0,0,0,68106417,160394850,110787600,339288867.0
Ping An Insurance Group,Lu'an Chemical Group Co Ltd,0,0,0,0,91267215,0,25586543,116853758.0
Ping An Insurance Group,Jinneng Holding Group Co Ltd,0,715167040,0,0,604106054,209992357,51296140,1580561591.0
Ping An Insurance Group,Hebei Construction & Investment Group Co Ltd,0,0,0,0,0,194746000,0,194746000.0
Ping An Insurance Group,Guangdong Hengjian Investment Holding Co Ltd,0,0,0,0,165475584,0,0,165475584.0
Ping An Insurance Group,China Petrochemical Corporation (Sinopec Group),0,0,0,0,0,1150099500,0,1150099500.0
Ping An Insurance Group,China National Petroleum Corporation (CNPC),0,0,0,0,722600000,0,0,722600000.0
Ping An Insurance Group,China Huaneng Group Co Ltd,95861700,0,0,119174344,0,0,0,215036044.0
Ping An Insurance Group,China Huadian Corp Ltd,21304449,26933806,29635252,548255439,188880289,420429434,171109645,1406548314.0
Ping An Insurance Group,China Energy Investment Corp Ltd,0,0,26928222,0,482677424,560976962,15853838,1086436446.0
Ping An Insurance Group,China Datang Corp,140358307,1125484284,1539273400,495672527,95300556,272673519,0,3668762592.0
Ping An Insurance Group,Beijing Energy Holding Co Ltd,134970688,0,0,721043,1973646,30150609,1045483,168861470.0
Ping An Insurance Group,Huayang New Material Technology Group Co Ltd,0,0,108719750,122844500,201549125,0,0,433113375.0
Postal Savings Bank of China,Lu'an Chemical Group Co Ltd,0,0,0,0,0,0,12080970,12080970.0
Postal Savings Bank of China,Shaanxi Coal and Chemical Industry Group Co Ltd,0,0,0,0,0,55167700,0,55167700.0
Postal Savings Bank of China,Shaanxi Investment Group Co Ltd,0,0,0,0,44376300,0,0,44376300.0
Postal Savings Bank of China,Shaanxi Yanchang Petroleum Group Co Ltd,0,0,342567516,0,0,227846242,216392467,786806225.0
Postal Savings Bank of China,Zhejiang Provincial Energy Group Co Ltd,0,229672710,0,0,25966260,0,0,255638970.0
Postal Savings Bank of China,Shougang Group Co Ltd,0,0,0,0,0,418657,0,418657.0
Postal Savings Bank of China,State Power Investment Corp (SPIC),116334225,122085600,207506505,189041708,364306776,235848360,205380505,1440503679.0
Postal Savings Bank of China,Xin Jiang Guang Hui Industry Investment Group Co Ltd,0,124346402,10949085,0,0,0,0,135295487.0
Postal Savings Bank of China,Shandong Energy Co Ltd,0,0,0,0,93304778,335823063,335588289,764716131.0
Postal Savings Bank of China,Jizhong Energy Group Co Ltd,0,0,0,0,129299200,0,0,129299200.0
Postal Savings Bank of China,China Huaneng Group Co Ltd,0,0,0,211396233,172049280,0,58808266,442253779.0
Postal Savings Bank of China,Huayang New Material Technology Group Co Ltd,0,0,0,0,146394000,46270500,0,192664500.0
Postal Savings Bank of China,Jinneng Holding Group Co Ltd,0,0,0,0,257012860,593353575,367972969,1218339404.0
Postal Savings Bank of China,China Datang Corp,0,0,111034825,0,264832566,170334613,34114246,580316250.0
Postal Savings Bank of China,China Energy Investment Corp Ltd,0,0,98072106,316347954,94385060,0,0,508805119.0
Postal Savings Bank of China,China Huadian Corp Ltd,0,0,159702465,150357949,40354560,518920266,61592302,930927542.0
Postal Savings Bank of China,Beijing Energy Holding Co Ltd,0,0,92309846,0,0,0,0,92309846.0
Postal Savings Bank of China,China National Petroleum Corporation (CNPC),0,0,0,1518122500,31327778,0,0,1549450278.0
Postal Savings Bank of China,Guangdong Hengjian Investment Holding Co Ltd,0,0,0,0,0,191376420,0,191376420.0
Postal Savings Bank of China,Hebei Construction & Investment Group Co Ltd,0,0,0,0,0,0,37830000,37830000.0
RBC,RWE AG,0,0,0,82814822,0,0,0,82814822.0
RBC,Matador Resources Co,173541667,0,404300000,0,200000000,0,112000000,889841667.0
RBC,Mitsui & Co Ltd,0,10729126,0,0,0,0,0,10729126.0
RBC,Occidental Petroleum Corp,0,0,0,2157403619,667500000,356000000,0,3180903619.0
RBC,Ovintiv Inc,0,0,833333333,0,800000000,0,700000000,2333333333.0
RBC,PPL Corp,0,96187500,0,45991355,67500000,0,0,209678855.0
RBC,Pioneer Natural Resources Co,479699869,239420500,0,0,54166667,0,0,773287036.0
RBC,Marathon Oil Corp,0,0,0,0,0,449857143,412500000,862357143.0
RBC,Range Resources Corp,0,0,0,0,0,75000000,269841270,344841270.0
RBC,Shell PLC,1812500000,0,0,388000000,500000000,300000000,0,3000500000.0
RBC,SM Energy Co,244980209,0,83333333,0,0,80000000,0,408313542.0
RBC,Saudi Arabian Oil Company (Saudi Aramco),0,0,0,1177632384,0,0,0,1177632384.0
RBC,Southwestern Energy Co,0,143750000,285714286,285714286,61478175,334090909,231818182,1342565838.0
RBC,Suncor Energy Inc,745677575,1026431200,0,1465793125,631869166,1362235833,0,5232006899.0
RBC,Teck Resources Ltd,157162917,144676000,62004000,0,160177000,0,0,524019917.0
RBC,TotalEnergies SE,0,310057329,417720270,565077735,221298222,409208870,0,1923362426.0
RBC,Vermilion Energy Inc,0,37500000,0,0,0,0,50000000,87500000.0
RBC,Legacy Reserves Inc,0,0,0,187500000,0,0,750000000,937500000.0
RBC,Rockcliff Energy II LLC,0,0,0,0,0,52500000,0,52500000.0
RBC,Kinder Morgan Inc,153846154,0,409090909,0,125000000,291666667,441666667,1421270397.0
RBC,ConocoPhillips,280112497,0,0,0,0,0,181818182,461930679.0
RBC,HG Energy II Production Holdings LLC,0,0,0,0,0,40997887,0,40997887.0
RBC,Antero Resources Corp,0,0,0,0,119047619,295714285,0,414761904.0
RBC,Callon Petroleum Co,203149667,60833333,0,0,0,0,42857143,306840143.0
RBC,Canadian Natural Resources Ltd (CNRL),380907500,2092902692,2684693575,2949556575,152341400,2929112535,0,11189514277.0
RBC,Chesapeake Energy Corp,0,0,333333333,0,0,694753178,222222222,1250308733.0
RBC,Hilcorp Energy Co,0,0,0,0,0,286050828,134086325,420137153.0
RBC,Continental Resources Inc/OK,0,0,125000000,0,166666667,395454540,122083333,809204540.0
RBC,Crescent Point Energy Corp,0,0,61335840,0,0,0,0,61335840.0
RBC,Devon Energy Corp,0,21428571,490476190,428571429,222000000,135714285,54142857,1352333332.0
RBC,Diamondback Energy Inc,0,0,0,0,0,135000000,107142857,242142857.0
RBC,EOG Resources Inc,100000000,0,0,0,0,0,0,100000000.0
RBC,EQT Corp,0,299325584,0,0,26923077,192695611,761111111,1280055383.0
RBC,EXCO Resources Inc,0,0,0,54166667,0,0,0,54166667.0
RBC,Earthstone Energy Inc,0,10406250,0,750000000,0,0,419444444,1179850694.0
RBC,Endeavor Energy Resources LP,0,0,0,0,0,0,150000000,150000000.0
RBC,Enerplus Corp,88834400,0,0,0,0,251897016,182500000,523231416.0
RBC,Geopark Ltd,13679713,0,0,0,0,0,0,13679713.0
RBC,Glencore PLC,39741920,45843750,66119985,197221383,154693338,0,46412903,550033279.0
RBC,Aethon Energy Management LLC,0,0,0,0,0,83333333,125000000,208333333.0
RBC,APA Corp,212475000,0,400000000,83333333,104166667,0,335155909,1135130909.0
Rabobank,Mitsubishi Corp,0,0,0,0,0,22675740,0,22675740.0
Rabobank,Glencore PLC,39741920,45843750,0,0,0,22666667,0,108252337.0
SMBC Group,Mitsui & Co Ltd,0,0,0,70937636,0,0,0,70937636.0
SMBC Group,Mubadala Investment Co PJSC,0,94850000,0,126466667,0,0,0,221316667.0
SMBC Group,NTPC Ltd,0,0,108003444,163157982,222927397,75445423,217500000,787034247.0
SMBC Group,Nippon Steel Corp,9491203,12997196,31726957,258183148,72782350,0,0,385180854.0
SMBC Group,OMV AG,0,0,389650086,0,125689355,0,0,515339441.0
SMBC Group,Occidental Petroleum Corp,236437247,0,0,2157403619,667500000,356000000,0,3417340866.0
SMBC Group,Oil and Natural Gas Corporation Ltd (ONGC),703416660,116396913,0,0,111111111,241666667,0,1172591351.0
SMBC Group,PPL Corp,0,0,0,0,97200000,0,0,97200000.0
SMBC Group,Pertamina Persero PT,364285714,41666667,0,0,0,271428571,372222221,1049603173.0
SMBC Group,Petroliam Nasional Berhad (Petronas),0,0,69000000,0,133778571,0,0,202778571.0
SMBC Group,Petróleo Brasileiro SA – Petrobras,0,0,0,0,980375000,459525710,0,1439900710.0
SMBC Group,RWE AG,0,0,0,165629642,0,0,0,165629642.0
SMBC Group,Range Resources Corp,0,0,0,0,0,0,214285714,214285714.0
SMBC Group,Saudi Arabian Oil Company (Saudi Aramco),594444444,214285714,250000000,1593298634,1916666666,1428571428,740563741,6737830627.0
SMBC Group,Shell PLC,0,0,0,388000000,0,300000000,0,688000000.0
SMBC Group,State Grid Corp of China,0,0,53157767,0,28838181,38201956,16049442,136247346.0
SMBC Group,State Power Investment Corp (SPIC),0,0,0,36506377,0,0,0,36506377.0
SMBC Group,TotalEnergies SE,0,354909029,279842294,268527887,341250503,409208870,280385325,1934123908.0
SMBC Group,Wintershall Dea GmbH,0,0,0,0,0,291967200,0,291967200.0
SMBC Group,Petróleos Mexicanos (PEMEX),402383360,452738398,800000000,1040000000,963991631,130880545,0,3789993934.0
SMBC Group,Mitsubishi Corp,121158302,0,28368416,0,0,80667516,0,230194235.0
SMBC Group,CLP Holdings Ltd,0,0,0,0,0,21002553,0,21002553.0
SMBC Group,LUKOIL PJSC,0,0,100000000,0,0,0,0,100000000.0
SMBC Group,Abu Dhabi National Oil Company (ADNOC),0,1200000000,750000000,357142857,0,0,0,2307142857.0
SMBC Group,Adani Group,0,0,0,0,0,57055943,0,57055943.0
SMBC Group,BHP Group Ltd,0,0,0,57500000,2857143,0,0,60357143.0
SMBC Group,BP PLC,591589277,0,441769159,0,612063385,138808353,0,1784230173.0
SMBC Group,Marathon Oil Corp,0,0,0,0,0,0,412500000,412500000.0
SMBC Group,ConocoPhillips,0,0,600000000,0,0,0,813636364,1413636364.0
SMBC Group,EQT Corp,0,0,0,0,0,0,66666666,66666666.0
SMBC Group,Eni SpA,0,391656786,0,0,435374926,500000000,184523809,1511555521.0
SMBC Group,Gazprom PJSC,0,179816977,137769748,131944444,0,642766000,0,1092297169.0
SMBC Group,Chevron Corp,618181803,0,0,0,0,0,0,618181803.0
SMBC Group,Hess Corporation,0,0,0,0,250000000,0,464285714,714285714.0
SMBC Group,Hilcorp Energy Co,0,0,0,0,0,286050828,134086325,420137153.0
SMBC Group,ITOCHU Corp,0,44166668,0,0,0,23479480,0,67646148.0
SMBC Group,Indian Oil Corp Ltd,0,300000000,0,0,108696930,165000000,0,573696930.0
SMBC Group,Indonesia Asahan Aluminium Persero PT,0,0,207593795,0,0,34058391,0,241652186.0
SMBC Group,Inpex Corp,0,230769230,0,0,1050875000,46071500,1815390000,3143105730.0
SMBC Group,Kinder Morgan Inc,0,178571429,285714286,0,0,83333333,0,547619048.0
SMBC Group,Kuwait Petroleum Corp,0,0,680833334,0,0,166666667,0,847500001.0
SMBC Group,Glencore PLC,0,45843750,66119985,111677419,154693338,86497378,46412903,511244773.0
Santander,RWE AG,0,0,0,165629642,0,0,0,165629642.0
Santander,Repsol SA,0,54479000,0,92681667,257420450,88661016,0,493242133.0
Santander,Saudi Arabian Oil Company (Saudi Aramco),0,0,0,1177632384,0,0,0,1177632384.0
Santander,Shell PLC,0,0,0,388000000,5357957689,0,0,5745957689.0
Santander,Wintershall Dea GmbH,0,0,0,0,0,291967200,0,291967200.0
Santander,Tecpetrol International SA,0,125000000,0,0,0,2169968,0,127169968.0
Santander,TotalEnergies SE,0,279909029,0,331529578,0,409208870,0,1020647477.0
Santander,Petróleos Mexicanos (PEMEX),1057016800,1351333333,814878756,218610756,65000000,0,0,3506839645.0
Santander,State Grid Corp of China,135962136,0,0,71286461,86431043,38201956,74054227,405935822.0
Santander,Petróleo Brasileiro SA – Petrobras,2310704460,259999995,0,821709740,132857143,196939590,0,3722210927.0
Santander,YPF SA,338062500,135956958,0,0,36536915,11508093,4313471,526377936.0
Santander,Pan American Energy Group SL,0,12665120,0,0,61963945,72783466,17749640,165162172.0
Santander,BHP Group Ltd,0,0,0,57500000,2857143,0,0,60357143.0
Santander,BP PLC,631493091,477793552,441769159,471854866,686230051,138808353,0,2847949072.0
Santander,Eni SpA,0,113156786,0,0,435374926,0,1425671664,1974203376.0
Santander,Equinor ASA,0,0,0,0,0,298899359,0,298899359.0
Santander,Petroquimica Comodoro Rivadavia SA,0,0,0,0,2649017,5808684,13856012,22313712.0
Santander,Glencore PLC,39741920,86804280,66119985,152216093,204804317,0,46412903,596099498.0
Santander,Kuwait Petroleum Corp,0,0,314166667,0,0,166666667,0,480833334.0
Santander,Pampa Energia SA,0,0,0,69997500,20624791,0,51720577,142342868.0
Santander,Galp Energia SGPS SA,0,0,0,0,94249676,0,0,94249676.0
Scotiabank,Matador Resources Co,29166667,104360000,425000000,0,0,0,112000000,670526667.0
Scotiabank,Murphy Oil Corp,240178571,225892857,228571429,328571429,0,78571429,160000000,1261785715.0
Scotiabank,Occidental Petroleum Corp,0,333333333,625000000,750401259,0,0,0,1708734592.0
Scotiabank,PPL Corp,0,101250000,0,45991355,162000000,0,0,309241355.0
Scotiabank,Petroliam Nasional Berhad (Petronas),0,0,19985525,244336950,0,407705500,194540750,866568725.0
Scotiabank,Petróleos Mexicanos (PEMEX),0,0,400000000,253687644,561869769,0,301259319,1516816733.0
Scotiabank,Pioneer Natural Resources Co,154699869,308008333,0,0,0,0,0,462708202.0
Scotiabank,Saudi Arabian Oil Company (Saudi Aramco),250000000,714285714,250000000,250000000,0,0,0,1464285714.0
Scotiabank,Marathon Oil Corp,50000000,690500000,678600000,0,0,449857143,412500000,2281457143.0
Scotiabank,Teck Resources Ltd,157162917,144676000,62004000,0,0,0,0,363842917.0
Scotiabank,Vermilion Energy Inc,0,37500000,0,0,0,0,50000000,87500000.0
Scotiabank,Petróleo Brasileiro SA – Petrobras,0,0,0,629394813,636607143,459525710,379166667,2104694332.0
Scotiabank,State Grid Corp of China,0,0,35275918,0,0,0,0,35275918.0
Scotiabank,Kinder Morgan Inc,200721154,0,409090909,0,125000000,455000000,441666667,1631478730.0
Scotiabank,Gulfport Energy Corp,1542429566,575000000,333333333,0,262500000,300000000,0,3013262899.0
Scotiabank,Indian Oil Corp Ltd,0,74969846,0,0,108696930,0,0,183666776.0
Scotiabank,Aker BP ASA,455454700,0,0,0,454545454,133333334,0,1043333488.0
Scotiabank,BHP Group Ltd,0,0,0,57500000,2857143,0,0,60357143.0
Scotiabank,Callon Petroleum Co,35841667,145833333,212500000,0,0,81250000,0,475425000.0
Scotiabank,Canadian Natural Resources Ltd (CNRL),126475375,1455251850,1009308100,1090832925,152341400,0,0,3834209650.0
Scotiabank,Chevron Corp,0,0,250000000,100000000,0,0,0,350000000.0
Scotiabank,APA Corp,212475000,0,111111111,83333333,104166667,0,335155909,846242020.0
Scotiabank,Devon Energy Corp,0,0,407142857,428571429,62500000,0,0,898214286.0
Scotiabank,Diamondback Energy Inc,0,0,0,0,0,0,157142857,157142857.0
Scotiabank,EOG Resources Inc,100000000,0,0,285714286,214285714,0,0,600000000.0
Scotiabank,EQT Corp,0,0,0,0,26923077,76923076,66666666,170512819.0
Scotiabank,Glencore PLC,39741920,45843750,66119985,111677419,154693338,86497378,46412903,550986693.0
Scotiabank,Crescent Point Energy Corp,2437527240,2718284400,2627754500,2295069000,0,1800122600,1673593350,13552351090.0
Shanghai Pudong Development Bank,Shaanxi Investment Group Co Ltd,0,21753300,156934200,132623700,63639750,127380675,0,502331625.0
Shanghai Pudong Development Bank,Shaanxi Yanchang Petroleum Group Co Ltd,762283678,182086972,799716483,693949176,1718336284,894781073,0,5051153665.0
Shanghai Pudong Development Bank,Shaanxi Yulin Energy Group Co Ltd,0,0,0,0,0,26583046,77495971,104079017.0
Shanghai Pudong Development Bank,Shandong Energy Co Ltd,0,41660234,139994324,310577033,559850653,282370293,420143940,1754596476.0
Shanghai Pudong Development Bank,Shanghai Electric Holding Group Co Ltd,0,0,0,0,0,0,30539400,30539400.0
Shanghai Pudong Development Bank,Shougang Group Co Ltd,0,0,0,0,0,425756,0,425756.0
Shanghai Pudong Development Bank,Shenergy Group Co Ltd,0,43635000,0,108999000,0,348752250,185617324,687003574.0
Shanghai Pudong Development Bank,State Grid Corp of China,0,0,0,332442000,776193250,1203066250,697393250,3009094750.0
Shanghai Pudong Development Bank,State Power Investment Corp (SPIC),330770134,257381040,972216987,1126504961,248656623,330245219,671004498,3936779463.0
Shanghai Pudong Development Bank,Shaanxi Coal and Chemical Industry Group Co Ltd,259629750,310518907,181400858,123045993,0,403790625,220613400,1498999532.0
Shanghai Pudong Development Bank,Shanxi Coking Coal Group Co Ltd,0,0,0,123905287,126212811,0,0,250118099.0
Shanghai Pudong Development Bank,Lu'an Chemical Group Co Ltd,0,46913194,96884705,22725035,45778625,33640472,24007534,269949565.0
Shanghai Pudong Development Bank,Zhejiang Provincial Energy Group Co Ltd,0,295199010,193075290,181887660,181929240,101214945,0,953306145.0
Shanghai Pudong Development Bank,Jinneng Holding Group Co Ltd,251752305,290663429,385992194,737098653,395502512,126002399,107069088,2294080579.0
Shanghai Pudong Development Bank,Jizhong Energy Group Co Ltd,0,268810260,1264024905,144926124,1149563605,0,0,2827324894.0
Shanghai Pudong Development Bank,Beijing Energy Holding Co Ltd,316446490,558244566,512513272,250707247,508060167,1091271404,971175952,4208419098.0
Shanghai Pudong Development Bank,China Energy Investment Corp Ltd,1404333470,603787889,266673404,491607110,51446018,43403220,53789176,2915040287.0
Shanghai Pudong Development Bank,China Huadian Corp Ltd,0,0,0,0,0,270918253,0,270918253.0
Shanghai Pudong Development Bank,China Huaneng Group Co Ltd,597644850,93728500,297162911,421230394,44818530,133064869,256906784,1844556840.0
Shanghai Pudong Development Bank,China Datang Corp,166200147,328903882,0,58637425,211458104,61492756,550037560,1376729874.0
Shanghai Pudong Development Bank,China National Petroleum Corporation (CNPC),0,0,0,0,1415780000,0,0,1415780000.0
Shanghai Pudong Development Bank,China Petrochemical Corporation (Sinopec Group),0,0,0,0,704230000,0,152426000,856656000.0
Shanghai Pudong Development Bank,China ZhenHua Oil Co Ltd,66024900,0,0,0,0,0,0,66024900.0
Shanghai Pudong Development Bank,Guangdong Hengjian Investment Holding Co Ltd,12555999,0,0,0,209460389,293747488,190107978,705871854.0
Shanghai Pudong Development Bank,Huayang New Material Technology Group Co Ltd,234507625,325522000,384624250,163023000,215257000,0,69854000,1392787875.0
Shanghai Pudong Development Bank,China National Offshore Oil Corp (CNOOC),0,0,0,0,66666667,0,0,66666667.0
Société Générale,Occidental Petroleum Corp,397644461,0,625000000,2157403619,667500000,356000000,0,4203548080.0
Société Générale,Kuwait Petroleum Corp,0,0,366666667,142857143,0,0,0,509523810.0
Société Générale,LUKOIL PJSC,0,0,0,0,500000000,0,0,500000000.0
Société Générale,Marathon Oil Corp,0,125000000,0,0,0,0,0,125000000.0
Société Générale,Mitsubishi Corp,0,0,0,0,0,22675740,0,22675740.0
Société Générale,Mubadala Investment Co PJSC,31616667,0,0,0,361333334,67199480,271000000,731149480.0
Société Générale,OMV AG,0,0,342072220,79440987,1326400428,0,0,1747913635.0
Société Générale,Pertamina Persero PT,0,0,0,0,0,271428571,0,271428571.0
Société Générale,Shell PLC,0,0,0,388000000,0,0,0,388000000.0
Société Générale,Petróleos Mexicanos (PEMEX),496296000,0,744200100,0,0,0,0,1240496100.0
Société Générale,RWE AG,0,0,0,165629642,0,0,0,165629642.0
Société Générale,Repsol SA,0,54479000,0,0,133820188,202026897,0,390326085.0
