New_project,Project Name,Country_x,Potential emissions (GtCO2),Fuel,Unit ID,Wiki URL,Latitude,Longitude,Operator,Owner,Parent,Unit_concerned
False,Syncrude Mildred Lake/Aurora,Canada,1.184050044,Oil&Gas,OG0009631,"https://www.gem.wiki/Athabasca_Area_-_Scheme_8573P_Oil_Sands_Project_(Alberta,_Canada)",57.056,-111.711,Syncrude Canada Limited,Syncrude Canada Limited (100%),Suncor (58.7%);Imperial Oil Resources Limited (25%);Sinopec Oil Sands Partnership (9%);CNOOC Oil Sands Canada (7.2%),
False,Longmaxi Shale,China,5.691701535,Oil&Gas,,,,,,,,
False,Changqing,China,4.939920283,Oil&Gas,OG0010879,https://www.gem.wiki/Changqing_Oil_Field_(China),37.4467,106.6668,CNPC,,,
False,Daqing,China,2.601815792,Oil&Gas,,,,,,,,
True,Cambrian/Silurian Marine Shale,China,2.367530441,Oil&Gas,,,,,,,,
False,Longmaxi Shale (Sichuan/Changyu),China,2.20989992,Oil&Gas,OG0013965,https://www.gem.wiki/West_Sichuan_Oil_and_Gas_Field_(China),,,Sinopec,,,
False,Tarim (CNPC),China,1.959883851,Oil&Gas,OG0010827,https://www.gem.wiki/Tarim_Gas_Field_(China),40.9466,82.2528,PetroChina,,,
True,Southeast Uplift Onshore Heilongjiang Province,China,1.750536451,Oil&Gas,,,,,,,,
False,Shengli,China,1.50578136,Oil&Gas,OG0010833,https://www.gem.wiki/Shengli_Oil_Complex_(China),37.1771,118.4754,Shengli Oil Field Company,Sinopec,Sinopec Group,
False,Oil shale China,China,1.385461449,Oil&Gas,,,,,,,,
False,Xinjiang (CNPC),China,1.356420308,Oil&Gas,,,,,,,,
True,Central Uplift Onshore Xinjiang Uygur Autonomous Region,China,1.04432647,Oil&Gas,,,,,,,,
True,La Luna Shale,Colombia,1.616788836,Oil&Gas,,,,,,,,
True,Tannezuft Shale,Algeria,2.347866837,Oil&Gas,,,,,,,,
False,Hassi R'Mel (Domestic),Algeria,2.271542343,Oil&Gas,OG0012634,https://www.gem.wiki/Hassi_R'Mel_Gas_Field_(Algeria),33.064,3.202,Sonatrach,Sonatrach (100%),Sonatrach SPA (100%),
False,Hassi Messaoud,Algeria,1.215923408,Oil&Gas,OG0012632,https://www.gem.wiki/Hassi_Messaoud_Oil_and_Gas_Field_(Algeria),31.854,5.8,Sonatrach,Sonatrach (100%),Sonatrach SPA (100%),
True,Bowland Shale,United Kingdom,1.476082594,Oil&Gas,,,,,,,,
True,Kronprins Christian Offshore,Denmark,2.23244534,Oil&Gas,,,,,,,,
True,Greater Turbot (Stabroek),Guyana,1.114423675,Oil&Gas,OG0013080,https://www.gem.wiki/Stabroek_Oil_and_Gas_Block_(Guyana),7.9904,-57.0997,ExxonMobil,ExxonMobil (45%);Hess Guyana Exploration Ltd (30%);CNOOC Nexen Petroleum Guyana Ltd (25%),ExxonMobil Corporation (45%);Hess Corporation (30%);CNOOC International (25%),
False,Greater Liza (Liza),Guyana,1.002783934,Oil&Gas,,,,,,,,
True,East Natuna (x-Natuna D-Alpha),Indonesia,2.158541118,Oil&Gas,OG0012818,https://www.gem.wiki/Anoa_Oil_and_Gas_Field_(Indonesia),,,Premier Oil PLC,Premier Oil Plc (28.7%);Kuwait Foreign Petroleum Exploration Company;Petronas;PTT;Pertamina,Harbour Energy plc (28.7%);Kuwait Petroleum Corporation (28.7%);Petroliam Nasional Berhad (Petronas) (28.7%);PTT PLC (28.7%);PT Pertamina (28.7%),
False,Leviathan,Israel,1.060241772,Oil&Gas,OG0000649,https://www.gem.wiki/Leviathan_Gas_Field,33.0014,33.649,Noble Energy,Noble Energy (39.7%);Delek Drilling (22.7%);Avner Oil Exploration (22.7%);Ratio Oil Exploration (15%),Chevron Corporation (39.7%);Delek Group (22.7%);Delek Group (22.7%);Ratio Petroleum (15%),
True,Barail Shale,India,2.141583711,Oil&Gas,,,,,,,,
False,Rumaila North & South,Iraq,7.761609425,Oil&Gas,OG0012002,https://www.gem.wiki/Rumaila_Oil_Field_(Iraq),30.2365,47.4163,Rumaila Operating Organisation,BP (38%);CNPC (37%);Basra Oil Company (25%),BP P.L.C. (38%);China National Petroleum Corporation (37%);Basra Oil Company (25%),
False,Qurna West,Iraq,3.982828932,Oil&Gas,OG0011998,https://www.gem.wiki/Qurna_West_1_Oil_Field_(Iraq),30.655,47.305,ExxonMobil,ExxonMobil (32.7%);PetroChina (32.7%);ITOCHU Corporation (19.6%);Pertamina (10%);Iraqi Oil Exploration Company (5%),ExxonMobil Corporation (32.7%);China National Petroleum Corporation (32.7%);ITOCHU Corporation (19.6%);PT Pertamina (10%);Iraqi Oil Exploration Company (5%),
False,Baghdad East,Iraq,2.742460925,Oil&Gas,OG0011974,https://www.gem.wiki/East_Baghdad_Oil_Field_(Iraq),33.382,44.521,ZhenHua Oil Company,China ZhenHua Oil Co.,China ZhenHua Oil Co.,
True,Central Arabian Onshore,Iraq,2.607423632,Oil&Gas,,,,,,,,
False,Majnoon,Iraq,2.468342318,Oil&Gas,OG0011987,https://www.gem.wiki/Majnoon_Oil_Field_(Iraq),31.224,47.563,Basra Oil Company,Basra Oil Company (100%),Basra Oil Company (100%),
False,Zubair,Iraq,1.679304399,Oil&Gas,OG0012018,https://www.gem.wiki/Zubair_Oil_Field_(Iraq),30.4189,47.608,Eni S.P.A.,Eni S.P.A. (32.8%);Korean Gas Corporation (KOGAS) (18.8%);Missan Oil Company (25%);Basra Oil Company (23.4%),Eni S.P.A. (32.8%);Korean Gas Corporation (KOGAS) (18.8%);Missan Oil Company (25%);Basra Oil Company (23.4%),
False,Qurna West-2,Iraq,1.598723281,Oil&Gas,OG0011999,https://www.gem.wiki/Qurna_West_2_Oil_Field_(Iraq),30.655,47.305,Lukoil and North Oil Company,Lukoil (75%);North Oil Company (25%),PJSC LUKOIL (75%);Qatar Petroleum (nan%);TotalEnergies (nan%),
False,Halfayah,Iraq,1.409043856,Oil&Gas,OG0011979,https://www.gem.wiki/Halfaya_Oil_Field_(Iraq),31.546,47.451,PetroChina,CNPC (37.5%);TotalEnergies (18.8%);Petronas (18.8%);Basra Oil Company (25%),China National Petroleum Corporation (37.5%);TotalEnergies (18.8%);Petroliam Nasional Berhad (Petronas) (18.8%);Basra Oil Company (25%),
False,Nahr bin Umar,Iraq,1.277643431,Oil&Gas,OG0011991,https://www.gem.wiki/Nahr_Bin_Umar_Oil_and_Gas_Field_(Iraq),30.58,47.531,Basra Oil Company,Basra Oil Company (100%),Basra Oil Company (100%),
False,Ratawi,Iraq,1.065138744,Oil&Gas,OG0012001,https://www.gem.wiki/Ratawi_Oil_Field_(Iraq),30.053,47.307,Basra Oil Company,Basra Oil Company (100%),Basra Oil Company (100%),
False,Basrah Gas project,Iraq,1.041154291,Oil&Gas,OG0012018,https://www.gem.wiki/Zubair_Oil_Field_(Iraq),30.4189,47.608,Eni S.P.A.,Eni S.P.A. (32.8%);Korean Gas Corporation (KOGAS) (18.8%);Missan Oil Company (25%);Basra Oil Company (23.4%),Eni S.P.A. (32.8%);Korean Gas Corporation (KOGAS) (18.8%);Missan Oil Company (25%);Basra Oil Company (23.4%),
False,Marun,Iran,2.408543885,Oil&Gas,OG0012163,https://www.gem.wiki/Marun_Oil_Field_(Iran),31.1217,49.3097,Marun Oil and Gas Production Company,National Iranian Oil Company (100%),National Iranian Oil Company (100%),
False,Azadegan,Iran,2.278016459,Oil&Gas,OG0012170,https://www.gem.wiki/Azadegan_North_Oil_Field_(Iran),31.1613,47.7945,Arvandan Oil and Gas Company,China National Petroleum Corporation (100%),China National Petroleum Corporation (100%),
False,Ahwaz Asmari,Iran,2.238284406,Oil&Gas,OG0012129,https://www.gem.wiki/Ahvaz-Asmari_Oil_Field_(Iran),31.3118,48.8121,Karun Oil and Gas Production Company,National Iranian Oil Company (100%),National Iranian Oil Company (100%),
True,Central Arabian Offshore,Iran,2.122142874,Oil&Gas,,,,,,,,
False,Gachsaran,Iran,1.739296877,Oil&Gas,OG0012180,https://www.gem.wiki/Gachsaran_Oil_and_Gas_Field_(Iran),30.2865,50.7415,National Iranian South Oil Company,National Iranian Oil Company (100%),National Iranian Oil Company (100%),
False,Agha Jari,Iran,1.563110231,Oil&Gas,OG0012187,https://www.gem.wiki/Aghajari_Oil_Field_(Iran),30.8312,49.7596,National Iranian South Oil Company,National Iranian Oil Company (100%),National Iranian Oil Company (100%),
False,Ahwaz Bangestan,Iran,1.433911709,Oil&Gas,OG0012143,https://www.gem.wiki/Ahvaz-Bangestan_Oil_Field_(Iran),31.3118,48.8121,Karun Oil and Gas Production Company,National Iranian Oil Company (100%),National Iranian Oil Company (100%),
False,Pazanan,Iran,1.358409167,Oil&Gas,OG0012186,https://www.gem.wiki/Pazanan_Oil_Field_(Iran),30.4532,50.1354,National Iranian South Oil Company,National Iranian Oil Company (100%),National Iranian Oil Company (100%),
False,South Pars (Phases 9-10) dry gas,Iran,1.265006303,Oil&Gas,OG0012249,https://www.gem.wiki/South_Pars_(Phase_9-10)_Gas_Field_(Iran),26.8614,52.1813,National Iranian Oil Company,,,
True,Kish Gas Project,Iran,1.193632598,Oil&Gas,OG0012181,https://www.gem.wiki/Kish_Oil_and_Gas_Field_(Iran),26.5293,53.9434,Iranian Offshore Oil Company,National Iranian Oil Company (100%),National Iranian Oil Company (100%),
True,Pars Southwest,Iran,1.1092643,Oil&Gas,,,,,,,,
False,South Pars (Phases 4-5) dry gas,Iran,1.100975522,Oil&Gas,OG0012247,https://www.gem.wiki/South_Pars_(Phase_4-5)_Gas_Field_(Iran),26.8614,52.1813,Eni S.P.A.,Eni S.P.A. (60%);Petropars (20%);Naftiran Intertrade Co. (20%),Eni S.P.A. (60%);PPL (8%);PPI (12%);National Iranian Oil Company (20%),
False,Mansouri Bangestan,Iran,1.045838888,Oil&Gas,OG0012183,https://www.gem.wiki/Mansouri_Oil_Field_(Iran),30.9289,48.828,National Iranian South Oil Company,National Iranian Oil Company (100%),National Iranian Oil Company (100%),
False,South Pars (Phases 22-24),Iran,1.04273081,Oil&Gas,OG0014110,https://www.gem.wiki/South_Pars_(all_phases)_Gas_Field_(Iran),26.8614,52.1813,,,,
False,South Pars (Phases 20-21),Iran,1.017173226,Oil&Gas,OG0012257,https://www.gem.wiki/South_Pars_(Phase_20-21)_Gas_Field_(Iran),26.8614,52.1813,Pars Oil and Gas Company,National Iranian Oil Company (100%),National Iranian Oil Company (100%),
False,South Pars (Phases 2-3) dry gas,Iran,1.016274224,Oil&Gas,OG0012246,https://www.gem.wiki/South_Pars_(Phase_2-3)_Gas_Field_(Iran),26.8614,52.1813,TotalEnergies,TotalEnergies (40%);Gazprom (30%);Petronas (30%),TotalEnergies (40%);Gazprom (30%);Petroliam Nasional Berhad (Petronas) (30%),
False,Greater Burgan,Kuwait,8.341919008,Oil&Gas,OG0012421,https://www.gem.wiki/Greater_Burgan_Oil_and_Gas_Complex_(Kuwait),29.07838,47.98141,,,,
False,Project Kuwait,Kuwait,4.409493298,Oil&Gas,,,,,,,,
True,Central Arabian Onshore,Kuwait,3.597522951,Oil&Gas,,,,,,,,
False,Kashagan,Kazakhstan,5.086161261,Oil&Gas,OG0012592,https://www.gem.wiki/Kashagan_Oil_and_Gas_Field_(Kazakhstan),46.486,50.1374,North Caspian Operating Company N.V,KMG Kashagan B.V (16.9%);Eni S.P.A. (16.8%);ExxonMobil (16.8%);Shell (16.8%);Other (32.7%),JSC Samruk-Kazyna (8.4%);Cooperative KazMunayGaz (8.4%);Eni S.P.A. (16.8%);ExxonMobil Corporation (16.8%);Shell plc (16.8%);Other (32.7%),
False,Tengiz,Kazakhstan,3.357866129,Oil&Gas,OG0012591,https://www.gem.wiki/Tengiz_Oil_and_Gas_Field_(Kazakhstan),45.4741,53.0719,Tengizchevroil LLP,KazMunayGas (20%);Chevron (50%);ExxonMobil (25%);Lukoil (5%),Joint-Stock Company “Sovereign Wealth Fund “Samruk Kazyna” (18.1%);National Bank of the Republic of Kazakhstan (1.9%);Chevron Corporation (50%);ExxonMobil Corporation (25%);PJSC LUKOIL (5%),
True,Carboniferous Shale,Kazakhstan,1.287218515,Oil&Gas,,,,,,,,
False,Karachaganak,Kazakhstan,1.207734375,Oil&Gas,OG0012594,https://www.gem.wiki/Karachaganak_Oil_and_Gas_Field_(Kazakhstan),50.8372,52.9707,Karachaganak Petroleum Operating B.V,Royal Dutch Shell (29.2%);Eni S.P.A. (29.2%);Chevron (18%);Lukoil (13.5%);KazMunayGas (10%),Shell plc (nan%);Eni S.P.A. (29.2%);Chevron Corporation (18%);PJSC LUKOIL (13.5%);Joint-Stock Company “Sovereign Wealth Fund “Samruk Kazyna” (9%);National Bank of the Republic of Kazakhstan (1%),
True,Sirte Shale,Libya,1.703281911,Oil&Gas,,,,,,,,
False,El Sharara,Libya,1.00784607,Oil&Gas,OG0012725,https://www.gem.wiki/El_Sharara_Oil_Field_(Libya),26.394,11.936,Akakus Oil Operations,National Oil Corporation (Libya) (50%);Repsol (20%);TotalEnergies (15%);OMV (15%),National Oil Corporation (Libya) (50%);National Oil Corporation (Libya) (50%);Repsol SA (20%);TotalEnergies (15%);OMV Aktiengesellschaft (15%),
True,Eagle Ford Shale,Mexico,5.0680294,Oil&Gas,,,,,,,,
True,Gulf Deepwater Offshore,Mexico,2.204840846,Oil&Gas,,,,,,,,
False,Ku-Maloob-Zaap Project,Mexico,1.960224743,Oil&Gas,,,,,,,,
True,Yucatan Platform Offshore,Mexico,1.025798315,Oil&Gas,"['OG0002259', 'OG0002348', 'OG0002346']","['https://www.gem.wiki/Akal_Oil_and_Gas_Field_(Mexico)', 'https://www.gem.wiki/Nohoch_Oil_and_Gas_Field_(Mexico)', 'https://www.gem.wiki/Chac_Oil_and_Gas_Field_(Mexico)']",19.3991,-92.0532,"['PEMEX', 'PEMEX', 'PEMEX']","['PEMEX', nan, 'PEMEX']","['Petroleos Mexicanos', nan, 'Petroleos Mexicanos']","['Akal', 'Nohoch', 'Chac']"
True,MZLNG Joint Development (T1-T2),Mozambique,1.310175723,Oil&Gas,,,,,,,,
True,Area-1 Future Phases,Mozambique,1.022724356,Oil&Gas,OG0017497,https://www.gem.wiki/Area_4_Gas_Block_(Mozambique),-10.9158,41.1154,Mozambique Rovuma Venture,,,
True,Area 1 LNG (T1&T2),Mozambique,1.006654597,Oil&Gas,OG0017496,https://www.gem.wiki/Area_1_Gas_Block_(Mozambique),-10.9704,40.8465,TotalEnergies,,,
False,NLNG Base Project,Nigeria,1.033411352,Oil&Gas,,,,,,,,
False,Troll,Norway,1.77210443,Oil&Gas,OG0004500,https://www.gem.wiki/Troll_Oil_and_Gas_Field_(Norway),60.72052686060313,3.703872965572407,Equinor Energy AS,Petoro AS (56%);Equinor Energy AS (30.6%);A/S Norske Shell (8.1%);TotalEnergies E&P Norge AS (3.7%);ConocoPhillips Skandinavia AS (1.6%),Petoro AS (56%);Equinor ASA (30.6%);Shell plc (8.1%);TotalEnergies (3.7%);ConocoPhillips (1.6%),
False,Johan Sverdrup,Norway,1.073871982,Oil&Gas,OG0001427,https://www.gem.wiki/Johan_Sverdrup_oil_field,58.8013,2.603,Equinor Energy AS,Equinor Energy AS (42.6%);Lundin Energy Norway AS (20%);Petoro AS (17.4%);Aker BP ASA (11.6%);TotalEnergies E&P Norge AS (8.4%),Equinor ASA (42.6%);Lundin Energy AB (20%);Petoro AS (17.4%);Aker (4.6%);BP (3.5%);Other (3.5%);TotalEnergies (8.4%),
True,Khafji,Kuwait-Saudi Arabia,1.439897189,Oil&Gas,OG0012404,https://www.gem.wiki/Khafji_Oil_Field_(Kuwait-Saudi_Arabia),28.2744,48.8864,Khafji Joint Operations,Kuwait Gulf Oil Company (50%);Aramco Gulf Oil Company (50%),Kuwait Petroleum Corporation (50%);Saudi Aramco (50%),
True,Sembar Shale,Pakistan,2.840236853,Oil&Gas,,,,,,,,
True,Lublin Basin Silurian Shale,Poland,5.647084841,Oil&Gas,OG0001554,https://www.gem.wiki/Lubliniec-Cieszanów_Gas_Field_(Poland),,,Polskie Górnictwo Naftowe i Gazownictwo SA (PGNiG),,,
True,North Field,Qatar,11.61275076,Oil&Gas,OG0012464,https://www.gem.wiki/North_Field_Oil_and_Gas_Complex_(Qatar),26.57116,51.85212,,,,
True,North Field C LNG,Qatar,7.768105079,Oil&Gas,OG0012464,https://www.gem.wiki/North_Field_Oil_and_Gas_Complex_(Qatar),26.57116,51.85212,,,,
True,North Field E,Qatar,4.594474423,Oil&Gas,OG0012476,https://www.gem.wiki/North_Field_Alpha_Oil_and_Gas_Field_(Qatar),,,Qatar Petroleum,Qatar Petroleum,QatarEnergy,
True,QatarGas LNG T8-T11 (NFE-East),Qatar,3.39497532,Oil&Gas,OG0012480,https://www.gem.wiki/Qatargas_4_Gas_Field_(Qatar),,,Qatargas,Qatar Petroleum (70%);Royal Dutch Shell (30%),QatarEnergy (70%);Shell plc (nan%),
True,Barzan,Qatar,3.094095108,Oil&Gas,OG0012463,https://www.gem.wiki/Barzan_Gas_Field_(Qatar),,,Qatargas,,,
True,Central Arabian Onshore,Qatar,2.217231619,Oil&Gas,,,,,,,,
False,Qatargas 2 LNG T4-T5,Qatar,1.828035431,Oil&Gas,OG0012472,https://www.gem.wiki/Qatargas_2_Gas_Field_(Qatar),26.3028,51.9223,Qatargas,Qatar Petroleum;ExxonMobil;TotalEnergies,QatarEnergy;ExxonMobil Corporation;TotalEnergies,
True,QatarGas LNG T12-T13 (NFE-South),Qatar,1.785210581,Oil&Gas,,,,,,,,
False,Dolphin,Qatar,1.550235876,Oil&Gas,OG0012467,https://www.gem.wiki/Dolphin_Oil_and_Gas_Field_(Qatar),26.1938,52.0041,Dolphin Energy Limited,Mubadala Investment Company (51%);TotalEnergies (24.5%);Occidental Petroleum Corporation (24.5%),Mubadala Investment Company (51%);TotalEnergies (24.5%);Occidental Petroleum Corporation (24.5%),
False,Rasgas 2 LNG T3-T5,Qatar,1.509806372,Oil&Gas,,,,,,,,
False,Rasgas 3 LNG T6-T7,Qatar,1.490692041,Oil&Gas,OG0012478,https://www.gem.wiki/RasGas_Alpha_Oil_and_Gas_Field_(Qatar),,,Qatargas,Qatargas,Qatargas Operating Company Limited,
False,Rasgas 3 LNG T6-T7,Qatar,1.490692041,Oil&Gas,OG0012478,https://www.gem.wiki/RasGas_Alpha_Oil_and_Gas_Field_(Qatar),,,Qatargas,Qatargas,Qatargas Operating Company Limited,
False,QatarGas 1 LNG T1-T3,Qatar,1.283272558,Oil&Gas,OG0012479,https://www.gem.wiki/Qatargas_3_Gas_Field_(Qatar),,,Qatargas,Qatar Petroleum (68.5%);ConocoPhillips (30%);Mitsui & Co (1.5%),"QatarEnergy (68.5%);ConocoPhillips (30%);Mitsui & Co., Ltd. (1.5%)",
False,QatarGas 1 LNG T1-T3,Qatar,1.283272558,Oil&Gas,OG0012479,https://www.gem.wiki/Qatargas_3_Gas_Field_(Qatar),,,Qatargas,Qatar Petroleum (68.5%);ConocoPhillips (30%);Mitsui & Co (1.5%),"QatarEnergy (68.5%);ConocoPhillips (30%);Mitsui & Co., Ltd. (1.5%)",
False,Al Khaleej Gas project,Qatar,1.135307349,Oil&Gas,OG0012459,https://www.gem.wiki/Al_Khalij_Oil_and_Gas_Field_(Qatar),25.92298,52.69973,TotalEnergies E&P-Qatar,TotalEnergies (40%);Qatar Petroleum (60%),TotalEnergies (40%);QatarEnergy (60%),
False,Bovanenkovo Zone (Yamal Megaproject),Russia,11.15863625,Oil&Gas,OG0012037,https://www.gem.wiki/Bovanenkovskoye_Oil_and_Gas_Field_(Russia),70.49,68.078,OOO Gazprom Dobycha Nadym,Gazprom,Gazprom,
False,Gazprom dobycha Yamburg,Russia,8.863793695,Oil&Gas,OG0012039,https://www.gem.wiki/Yamburgskoye_Gas_Field_(Russia),68.000833,75.998611,OOO Gazprom Dobycha Yamburg,Gazprom,Gazprom,
True,Tunguska Basin CBM,Russia,8.843821834,Oil&Gas,,,,,,,,
True,Shtokman,Russia,6.135874132,Oil&Gas,OG0012077,https://www.gem.wiki/Shtokman_Gas_Field_(Russia),71.794,45.723,Gazprom,TotalEnergies (25%);StatoilHydro (24%);Gazprom (51%),TotalEnergies (25%);Equinor ASA (24%);Gazprom (51%),
False,Urengoyskoye,Russia,5.199312832,Oil&Gas,OG0012097,https://www.gem.wiki/Severo-Urengoyskoye_Gas_Field_(Russia),67.461,77.156,OOO Gazprom Dobycha Urengoy,Gazprom,Gazprom,
True,Kuznetsk Depression (Kuzbass) CBM,Russia,4.90609548,Oil&Gas,,,,,,,,
False,Yuganskneftegaz,Russia,4.345193315,Oil&Gas,OG0012109,https://www.gem.wiki/Severo-Priobskoye_Oil_Field_(Russia),61.383889,70.486944,Rosneft,,,
False,Eastern Gas Program,Russia,4.274058366,Oil&Gas,OG0012384,https://www.gem.wiki/East_Tazovskoye_Oil_and_Gas_Field_(Russia),67.39,79.405,Novatek,,,
True,West Siberia Offshore,Russia,2.856403668,Oil&Gas,OG0012369,https://www.gem.wiki/West_Surgutskoye_Oil_and_Gas_Field_(Russia),61.7,73.4,Surgutneftegas,,,
True,Lensky Basin CBM,Russia,2.73771576,Oil&Gas,,,,,,,,
True,Timan - Pechora Basin Offshore,Russia,2.48143889,Oil&Gas,,,,,,,,
