New_project,Project Name,Country_x,Potential emissions (GtCO2),Fuel,Unit ID,Wiki URL,Latitude,Longitude,Operator,Owner,Parent,Unit_concerned
True,Tambey Zone (Yamal Megaproject),Russia,2.474909236,Oil&Gas,OG0012380,https://www.gem.wiki/Yuzhno-Tambeyskoye_Oil_and_Gas_Field_(Russia),71.235,71.546,JSC Yamal LNG,Novatek (50.1%);TotalEnergies (20%);CNPC (20%);Chinese Silk Road Fund (9.9%),PAO NOVATEK (50.1%);TotalEnergies (20%);China National Petroleum Corporation (20%);Wutongshu Investment Platform Co. (6.4%);China Investment Co (1.5%);China Development Bank (0.5%);China Import-Export Bank (1.5%),
True,Timan - Pechora Basin Onshore,Russia,2.351649692,Oil&Gas,,,,,,,,
False,Samotlorneftegaz (TNK-BP),Russia,1.867807241,Oil&Gas,OG0012358,https://www.gem.wiki/Samotlorskoye_Oil_Field_(Russia),61.167222,76.665556,Samotlorneftegaz,Rosneft,ROSNEFTEGAZ JSC;BP;QH Oil Investments LLC;other;Russian Federation Agency for State Property Management,
True,Leningradskoye (Kara Sea),Russia,1.800619883,Oil&Gas,OG0012357,https://www.gem.wiki/Leningradskoye_Gas_Field_(Russia),72.718933,65.722145,Gazprom,Gazprom,Gazprom,
False,Gazprom dobycha Orenburg,Russia,1.593313222,Oil&Gas,OG0012043,https://www.gem.wiki/Orenburgskoye_Gas_Field_(Russia),51.029,55.065,OOO Gazprom Dobycha Orenburg,Gazprom,Gazprom,
True,Arctic LNG 2 T1-3,Russia,1.475579089,Oil&Gas,,,,,,,,
True,Volga - Urals Onshore,Russia,1.36763708,Oil&Gas,,,,,,,,
False,Romashkino,Russia,1.338604935,Oil&Gas,OG0012361,https://www.gem.wiki/Romashkinskoye_Oil_and_Gas_Field_(Russia),54.833612,52.81,Tatneft,,,
True,Rusanovskoye (Kara Sea),Russia,1.316123949,Oil&Gas,,,,,,,,
False,Gazprom dobycha Nadym,Russia,1.286567712,Oil&Gas,"['OG0012046', 'OG0012037', 'OG0012048']","['https://www.gem.wiki/Medvezhye_Gas_Field_(Russia)', 'https://www.gem.wiki/Bovanenkovskoye_Oil_and_Gas_Field_(Russia)', 'https://www.gem.wiki/Yamsoveiskoye_Gas_Field_(Russia)']",67.25,74.666667,"['OOO Gazprom DobychaNadym', 'OOO Gazprom Dobycha Nadym', 'OOO Gazprom Dobycha Nadym']","['Gazprom', 'Gazprom', 'Gazprom']","['Gazprom', 'Gazprom', 'Gazprom']","['Medvezhye', 'Bovanenkovskoye', 'Yamsoveiskoye']"
True,Taymyr Basin CBM,Russia,1.233321785,Oil&Gas,,,,,,,,
True,North Kara Sea Offshore,Russia,1.176960094,Oil&Gas,,,,,,,,
True,West Siberia Onshore,Russia,1.1645132,Oil&Gas,,,,,,,,
False,SeverEnergia Project,Russia,1.099534929,Oil&Gas,OG0012386,https://www.gem.wiki/Samburgskoye_Oil_and_Gas_Field_(Russia),66.834167,77.248611,Gazprom dobycha Urengoy,,,
False,Ghawar Uthmaniyah,Saudi Arabia,19.22190525,Oil&Gas,,,,,,,,
False,Safaniya,Saudi Arabia,11.92614355,Oil&Gas,OG0014113,https://www.gem.wiki/Safaniya_Oil_and_Gas_Field_(Saudi_Arabia),28.28,48.75,Saudi Aramco,,,
False,Khurais project,Saudi Arabia,7.634938272,Oil&Gas,OG0014117,https://www.gem.wiki/Khurais_Oil_and_Gas_Field_(Saudi_Arabia),25.2028,48.0153,Saudi Aramco,,,
False,Ghawar Haradh,Saudi Arabia,6.966827829,Oil&Gas,,,,,,,,
True,Central Arabian Offshore,Saudi Arabia,6.860051661,Oil&Gas,,,,,,,,
False,Ghawar Shedgum,Saudi Arabia,5.695002943,Oil&Gas,,,,,,,,
False,Qatif project,Saudi Arabia,5.066814884,Oil&Gas,OG0014114,https://www.gem.wiki/Qatif_Oil_Field_(Saudi_Arabia),26.7077,49.9393,Saudi Aramco,,,
False,Manifa (redevelop),Saudi Arabia,5.000284718,Oil&Gas,OG0014121,https://www.gem.wiki/Manifa_Oil_Field_(Saudi_Arabia),27.7159,48.9834,Saudi Aramco,,,
False,Ghawar Hawiyah,Saudi Arabia,4.649714459,Oil&Gas,,,,,,,,
True,Central Arabian Onshore,Saudi Arabia,4.359973713,Oil&Gas,,,,,,,,
False,Shaybah,Saudi Arabia,4.268589672,Oil&Gas,OG0014115,https://www.gem.wiki/Shaybah_Oil_and_Gas_Field_(Saudi_Arabia),21.7237,53.6572,Saudi Aramco,,,
False,Berri,Saudi Arabia,3.557107777,Oil&Gas,OG0014118,https://www.gem.wiki/Berri_Oil_Field_(Saudi_Arabia),27.1145,49.6389,Saudi Aramco,,,
True,Zuluf (CR in field),Saudi Arabia,3.535052229,Oil&Gas,,,,,,,,
False,Zuluf,Saudi Arabia,2.449978206,Oil&Gas,OG0014116,https://www.gem.wiki/Zuluf_Oil_and_Gas_Field_(Saudi_Arabia),28.611,49.059,Saudi Aramco,,,
False,Khursaniyah,Saudi Arabia,2.413255558,Oil&Gas,OG0014122,https://www.gem.wiki/Khursaniyah_Oil_Field_(Saudi_Arabia),27.0287,48.5437,Saudi Aramco,,,
False,Ghawar Ain Dar N,Saudi Arabia,2.088574939,Oil&Gas,,,,,,,,
False,Marjan,Saudi Arabia,1.889926075,Oil&Gas,OG0014120,https://www.gem.wiki/Marjan_Oil_Field_(Saudi_Arabia),28.4389,49.6746,Saudi Aramco,,,
True,Safaniya YTF Concession,Saudi Arabia,1.842871867,Oil&Gas,OG0014113,https://www.gem.wiki/Safaniya_Oil_and_Gas_Field_(Saudi_Arabia),28.28,48.75,Saudi Aramco,,,
True,Zuluf (expansion),Saudi Arabia,1.833213347,Oil&Gas,OG0014116,https://www.gem.wiki/Zuluf_Oil_and_Gas_Field_(Saudi_Arabia),28.611,49.059,Saudi Aramco,,,
True,Zuluf (expansion),Saudi Arabia,1.833213347,Oil&Gas,OG0014116,https://www.gem.wiki/Zuluf_Oil_and_Gas_Field_(Saudi_Arabia),28.611,49.059,Saudi Aramco,,,
False,Abqaiq,Saudi Arabia,1.59282777,Oil&Gas,OG0014119,https://www.gem.wiki/Abqaiq_Oil_Field_(Saudi_Arabia),26.1687,49.7841,Saudi Aramco,,,
False,Ghawar Ain Dar S,Saudi Arabia,1.43464453,Oil&Gas,OG0014112,https://www.gem.wiki/Ghawar_Oil_and_Gas_Field_(Saudi_Arabia),25.213,49.2558,Saudi Aramco,,,
False,Ghawar Ain Dar S,Saudi Arabia,1.43464453,Oil&Gas,OG0014112,https://www.gem.wiki/Ghawar_Oil_and_Gas_Field_(Saudi_Arabia),25.213,49.2558,Saudi Aramco,,,
False,Ghawar Ain Dar S,Saudi Arabia,1.43464453,Oil&Gas,OG0014112,https://www.gem.wiki/Ghawar_Oil_and_Gas_Field_(Saudi_Arabia),25.213,49.2558,Saudi Aramco,,,
False,Ghawar Ain Dar S,Saudi Arabia,1.43464453,Oil&Gas,OG0014112,https://www.gem.wiki/Ghawar_Oil_and_Gas_Field_(Saudi_Arabia),25.213,49.2558,Saudi Aramco,,,
False,Ghawar Ain Dar S,Saudi Arabia,1.43464453,Oil&Gas,OG0014112,https://www.gem.wiki/Ghawar_Oil_and_Gas_Field_(Saudi_Arabia),25.213,49.2558,Saudi Aramco,,,
False,Ghawar Ain Dar S,Saudi Arabia,1.43464453,Oil&Gas,OG0014112,https://www.gem.wiki/Ghawar_Oil_and_Gas_Field_(Saudi_Arabia),25.213,49.2558,Saudi Aramco,,,
True,Sudair Shale,Saudi Arabia,1.032893123,Oil&Gas,,,,,,,,
False,Harmaliyah,Saudi Arabia,1.028095523,Oil&Gas,,,,,,,,
True,Tanf Shale,Syria,1.363655326,Oil&Gas,,,,,,,,
False,Yolotan (Iolotan) South,Turkmenistan,9.548227901,Oil&Gas,,,,,,,,
True,Yashlar Vostochnyy (East),Turkmenistan,2.129145331,Oil&Gas,,,,,,,,
False,Dovletabad-Donmez,Turkmenistan,1.578094288,Oil&Gas,,,,,,,,
True,Tanzanian Coastal Offshore,Tanzania,1.031198167,Oil&Gas,,,,,,,,
True,Menilite Shale,Ukraine,1.666673391,Oil&Gas,,,,,,,,
False,Permian Delaware Tight,United States,27.80443109,Oil&Gas,,,,,,,,
False,Marcellus Shale,United States,26.71441286,Oil&Gas,,,,,,,,
False,Permian Midland Tight,United States,16.62881821,Oil&Gas,,,,,,,,
False,Haynesville/Bossier Shale,United States,13.20413118,Oil&Gas,,,,,,,,
False,Utica Shale,United States,7.713186851,Oil&Gas,,,,,,,,
False,Bakken Shale,United States,5.948592838,Oil&Gas,,,,,,,,
False,Eagle Ford Shale,United States,5.924247947,Oil&Gas,,,,,,,,
False,DJ Basin Tight Oil,United States,5.852116216,Oil&Gas,,,,,,,,
False,Western Gulf Province_Texas,United States,5.061653121,Oil&Gas,,,,,,,,
False,Woodford Shale,United States,3.377142985,Oil&Gas,,,,,,,,
False,PRB Tight Oil,United States,2.770946453,Oil&Gas,,,,,,,,
True,Chukchi Sea Offshore,United States,2.539277487,Oil&Gas,,,,,,,,
False,Meramec Shale,United States,2.439577611,Oil&Gas,,,,,,,,
False,Permian Conventional_Texas,United States,2.061829878,Oil&Gas,,,,,,,,
True,North Slope Onshore,United States,2.035951159,Oil&Gas,,,,,,,,
False,Anadarko Shelf_Oklahoma,United States,1.817826072,Oil&Gas,,,,,,,,
True,Baltimore Canyon Offshore,United States,1.648511699,Oil&Gas,,,,,,,,
False,Austin Chalk Tight,United States,1.392828065,Oil&Gas,,,,,,,,
False,Barnett Shale,United States,1.360879964,Oil&Gas,,,,,,,,
True,Beaufort Sea Offshore,United States,1.254810599,Oil&Gas,,,,,,,,
True,Gulf Coast Centre Offshore,United States,1.106200913,Oil&Gas,,,,,,,,
True,West Florida Offshore,United States,1.069261489,Oil&Gas,,,,,,,,
False,Orinoco Joint Ventures,Venezuela,6.703396162,Oil&Gas,,,,,,,,
True,La Luna Shale,Venezuela,1.090522015,Oil&Gas,,,,,,,,
True,Collingham Shale,South Africa,1.849888206,Oil&Gas,,,,,,,,
