Country_source_CB,Year,Category,Series,Value,Footnotes,Source
Ukraine,2005,Gross domestic product and gross domestic product per capita,GDP per capita (US dollars),"1,903",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
Ukraine,2010,Gross domestic product and gross domestic product per capita,GDP per capita (US dollars),"2,970",The Government of Ukraine has informed the United Nations that it is not in a position to provide statistical data concerning the Autonomous Republic of Crimea and the city of Sevastopol.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
Ukraine,2015,Gross domestic product and gross domestic product per capita,GDP per capita (US dollars),"2,026",The Government of Ukraine has informed the United Nations that it is not in a position to provide statistical data concerning the Autonomous Republic of Crimea and the city of Sevastopol.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
Ukraine,2018,Gross domestic product and gross domestic product per capita,GDP per capita (US dollars),"2,958",The Government of Ukraine has informed the United Nations that it is not in a position to provide statistical data concerning the Autonomous Republic of Crimea and the city of Sevastopol.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
Ukraine,2019,Gross domestic product and gross domestic product per capita,GDP per capita (US dollars),"3,499",The Government of Ukraine has informed the United Nations that it is not in a position to provide statistical data concerning the Autonomous Republic of Crimea and the city of Sevastopol.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
Ukraine,2020,Gross domestic product and gross domestic product per capita,GDP per capita (US dollars),"3,557",The Government of Ukraine has informed the United Nations that it is not in a position to provide statistical data concerning the Autonomous Republic of Crimea and the city of Sevastopol.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
Ukraine,1995,Gross domestic product and gross domestic product per capita,GDP in constant 2010 prices (millions of US dollars),"76,792",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
Ukraine,2005,Gross domestic product and gross domestic product per capita,GDP in constant 2010 prices (millions of US dollars),"100,863",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
Ukraine,2010,Gross domestic product and gross domestic product per capita,GDP in constant 2010 prices (millions of US dollars),"102,154",The Government of Ukraine has informed the United Nations that it is not in a position to provide statistical data concerning the Autonomous Republic of Crimea and the city of Sevastopol.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
Ukraine,2015,Gross domestic product and gross domestic product per capita,GDP in constant 2010 prices (millions of US dollars),"91,031",The Government of Ukraine has informed the United Nations that it is not in a position to provide statistical data concerning the Autonomous Republic of Crimea and the city of Sevastopol.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
Ukraine,2018,Gross domestic product and gross domestic product per capita,GDP in constant 2010 prices (millions of US dollars),"98,807",The Government of Ukraine has informed the United Nations that it is not in a position to provide statistical data concerning the Autonomous Republic of Crimea and the city of Sevastopol.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
Ukraine,2019,Gross domestic product and gross domestic product per capita,GDP in constant 2010 prices (millions of US dollars),"101,990",The Government of Ukraine has informed the United Nations that it is not in a position to provide statistical data concerning the Autonomous Republic of Crimea and the city of Sevastopol.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
Ukraine,2020,Gross domestic product and gross domestic product per capita,GDP in constant 2010 prices (millions of US dollars),"97,889",The Government of Ukraine has informed the United Nations that it is not in a position to provide statistical data concerning the Autonomous Republic of Crimea and the city of Sevastopol.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
Ukraine,1995,Gross domestic product and gross domestic product per capita,GDP real rates of growth (percent),-12.2,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
Ukraine,2005,Gross domestic product and gross domestic product per capita,GDP real rates of growth (percent),3.1,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
Ukraine,2010,Gross domestic product and gross domestic product per capita,GDP real rates of growth (percent),0.3,The Government of Ukraine has informed the United Nations that it is not in a position to provide statistical data concerning the Autonomous Republic of Crimea and the city of Sevastopol.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
Ukraine,2015,Gross domestic product and gross domestic product per capita,GDP real rates of growth (percent),-9.8,The Government of Ukraine has informed the United Nations that it is not in a position to provide statistical data concerning the Autonomous Republic of Crimea and the city of Sevastopol.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
Ukraine,2018,Gross domestic product and gross domestic product per capita,GDP real rates of growth (percent),3.4,The Government of Ukraine has informed the United Nations that it is not in a position to provide statistical data concerning the Autonomous Republic of Crimea and the city of Sevastopol.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
Ukraine,2019,Gross domestic product and gross domestic product per capita,GDP real rates of growth (percent),3.2,The Government of Ukraine has informed the United Nations that it is not in a position to provide statistical data concerning the Autonomous Republic of Crimea and the city of Sevastopol.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
Ukraine,2020,Gross domestic product and gross domestic product per capita,GDP real rates of growth (percent),-4.0,The Government of Ukraine has informed the United Nations that it is not in a position to provide statistical data concerning the Autonomous Republic of Crimea and the city of Sevastopol.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
Ukraine,2005,CO2 emission estimates,Emissions (thousand metric tons of carbon dioxide),"292,530",,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
Ukraine,2010,CO2 emission estimates,Emissions (thousand metric tons of carbon dioxide),"268,049",,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
Ukraine,2015,CO2 emission estimates,Emissions (thousand metric tons of carbon dioxide),"189,040",The Government of Ukraine has informed the United Nations that it is not in a position to provide statistical data concerning the Autonomous Republic of Crimea and the city of Sevastopol.,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
Ukraine,2017,CO2 emission estimates,Emissions (thousand metric tons of carbon dioxide),"172,964",The Government of Ukraine has informed the United Nations that it is not in a position to provide statistical data concerning the Autonomous Republic of Crimea and the city of Sevastopol.,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
Ukraine,2018,CO2 emission estimates,Emissions (thousand metric tons of carbon dioxide),"183,581",The Government of Ukraine has informed the United Nations that it is not in a position to provide statistical data concerning the Autonomous Republic of Crimea and the city of Sevastopol.,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
Ukraine,2019,CO2 emission estimates,Emissions (thousand metric tons of carbon dioxide),"172,311",The Government of Ukraine has informed the United Nations that it is not in a position to provide statistical data concerning the Autonomous Republic of Crimea and the city of Sevastopol.,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
Ukraine,2005,CO2 emission estimates,Emissions per capita (metric tons of carbon dioxide),6.2,The Government of Ukraine has informed the United Nations that it is not in a position to provide statistical data concerning the Autonomous Republic of Crimea and the city of Sevastopol.,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
Ukraine,2010,CO2 emission estimates,Emissions per capita (metric tons of carbon dioxide),5.8,The Government of Ukraine has informed the United Nations that it is not in a position to provide statistical data concerning the Autonomous Republic of Crimea and the city of Sevastopol.,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
Ukraine,2015,CO2 emission estimates,Emissions per capita (metric tons of carbon dioxide),4.2,The Government of Ukraine has informed the United Nations that it is not in a position to provide statistical data concerning the Autonomous Republic of Crimea and the city of Sevastopol.,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
Ukraine,2017,CO2 emission estimates,Emissions per capita (metric tons of carbon dioxide),3.8,The Government of Ukraine has informed the United Nations that it is not in a position to provide statistical data concerning the Autonomous Republic of Crimea and the city of Sevastopol.,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
Ukraine,2018,CO2 emission estimates,Emissions per capita (metric tons of carbon dioxide),4.1,The Government of Ukraine has informed the United Nations that it is not in a position to provide statistical data concerning the Autonomous Republic of Crimea and the city of Sevastopol.,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
Ukraine,2019,CO2 emission estimates,Emissions per capita (metric tons of carbon dioxide),3.8,The Government of Ukraine has informed the United Nations that it is not in a position to provide statistical data concerning the Autonomous Republic of Crimea and the city of Sevastopol.,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
United Arab Emirates,2010,"Population, density and surface area",Population mid-year estimates (millions),8.48,,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision, last accessed July 2022."
United Arab Emirates,2010,"Population, density and surface area",Population mid-year estimates for males (millions),6.18,,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision, last accessed July 2022."
United Arab Emirates,2010,"Population, density and surface area",Population mid-year estimates for females (millions),2.31,,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision, last accessed July 2022."
United Arab Emirates,2010,"Population, density and surface area",Sex ratio (males per 100 females),267.7,,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2020 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed July 2022."
United Arab Emirates,2010,"Population, density and surface area",Population aged 0 to 14 years old (percentage),13.7,,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2020 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed July 2022."
United Arab Emirates,2010,"Population, density and surface area",Population aged 60+ years old (percentage),0.3,,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2020 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed July 2022."
United Arab Emirates,2010,"Population, density and surface area",Population density,119.4,,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision, last accessed July 2022."
United Arab Emirates,2015,"Population, density and surface area",Population mid-year estimates (millions),8.92,,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision, last accessed July 2022."
United Arab Emirates,2015,"Population, density and surface area",Population mid-year estimates for males (millions),6.34,,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision, last accessed July 2022."
United Arab Emirates,2015,"Population, density and surface area",Population mid-year estimates for females (millions),2.58,,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision, last accessed July 2022."
United Arab Emirates,2015,"Population, density and surface area",Sex ratio (males per 100 females),245.7,,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2020 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed July 2022."
United Arab Emirates,2015,"Population, density and surface area",Population aged 0 to 14 years old (percentage),14.3,,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2020 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed July 2022."
United Arab Emirates,2015,"Population, density and surface area",Population aged 60+ years old (percentage),1.1,,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2020 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed July 2022."
United Arab Emirates,2015,"Population, density and surface area",Population density,125.5,,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision, last accessed July 2022."
United Arab Emirates,2015,"Population, density and surface area",Surface area (thousand km2),84,,"United Nations Statistics Division, New York, ""Demographic Yearbook 2020"" and the demographic statistics database, last accessed June 2022."
United Arab Emirates,2020,"Population, density and surface area",Population mid-year estimates (millions),9.29,,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision, last accessed July 2022."
United Arab Emirates,2020,"Population, density and surface area",Population mid-year estimates for males (millions),6.48,,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision, last accessed July 2022."
United Arab Emirates,2020,"Population, density and surface area",Population mid-year estimates for females (millions),2.81,,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision, last accessed July 2022."
United Arab Emirates,2020,"Population, density and surface area",Sex ratio (males per 100 females),230.3,,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2020 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed July 2022."
United Arab Emirates,2020,"Population, density and surface area",Population aged 0 to 14 years old (percentage),14.9,,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2020 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed July 2022."
United Arab Emirates,2020,"Population, density and surface area",Population aged 60+ years old (percentage),3.0,,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2020 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed July 2022."
United Arab Emirates,2020,"Population, density and surface area",Population density,130.8,,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision, last accessed July 2022."
United Arab Emirates,2020,"Population, density and surface area",Surface area (thousand km2),71,Land area only.,"United Nations Statistics Division, New York, ""Demographic Yearbook 2020"" and the demographic statistics database, last accessed June 2022."
United Arab Emirates,2022,"Population, density and surface area",Population mid-year estimates (millions),9.44,Projected estimate (medium fertility variant).,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision, last accessed July 2022."
United Arab Emirates,2022,"Population, density and surface area",Population mid-year estimates for males (millions),6.55,Projected estimate (medium fertility variant).,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision, last accessed July 2022."
United Arab Emirates,2022,"Population, density and surface area",Population mid-year estimates for females (millions),2.89,Projected estimate (medium fertility variant).,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision, last accessed July 2022."
United Arab Emirates,2022,"Population, density and surface area",Sex ratio (males per 100 females),226.3,Projected estimate (medium fertility variant).,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2020 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed July 2022."
United Arab Emirates,2022,"Population, density and surface area",Population aged 0 to 14 years old (percentage),15.2,Projected estimate (medium fertility variant).,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2020 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed July 2022."
United Arab Emirates,2022,"Population, density and surface area",Population aged 60+ years old (percentage),3.5,Projected estimate (medium fertility variant).,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2020 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed July 2022."
United Arab Emirates,2022,"Population, density and surface area",Population density,132.9,Projected estimate (medium fertility variant).,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision, last accessed July 2022."
United Arab Emirates,1995,Gross domestic product and gross domestic product per capita,GDP in current prices (millions of US dollars),"66,603",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
United Arab Emirates,2005,Gross domestic product and gross domestic product per capita,GDP in current prices (millions of US dollars),"182,978",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
United Arab Emirates,2010,Gross domestic product and gross domestic product per capita,GDP in current prices (millions of US dollars),"289,787",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
United Arab Emirates,2015,Gross domestic product and gross domestic product per capita,GDP in current prices (millions of US dollars),"358,135",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
United Arab Emirates,2018,Gross domestic product and gross domestic product per capita,GDP in current prices (millions of US dollars),"422,215",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
United Arab Emirates,2019,Gross domestic product and gross domestic product per capita,GDP in current prices (millions of US dollars),"417,216",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
United Arab Emirates,2020,Gross domestic product and gross domestic product per capita,GDP in current prices (millions of US dollars),"358,869",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
United Arab Emirates,1995,Gross domestic product and gross domestic product per capita,GDP per capita (US dollars),"27,578",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
United Arab Emirates,2005,Gross domestic product and gross domestic product per capita,GDP per capita (US dollars),"39,880",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
United Arab Emirates,2010,Gross domestic product and gross domestic product per capita,GDP per capita (US dollars),"33,893",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
United Arab Emirates,2015,Gross domestic product and gross domestic product per capita,GDP per capita (US dollars),"38,663",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
United Arab Emirates,2018,Gross domestic product and gross domestic product per capita,GDP per capita (US dollars),"43,839",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
United Arab Emirates,2019,Gross domestic product and gross domestic product per capita,GDP per capita (US dollars),"42,701",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
United Arab Emirates,2020,Gross domestic product and gross domestic product per capita,GDP per capita (US dollars),"36,285",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
United Arab Emirates,1995,Gross domestic product and gross domestic product per capita,GDP in constant 2010 prices (millions of US dollars),"138,960",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
United Arab Emirates,2005,Gross domestic product and gross domestic product per capita,GDP in constant 2010 prices (millions of US dollars),"246,972",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
United Arab Emirates,2010,Gross domestic product and gross domestic product per capita,GDP in constant 2010 prices (millions of US dollars),"278,173",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
United Arab Emirates,2015,Gross domestic product and gross domestic product per capita,GDP in constant 2010 prices (millions of US dollars),"358,135",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
United Arab Emirates,2018,Gross domestic product and gross domestic product per capita,GDP in constant 2010 prices (millions of US dollars),"382,069",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
United Arab Emirates,2019,Gross domestic product and gross domestic product per capita,GDP in constant 2010 prices (millions of US dollars),"395,104",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
United Arab Emirates,2020,Gross domestic product and gross domestic product per capita,GDP in constant 2010 prices (millions of US dollars),"370,866",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
United Arab Emirates,1995,Gross domestic product and gross domestic product per capita,GDP real rates of growth (percent),8.2,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
United Arab Emirates,2005,Gross domestic product and gross domestic product per capita,GDP real rates of growth (percent),4.9,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
United Arab Emirates,2010,Gross domestic product and gross domestic product per capita,GDP real rates of growth (percent),1.6,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
United Arab Emirates,2015,Gross domestic product and gross domestic product per capita,GDP real rates of growth (percent),5.1,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
United Arab Emirates,2018,Gross domestic product and gross domestic product per capita,GDP real rates of growth (percent),1.2,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
United Arab Emirates,2019,Gross domestic product and gross domestic product per capita,GDP real rates of growth (percent),3.4,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
United Arab Emirates,2020,Gross domestic product and gross domestic product per capita,GDP real rates of growth (percent),-6.1,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
United Arab Emirates,1975,CO2 emission estimates,Emissions (thousand metric tons of carbon dioxide),"4,962",,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
United Arab Emirates,1985,CO2 emission estimates,Emissions (thousand metric tons of carbon dioxide),"35,879",,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
United Arab Emirates,2005,CO2 emission estimates,Emissions (thousand metric tons of carbon dioxide),"111,903",,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
United Arab Emirates,2010,CO2 emission estimates,Emissions (thousand metric tons of carbon dioxide),"155,599",,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
United Arab Emirates,2015,CO2 emission estimates,Emissions (thousand metric tons of carbon dioxide),"187,304",,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
United Arab Emirates,2017,CO2 emission estimates,Emissions (thousand metric tons of carbon dioxide),"188,540",,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
United Arab Emirates,2018,CO2 emission estimates,Emissions (thousand metric tons of carbon dioxide),"167,555",,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
United Arab Emirates,2019,CO2 emission estimates,Emissions (thousand metric tons of carbon dioxide),"179,233",,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
United Arab Emirates,1975,CO2 emission estimates,Emissions per capita (metric tons of carbon dioxide),9.0,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
United Arab Emirates,1985,CO2 emission estimates,Emissions per capita (metric tons of carbon dioxide),26.1,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
United Arab Emirates,2005,CO2 emission estimates,Emissions per capita (metric tons of carbon dioxide),24.2,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
United Arab Emirates,2010,CO2 emission estimates,Emissions per capita (metric tons of carbon dioxide),18.1,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
United Arab Emirates,2015,CO2 emission estimates,Emissions per capita (metric tons of carbon dioxide),20.1,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
United Arab Emirates,2017,CO2 emission estimates,Emissions per capita (metric tons of carbon dioxide),19.7,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
United Arab Emirates,2018,CO2 emission estimates,Emissions per capita (metric tons of carbon dioxide),17.3,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
United Arab Emirates,2019,CO2 emission estimates,Emissions per capita (metric tons of carbon dioxide),18.2,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
United Kingdom,2010,"Population, density and surface area",Population mid-year estimates (millions),62.76,"Refers to the United Kingdom of Great Britain and Northern Ireland. For statistical purposes, the data for United Kingdom do not include Anguilla, Bermuda, British Virgin Islands, Cayman Islands, Channel Islands, Falkland Islands (Malvinas), Gibraltar, Isle of Man, Montserrat, Saint Helena, Turks and Caicos Islands.","United Nations Population Division, New York, World Population Prospects: The 2022 Revision, last accessed July 2022."
United Kingdom,2010,"Population, density and surface area",Population mid-year estimates for males (millions),30.80,"Refers to the United Kingdom of Great Britain and Northern Ireland. For statistical purposes, the data for United Kingdom do not include Anguilla, Bermuda, British Virgin Islands, Cayman Islands, Channel Islands, Falkland Islands (Malvinas), Gibraltar, Isle of Man, Montserrat, Saint Helena, Turks and Caicos Islands.","United Nations Population Division, New York, World Population Prospects: The 2022 Revision, last accessed July 2022."
United Kingdom,2010,"Population, density and surface area",Population mid-year estimates for females (millions),31.96,"Refers to the United Kingdom of Great Britain and Northern Ireland. For statistical purposes, the data for United Kingdom do not include Anguilla, Bermuda, British Virgin Islands, Cayman Islands, Channel Islands, Falkland Islands (Malvinas), Gibraltar, Isle of Man, Montserrat, Saint Helena, Turks and Caicos Islands.","United Nations Population Division, New York, World Population Prospects: The 2022 Revision, last accessed July 2022."
United Kingdom,2010,"Population, density and surface area",Sex ratio (males per 100 females),96.4,"Refers to the United Kingdom of Great Britain and Northern Ireland. For statistical purposes, the data for United Kingdom do not include Anguilla, Bermuda, British Virgin Islands, Cayman Islands, Channel Islands, Falkland Islands (Malvinas), Gibraltar, Isle of Man, Montserrat, Saint Helena, Turks and Caicos Islands.","United Nations Population Division, New York, World Population Prospects: The 2022 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2020 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed July 2022."
